Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Rick Majerus,Saint Louis,A-10,,12,19,0.387,,,,,2007-08,69,61,0.531,,,,,,491,208,0.702,12.0,4.0,1.0,
Alan Major,Charlotte,A-10,,10,20,0.333,,,,,2010-11,10,20,0.333,,,,,,10,20,0.333,,,,
Ryan Marks,Texas-Rio Grande Valley,GWC,,6,25,0.194,,,,,2009-10,12,52,0.188,,,,,,12,52,0.188,,,,
Bob Marlin,Louisiana,Sun Belt,,14,15,0.483,,,,,2010-11,14,15,0.483,,,,,,239,146,0.621,2.0,,,
Gregg Marshall,Wichita State,MVC,,29,8,0.784,,,,,2007-08,82,55,0.599,,,,,,276,138,0.667,7.0,,,
Phil Martelli,Saint Joseph's,A-10,,11,22,0.333,,,,,1995-96,300,209,0.589,5.0,2.0,,,,300,209,0.589,5.0,2.0,,
Chuck Martin,Marist,MAAC,,6,27,0.182,,,,,2008-09,17,79,0.177,,,,,,17,79,0.177,,,,
Cuonzo Martin,Missouri State,MVC,,26,9,0.743,,,,,2008-09,61,41,0.598,,,,,,61,41,0.598,,,,
Frank Martin,Kansas State,Big 12,,23,11,0.676,3.0,21.0,Lost Third Round,,2007-08,95,43,0.688,3.0,1.0,,,,95,43,0.688,3.0,1.0,,
Matt Matheny,Elon,Southern,,14,17,0.452,,,,,2009-10,23,40,0.365,,,,,,23,40,0.365,,,,
Thad Matta,Ohio State,Big Ten,,34,3,0.919,4.0,1.0,Lost Regional Semifinal,,2004-05,190,57,0.769,5.0,3.0,1.0,,,292,88,0.768,9.0,4.0,1.0,
Fran McCaffery,Iowa,Big Ten,,11,20,0.355,,,,,2010-11,11,20,0.355,,,,,,262,197,0.571,5.0,,,
Ray McCallum,Detroit Mercy,Horizon,,17,16,0.515,,,,,2008-09,44,53,0.454,,,,,,214,202,0.514,2.0,,,
Mike McConathy,Northwestern State,Southland,,18,14,0.562,,,,,1999-00,184,188,0.495,2.0,,,,,184,188,0.495,2.0,,,
Greg McDermott,Creighton,MVC,,23,16,0.59,,,,,2010-11,23,16,0.59,,,,,,172,147,0.539,3.0,,,
Ken McDonald,Western Kentucky,Sun Belt,,16,16,0.5,,,,,2008-09,62,38,0.62,1.0,,,,,62,38,0.62,1.0,,,
Bob McKillop,Davidson,Southern,,18,15,0.545,,,,,1989-90,401,263,0.604,5.0,1.0,,,,401,263,0.604,5.0,1.0,,
Marvin Menzies,New Mexico State,WAC,,16,17,0.485,,,,,2007-08,76,58,0.567,1.0,,,,,76,58,0.567,1.0,,,
Joe Mihalich,Niagara,MAAC,,9,23,0.281,,,,,1998-99,232,170,0.577,2.0,,,,,232,170,0.577,2.0,,,
Tim Miles,Colorado State,MWC,,19,13,0.594,,,,,2007-08,51,76,0.402,,,,,,87,96,0.475,,,,
Mike Miller,Eastern Illinois,OVC,,9,20,0.31,,,,,2005-06,63,113,0.358,,,,,,150,192,0.439,1.0,,,
Sean Miller,Arizona,Pac-10,,30,8,0.789,,17.0,Lost Regional Final,,2009-10,46,23,0.667,1.0,1.0,,,,166,70,0.703,5.0,3.0,,
Fang Mitchell,Coppin State,MEAC,,16,14,0.533,,,,,1986-87,395,357,0.525,4.0,,,,,395,357,0.525,4.0,,,
Jim Molinari,Western Illinois,Summit,,7,23,0.233,,,,,2008-09,29,60,0.326,,,,,,252,246,0.506,2.0,,,
Randy Monroe,Maryland-Baltimore County,AEC,,5,25,0.167,,,,,2004-05,81,133,0.379,1.0,,,,,81,133,0.379,1.0,,,
Dan Monson,Long Beach State,Big West,,22,12,0.647,,,,,2007-08,60,68,0.469,,,,,,230,191,0.546,2.0,1.0,,
Mike Montgomery,California,Pac-10,,18,15,0.545,,,,,2008-09,64,37,0.634,2.0,,,,,610,282,0.684,14.0,3.0,1.0,
Chris Mooney,Richmond,A-10,,29,8,0.784,,,Lost Regional Semifinal,,2005-06,112,87,0.563,2.0,1.0,,,,130,99,0.568,2.0,1.0,,
Howard Moore,UIC,Horizon,,7,24,0.226,,,,,2010-11,7,24,0.226,,,,,,7,24,0.226,,,,
Tom Moore,Quinnipiac,NEC,,22,10,0.688,,,,,2007-08,75,51,0.595,,,,,,75,51,0.595,,,,
Stew Morrill,Utah State,WAC,,30,4,0.882,,19.0,Lost Second Round,,1998-99,324,103,0.759,8.0,,,,,542,241,0.692,9.0,,,
LeVelle Moton,North Carolina Central,Ind,,15,15,0.5,,,,,2009-10,22,37,0.373,,,,,,22,37,0.373,,,,
Scott Nagy,South Dakota State,Summit,,19,12,0.613,,,,,2005-06,69,113,0.379,,,,,,69,113,0.379,,,,
George Nessman,San Jose State,WAC,,17,16,0.515,,,,,2005-06,68,119,0.364,,,,,,68,119,0.364,,,,
Jeff Neubauer,Eastern Kentucky,OVC,,15,16,0.484,,,,,2005-06,102,86,0.543,1.0,,,,,102,86,0.543,1.0,,,
Gregg Nibert,Presbyterian,Big South,,13,18,0.419,,,,,2007-08,35,86,0.289,,,,,,35,86,0.289,,,,
Kevin Nickelberry,Howard,MEAC,,6,24,0.2,,,,,2010-11,6,24,0.2,,,,,,55,68,0.447,,,,
Dickey Nutt *,Southeast Missouri State,OVC,,10,22,0.312,,,,,2009-10,17,45,0.274,,,,,,206,232,0.47,1.0,,,
Joe O'Brien,Idaho State,Big Sky,,9,20,0.31,,,,,2006-07,54,97,0.358,,,,,,54,97,0.358,,,,
Fran O'Hanlon,Lafayette,Patriot,,13,19,0.406,,,,,1995-96,225,243,0.481,2.0,,,,,225,243,0.481,2.0,,,
Kevin O'Neill *,Southern California,Pac-10,,19,15,0.559,,,Lost First Round,,2009-10,35,29,0.547,1.0,,,,,206,209,0.496,4.0,1.0,,
Tim O'Shea,Bryant,NEC,,9,21,0.3,,,,,2008-09,18,71,0.202,,,,,,138,166,0.454,1.0,,,
Louis Orr,Bowling Green State,MAC,,14,19,0.424,,,,,2007-08,60,66,0.476,,,,,,160,146,0.523,2.0,,,
Matt Painter,Purdue,Big Ten,,26,8,0.765,14.0,13.0,Lost Third Round,,2005-06,138,64,0.683,5.0,2.0,,,,163,69,0.703,6.0,2.0,,
Tom Parrotta,Canisius,MAAC,,15,15,0.5,,,,,2006-07,59,96,0.381,,,,,,59,96,0.381,,,,
Josh Pastner,Memphis,CUSA,,25,10,0.714,19.0,,Lost Second Round,,2009-10,49,20,0.71,1.0,,,,,49,20,0.71,1.0,,,
Jimmy Patsos,Loyola (MD),MAAC,,15,15,0.5,,,,,2004-05,98,114,0.462,,,,,,98,114,0.462,,,,
Ricardo Patton,Northern Illinois,MAC,,9,21,0.3,,,,,2007-08,35,83,0.297,,,,,,219,243,0.474,2.0,,,
Dave Paulsen,Bucknell,Patriot,,25,9,0.735,,,Lost Second Round,,2008-09,46,49,0.484,1.0,,,,,46,49,0.484,1.0,,,
Eddie Payne,South Carolina Upstate,A-Sun,,5,25,0.167,,,,,2007-08,27,92,0.227,,,,,,133,240,0.357,1.0,,,
Bruce Pearl,Tennessee,SEC,,19,15,0.559,23.0,,Lost Second Round,,2005-06,145,61,0.704,6.0,3.0,,,,231,99,0.7,8.0,4.0,,
Tom Pecora,Fordham,A-10,,7,21,0.25,,,,,2010-11,7,21,0.25,,,,,,162,147,0.524,,,,
Randy Peele,Winthrop,Big South,,13,17,0.433,,,,,2007-08,65,62,0.512,2.0,,,,,111,131,0.459,3.0,,,
John Pelphrey,Arkansas,SEC,,18,13,0.581,,,,,2007-08,69,59,0.539,1.0,,,,,149,126,0.542,2.0,,,
Buzz Peterson,UNC Wilmington,CAA,,13,18,0.419,,,,,2010-11,13,18,0.419,,,,,,238,165,0.591,1.0,,,
Vann Pettaway,Alabama A&M,SWAC,,13,15,0.464,,,,,1998-99,172,196,0.467,1.0,,,,,172,196,0.467,1.0,,,
Mark Phelps,Drake,MVC,,13,18,0.419,,,,,2008-09,44,53,0.454,,,,,,44,53,0.454,,,,
Saul Phillips,North Dakota State,Summit,,14,15,0.483,,,,,2007-08,67,53,0.558,1.0,,,,,67,53,0.558,1.0,,,
Steve Pikiell,Stony Brook,AEC,,15,17,0.469,,,,,2005-06,73,108,0.403,,,,,,73,108,0.403,,,,
J.P. Piper,Nicholls State,Southland,,14,14,0.5,,,,,2004-05,78,126,0.382,,,,,,78,126,0.382,,,,
Rick Pitino,Louisville,Big East,,25,10,0.714,,14.0,Lost Second Round,,2001-02,245,96,0.718,8.0,3.0,1.0,,,599,224,0.728,16.0,9.0,5.0,1.0
Oliver Purnell,DePaul,Big East,,7,24,0.226,,,,,2010-11,7,24,0.226,,,,,,401,303,0.57,6.0,,,
Barclay Radebaugh,Charleston Southern,Big South,,16,16,0.5,,,,,2005-06,69,111,0.383,,,,,,69,111,0.383,,,,
Randy Rahe,Weber State,Big Sky,,18,14,0.562,,,,,2006-07,95,61,0.609,1.0,,,,,95,61,0.609,1.0,,,
Charles Ramsey,Eastern Michigan,MAC,,9,22,0.29,,,,,2005-06,68,118,0.366,,,,,,68,118,0.366,,,,
Brett Reed,Lehigh,Patriot,,16,15,0.516,,,,,2007-08,67,55,0.549,1.0,,,,,67,55,0.549,1.0,,,
Clifford Reed,Bethune-Cookman,MEAC,,21,13,0.618,,,,,2001-02,125,167,0.428,,,,,,125,167,0.428,,,,
Roger Reid,Southern Utah,Summit,,11,19,0.367,,,,,2007-08,40,80,0.333,,,,,,192,157,0.55,5.0,,,
Eric Reveno,Portland,WCC,,20,12,0.625,,,,,2006-07,78,81,0.491,,,,,,78,81,0.491,,,,
Jeff Reynolds,Air Force,MWC,,16,16,0.5,,,,,2007-08,52,72,0.419,,,,,,52,72,0.419,,,,
Leon Rice,Boise State,WAC,,22,13,0.629,,,,,2010-11,22,13,0.629,,,,,,22,13,0.629,,,,
Mike Rice Jr,Rutgers,Big East,,15,17,0.469,,,,,2010-11,15,17,0.469,,,,,,88,48,0.647,2.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,,7,24,0.226,,,,,2010-11,7,24,0.226,,,,,,157,141,0.527,,,,
Byron Rimm II,Prairie View,SWAC,,10,22,0.312,,,,,2006-07,59,96,0.381,,,,,,59,96,0.381,,,,
Craig Robinson,Oregon State,Pac-10,,11,20,0.355,,,,,2008-09,43,56,0.434,,,,,,73,84,0.465,,,,
Steve Roccaforte,Lamar,Southland,,13,17,0.433,,,,,2006-07,76,78,0.494,,,,,,76,78,0.494,,,,
Barry Rohrssen,Manhattan,MAAC,,6,25,0.194,,,,,2006-07,58,95,0.379,,,,,,58,95,0.379,,,,
Lorenzo Romar,Washington,Pac-10,,24,11,0.686,18.0,23.0,Lost Third Round,,2002-03,195,102,0.657,6.0,3.0,,,,288,190,0.603,7.0,3.0,,
Dave Rose,Brigham Young,MWC,,32,5,0.865,24.0,10.0,Lost Regional Semifinal,,2005-06,159,45,0.779,5.0,1.0,,,,159,45,0.779,5.0,1.0,,
Monte Ross,Delaware,CAA,,14,17,0.452,,,,,2006-07,53,103,0.34,,,,,,53,103,0.34,,,,
Kerry Rupp,Louisiana Tech,WAC,,12,20,0.375,,,,,2007-08,57,73,0.438,,,,,,66,77,0.462,1.0,,,
Bo Ryan,Wisconsin,Big Ten,,25,9,0.735,,16.0,Lost Regional Semifinal,,2001-02,242,91,0.727,10.0,4.0,,,,272,118,0.697,10.0,4.0,,
Doc Sadler,Nebraska,Big 12,,19,13,0.594,,,,,2006-07,89,71,0.556,,,,,,137,89,0.606,1.0,,,
Scott Sanderson,Lipscomb,A-Sun,,17,13,0.567,,,,,2002-03,136,133,0.506,,,,,,136,133,0.506,,,,
Mark Schmidt,St. Bonaventure,A-10,,16,15,0.516,,,,,2007-08,54,68,0.443,,,,,,136,158,0.463,,,,
Heath Schroyer,Wyoming,MWC,,9,16,0.36,,,,,2007-08,50,69,0.42,,,,,,85,116,0.423,,,,
Joe Scott,Denver,Sun Belt,,13,17,0.433,,,,,2007-08,58,65,0.472,,,,,,147,173,0.459,1.0,,,
Bill Self,Kansas,Big 12,,35,3,0.921,7.0,2.0,Lost Regional Final,,2003-04,237,46,0.837,8.0,5.0,1.0,1.0,,444,151,0.746,13.0,8.0,1.0,1.0
Herb Sendek,Arizona State,Pac-10,,12,19,0.387,,,,,2006-07,88,75,0.54,1.0,,,,,342,233,0.595,7.0,1.0,,
Tony Shaver,William & Mary,CAA,,10,22,0.312,,,,,2003-04,97,146,0.399,,,,,,97,146,0.399,,,,
Steve Shields,Little Rock,Sun Belt,,19,17,0.528,,,Lost First Round,,2003-04,132,112,0.541,1.0,,,,,132,112,0.541,1.0,,,
John Shulman,Chattanooga,Southern,,16,16,0.5,,,,,2004-05,121,106,0.533,2.0,,,,,121,106,0.533,2.0,,,
Dave Simmons,McNeese State,Southland,,21,12,0.636,,,,,2006-07,70,83,0.458,,,,,,70,83,0.458,,,,
Marty Simmons,Evansville,MVC,,16,16,0.5,,,,,2007-08,51,72,0.415,,,,,,51,72,0.415,,,,
Jerry Slocum,Youngstown State,Horizon,,9,21,0.3,,,,,2005-06,58,121,0.324,,,,,,58,121,0.324,,,,
Shaka Smart,Virginia Commonwealth,CAA,,28,12,0.7,,,Lost National Semifinal,,2009-10,55,21,0.724,1.0,1.0,1.0,,,55,21,0.724,1.0,1.0,1.0,
Kyle Smith,Columbia,Ivy,,15,13,0.536,,,,,2010-11,15,13,0.536,,,,,,15,13,0.536,,,,
Larry Smith,Alcorn State,SWAC,,4,24,0.143,,,,,2008-09,12,78,0.133,,,,,,12,78,0.133,,,,
Tubby Smith,Minnesota,Big Ten,,17,14,0.548,,,,,2007-08,80,53,0.602,2.0,,,,,467,198,0.702,16.0,9.0,1.0,1.0
Zach Spiker,Army,Patriot,,11,19,0.367,,,,,2009-10,25,34,0.424,,,,,,25,34,0.424,,,,
Rob Spivery,Southern,SWAC,,4,26,0.133,,,,,2005-06,58,127,0.314,1.0,,,,,187,263,0.416,3.0,,,
Kevin Stallings,Vanderbilt,SEC,,23,11,0.676,,25.0,Lost Second Round,,1999-00,236,148,0.615,5.0,2.0,,,,359,211,0.63,7.0,2.0,,
Rick Stansbury,Mississippi State,SEC,,17,14,0.548,,,,,1998-99,272,154,0.638,6.0,,,,,272,154,0.638,6.0,,,
Brad Stevens,Butler,Horizon,,28,10,0.737,17.0,,Lost National Final,,2007-08,117,25,0.824,4.0,2.0,2.0,,,117,25,0.824,4.0,2.0,2.0,
Gary Stewart,UC Davis,Big West,,10,20,0.333,,,,,2004-05,70,139,0.335,,,,,,70,139,0.335,,,,
Mike Sutton,Tennessee Tech,OVC,,20,13,0.606,,,,,2002-03,149,130,0.534,,,,,,149,130,0.534,,,,
Scott Sutton,Oral Roberts,Summit,,19,16,0.543,,,,,1999-00,223,155,0.59,3.0,,,,,223,155,0.59,3.0,,,
Billy Taylor,Ball State,MAC,,19,13,0.594,,,,,2007-08,54,69,0.439,,,,,,135,138,0.495,1.0,,,
Blaine Taylor,Old Dominion,CAA,,27,7,0.794,,,Lost Second Round,,2001-02,215,110,0.662,4.0,,,,,356,176,0.669,6.0,,,
Isiah Thomas III,Florida International,Sun Belt,,11,19,0.367,,,,,2009-10,18,44,0.29,,,,,,18,44,0.29,,,,
Bob Thomason,Pacific,Big West,,16,15,0.516,,,,,1988-89,403,290,0.582,4.0,,,,,403,290,0.582,4.0,,,
Brooks Thompson,UTSA,Southland,,20,14,0.588,,,Lost Second Round,,2006-07,78,77,0.503,1.0,,,,,78,77,0.503,1.0,,,
John Thompson III,Georgetown,Big East,,21,11,0.656,20.0,,Lost Second Round,,2004-05,160,73,0.687,5.0,2.0,1.0,,,228,115,0.665,7.0,2.0,1.0,
Jimmy Tillette,Samford,Southern,,12,19,0.387,,,,,1997-98,218,200,0.522,2.0,,,,,218,200,0.522,2.0,,,
Wayne Tinkle,Montana,Big Sky,,21,11,0.656,,,,,2006-07,91,64,0.587,1.0,,,,,91,64,0.587,1.0,,,
Andrew Toole,Robert Morris,NEC,,18,14,0.562,,,,,2010-11,18,14,0.562,,,,,,18,14,0.562,,,,
Mark Turgeon,Texas A&M,Big 12,,24,9,0.727,,24.0,Lost Second Round,,2007-08,97,40,0.708,4.0,,,,,250,159,0.611,5.0,1.0,,
Russ Turner,UC Irvine,Big West,,13,19,0.406,,,,,2010-11,13,19,0.406,,,,,,13,19,0.406,,,,
Donnie Tyndall,Morehead State,OVC,,25,10,0.714,,,Lost Third Round,,2006-07,96,70,0.578,2.0,,,,,96,70,0.578,2.0,,,
Don Verlin,Idaho,WAC,,18,14,0.562,,,,,2008-09,50,46,0.521,,,,,,50,46,0.521,,,,
Greg Vetrone,Fairleigh Dickinson,NEC,,5,24,0.172,,,,,2009-10,16,45,0.262,,,,,,16,45,0.262,,,,
Adam Walsh,Centenary (LA),Summit,,1,29,0.033,,,,,2010-11,1,29,0.033,,,,,,1,29,0.033,,,,
Rex Walters,San Francisco,WCC,,19,15,0.559,,,,,2008-09,42,52,0.447,,,,,,73,85,0.462,,,,
Brian Wardle,Green Bay,Horizon,,14,18,0.438,,,,,2010-11,14,18,0.438,,,,,,14,18,0.438,,,,
Cliff Warren,Jacksonville,A-Sun,,20,12,0.625,,,,,2005-06,92,92,0.5,,,,,,92,92,0.5,,,,
Robert Washington,Grambling,SWAC,,12,21,0.364,,,,,2009-10,19,42,0.311,,,,,,19,42,0.311,,,,
Gary Waters,Cleveland State,Horizon,,27,9,0.75,,,,,2006-07,100,71,0.585,1.0,,,,,271,206,0.568,3.0,,,
Derek Waugh,Stetson,A-Sun,,8,23,0.258,,,,,2000-01,125,196,0.389,,,,,,125,196,0.389,,,,
Bruce Weber,Illinois,Big Ten,,20,14,0.588,13.0,,Lost Third Round,,2003-04,193,86,0.692,6.0,2.0,1.0,,,296,140,0.679,8.0,3.0,1.0,
Jim Whitesell,Loyola (IL),Horizon,,16,15,0.516,,,,,2004-05,109,107,0.505,,,,,,109,107,0.505,,,,
Kevin Willard,Seton Hall,Big East,,13,18,0.419,,,,,2010-11,13,18,0.419,,,,,,58,67,0.464,,,,
Bob Williams,UC Santa Barbara,Big West,,18,14,0.562,,,Lost Second Round,,1998-99,217,170,0.561,3.0,,,,,217,170,0.561,3.0,,,
Buzz Williams,Marquette,Big East,,22,15,0.595,,,Lost Regional Semifinal,,2008-09,69,37,0.651,3.0,1.0,,,,83,54,0.606,3.0,1.0,,
Gary Williams,Maryland,ACC,,19,14,0.576,,,,,1989-90,461,252,0.647,14.0,7.0,2.0,1.0,,668,380,0.637,17.0,9.0,2.0,1.0
Roy Williams,North Carolina,ACC,,29,8,0.784,8.0,7.0,Lost Regional Final,,2003-04,225,62,0.784,7.0,5.0,3.0,2.0,,643,163,0.798,21.0,14.0,7.0,2.0
Corliss Williamson,Central Arkansas,Southland,,5,24,0.172,,,,,2010-11,5,24,0.172,,,,,,5,24,0.172,,,,
Reggie Witherspoon,Buffalo,MAC,,20,14,0.588,,,,,1999-00,164,197,0.454,,,,,,164,197,0.454,,,,
Doug Wojcik,Tulsa,CUSA,,19,13,0.594,,,,,2005-06,123,78,0.612,,,,,,123,78,0.612,,,,
Sean Woods,Mississippi Valley State,SWAC,,13,19,0.406,,,,,2008-09,29,67,0.302,,,,,,29,67,0.302,,,,
Ted Woodward,Maine,AEC,,15,15,0.5,,,,,2004-05,88,119,0.425,,,,,,88,119,0.425,,,,
Jim Wooldridge,UC Riverside,Big West,,12,19,0.387,,,,,2007-08,50,70,0.417,,,,,,231,259,0.471,1.0,,,
Jay Wright,Villanova,Big East,,21,12,0.636,6.0,,Lost Second Round,,2001-02,224,111,0.669,7.0,4.0,1.0,,,346,196,0.638,9.0,4.0,1.0,
Jim Yarbrough,Southeastern Louisiana,Southland,,15,14,0.517,,,,,2005-06,96,82,0.539,,,,,,96,82,0.539,,,,
Charlton Young,Georgia Southern,Southern,,5,27,0.156,,,,,2009-10,14,50,0.219,,,,,,14,50,0.219,,,,
Mike Young,Wofford,Southern,,21,13,0.618,,,Lost Second Round,,2002-03,137,139,0.496,2.0,,,,,137,139,0.496,2.0,,,
Ernie Zeigler,Central Michigan,MAC,,10,21,0.323,,,,,2006-07,64,90,0.416,,,,,,64,90,0.416,,,,
