Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
41,Centenary (LA),29,8,21,.276,-17.16,-5.08,,3,15,,5,9,,3,11,,2056,2320,,1175,799,1631,.490,188,501,.375,534,728,.734,336,1119,441,215,129,472,562
42,Central Arkansas,30,9,21,.300,,,,2,13,,2,8,,1,12,,1897,2009,,1205,727,1632,.445,174,495,.352,381,552,.690,322,1039,373,201,138,416,584
43,Central Connecticut State,30,12,18,.400,-14.68,-9.68,,9,9,,8,4,,3,13,,1834,1935,,1215,732,1614,.454,162,465,.348,309,461,.670,326,1024,350,205,114,431,525
44,Central Florida,32,15,17,.469,-0.03,2.19,,6,10,,9,6,,3,9,,2133,2184,,1295,750,1708,.439,212,607,.349,472,694,.680,375,1088,415,234,114,457,594
45,Central Michigan,30,15,15,.500,-3.58,-3.58,,9,7,,10,3,,5,11,,1937,1924,,1200,600,1410,.426,159,453,.351,565,774,.730,302,973,301,175,99,459,562
46,Charleston Southern,30,13,17,.433,-13.25,-8.12,,7,11,,11,3,,2,14,,2062,2030,,1220,730,1656,.441,178,524,.340,392,595,.659,348,1072,396,218,94,472,484
47,Charlotte,31,19,12,.613,3.96,3.00,,9,7,,10,5,,7,7,,2276,2205,,1250,785,1891,.415,212,690,.307,423,606,.698,399,1148,424,183,117,383,644
48,Chattanooga,33,15,18,.455,-8.56,-3.68,,6,12,,11,5,,2,11,,2305,2379,,1320,818,1938,.422,331,945,.350,412,616,.669,381,1201,478,268,113,485,621
49,Chicago State,32,9,23,.281,-21.80,-7.61,,4,8,,7,5,,0,17,,2010,2287,,1285,762,1657,.460,244,647,.377,519,774,.671,332,1134,459,234,113,509,622
50,Cincinnati,35,19,16,.543,9.98,8.45,,7,11,,13,5,,2,9,,2408,2327,,1420,807,1954,.413,230,676,.340,483,703,.687,368,1157,439,227,106,423,590
51,Clemson NCAA,32,21,11,.656,15.71,7.90,,9,7,,14,2,,5,6,,2350,2065,,1280,746,1768,.422,148,503,.294,425,626,.679,381,1112,384,263,100,551,587
52,Cleveland State,33,16,17,.485,0.57,2.12,,10,8,,13,5,,3,9,,2283,2254,,1320,750,1617,.464,193,489,.395,561,833,.673,352,1119,424,184,96,524,589
53,Coastal Carolina,35,28,7,.800,-0.78,-10.14,,15,3,,17,2,,9,4,,2584,2103,,1400,767,2008,.382,184,670,.275,385,576,.668,431,1179,323,220,89,507,660
54,Colgate,29,10,19,.345,-11.34,-6.52,,6,8,,7,6,,3,11,,1955,2069,,1180,718,1602,.448,204,571,.357,429,589,.728,280,957,424,202,92,369,532
55,College of Charleston,34,22,12,.647,-0.81,-2.46,,14,4,,12,1,,8,9,,2549,2493,,1365,939,2096,.448,192,566,.339,423,656,.645,505,1379,441,204,87,449,486
56,Colorado,31,15,16,.484,7.01,7.70,,6,10,,13,3,,1,10,,2313,2299,,1250,786,1702,.462,184,531,.347,543,780,.696,381,1116,413,208,112,469,644
57,Colorado State,32,16,16,.500,1.35,3.61,,7,9,,11,4,,3,11,,2120,2134,,1290,703,1627,.432,205,582,.352,523,770,.679,305,1029,386,220,120,465,666
58,Columbia,28,11,17,.393,-11.75,-6.04,,5,9,,7,6,,4,11,,1686,1828,,1120,618,1384,.447,179,504,.355,413,595,.694,255,916,331,187,95,407,498
59,Connecticut,34,18,16,.529,12.50,9.15,,7,11,,15,4,,2,9,,2380,2266,,1360,834,2118,.394,202,638,.317,396,563,.703,479,1208,425,265,140,421,688
60,Coppin State,30,8,22,.267,-14.89,-6.81,,3,13,,7,6,,1,15,,1833,2029,,1210,694,1638,.424,185,642,.288,456,684,.667,404,1163,393,206,115,441,487
61,Cornell NCAA,34,29,5,.853,8.76,-0.91,,13,1,,11,1,,13,3,,2596,2192,,1370,745,1777,.419,197,579,.340,467,658,.710,335,1042,391,217,97,463,561
62,Creighton,34,18,16,.529,3.59,3.15,,10,8,,15,2,,3,10,,2374,2320,,1370,795,1897,.419,224,664,.337,506,702,.721,370,1171,438,199,101,399,646
63,Dartmouth,28,5,23,.179,-18.46,-5.46,,1,13,,5,10,,0,13,,1513,1835,,1120,648,1452,.446,143,433,.330,396,553,.716,306,1020,337,176,102,377,423
64,Davidson,31,16,15,.516,-2.26,-1.26,,11,7,,10,4,,5,5,,2240,2200,,1260,748,1714,.436,204,550,.371,449,632,.710,289,1040,343,187,88,385,600
65,Dayton,37,25,12,.676,13.25,5.61,,8,8,,16,2,,6,7,,2599,2305,,1495,778,1981,.393,217,710,.306,532,810,.657,374,1218,412,227,117,520,702
66,Delaware,31,7,24,.226,-7.86,1.37,,3,15,,5,10,,2,13,,1965,2251,,1270,756,1679,.450,207,565,.366,532,754,.706,346,1105,407,199,103,362,578
67,Delaware State,29,17,12,.586,-9.08,-7.60,,11,5,,12,3,,4,8,,1697,1691,,1170,621,1300,.478,149,390,.382,300,465,.645,292,912,328,141,86,496,489
68,Denver,32,19,13,.594,-2.76,-4.89,,10,8,,15,1,,2,11,,2079,2012,,1280,645,1403,.460,132,348,.379,590,838,.704,279,953,257,167,84,410,612
69,DePaul,31,8,23,.258,1.61,7.58,,1,17,,6,9,,0,11,,1891,2073,,1260,724,1669,.434,180,520,.346,445,661,.673,397,1205,430,164,109,400,492
70,Detroit Mercy,34,20,14,.588,1.35,-1.59,,9,9,,11,5,,6,8,,2360,2234,,1370,775,1874,.414,207,654,.317,477,668,.714,361,1090,388,241,82,520,681
71,Drake,33,14,19,.424,0.54,3.34,,7,11,,8,8,,4,8,,2197,2259,,1325,813,1769,.460,246,674,.365,387,561,.690,338,1158,453,165,87,409,601
72,Drexel,32,16,16,.500,-0.03,0.19,,11,7,,10,4,,6,11,,2044,2051,,1285,686,1676,.409,136,420,.324,543,775,.701,367,1151,352,188,161,414,581
73,Duke NCAA,40,35,5,.875,25.21,9.21,,13,3,,17,0,,5,5,,3079,2441,,1600,884,2204,.401,158,559,.283,515,750,.687,468,1310,433,210,155,569,784
74,Duquesne,32,16,16,.500,0.79,1.95,,7,9,,11,3,,3,12,,2251,2284,,1325,800,1920,.417,234,673,.348,450,674,.668,466,1321,460,209,140,527,637
75,East Carolina,31,10,21,.323,-5.91,4.42,,4,12,,5,9,,4,8,,2082,2323,,1245,816,1853,.440,232,622,.373,459,652,.704,380,1056,483,281,121,361,587
76,East Tennessee State NCAA,35,20,15,.571,-0.83,-1.47,,13,7,,9,5,,9,9,,2424,2362,,1405,801,1917,.418,260,782,.332,500,756,.661,425,1250,463,257,131,582,672
77,Eastern Illinois,31,19,12,.613,-5.00,-5.00,,11,7,,12,4,,7,7,,2112,2023,,1260,690,1706,.404,237,672,.353,406,576,.705,360,1002,413,212,129,407,525
78,Eastern Kentucky,33,20,13,.606,-2.07,-5.16,,11,7,,15,3,,4,10,,2351,2208,,1320,786,1689,.465,237,596,.398,399,566,.705,335,1099,485,157,98,450,492
79,Eastern Michigan,32,17,15,.531,-3.46,-3.59,,8,8,,11,4,,5,9,,2124,2096,,1290,743,1707,.435,186,537,.346,424,641,.661,322,1081,410,206,109,455,675
80,Eastern Washington,30,9,21,.300,-11.91,-1.91,,5,11,,7,6,,2,13,,2065,2288,,1210,776,1654,.469,195,492,.396,541,759,.713,278,1084,383,228,137,423,557
81,Elon,32,9,23,.281,-10.40,-3.04,,5,13,,4,7,,4,12,,2141,2335,,1290,846,1842,.459,211,596,.354,432,649,.666,378,1233,441,193,130,453,614
82,Evansville,30,9,21,.300,-4.61,1.82,,3,15,,7,9,,2,11,,1944,2068,,1215,687,1567,.438,197,571,.345,497,690,.720,284,976,379,202,133,396,603
83,Fairfield,34,23,11,.676,0.40,-3.33,,13,5,,12,2,,9,9,,2414,2287,,1380,808,1900,.425,220,595,.370,451,652,.692,417,1209,391,225,126,506,603
84,Fairleigh Dickinson,32,11,21,.344,-15.56,-6.42,,10,8,,7,7,,4,12,,2027,2279,,1285,798,1871,.427,240,650,.369,443,683,.649,396,1182,471,225,98,391,637
85,Florida NCAA,34,21,13,.618,11.89,7.16,,9,7,,13,4,,5,5,,2455,2258,,1375,841,1952,.431,209,643,.325,367,540,.680,396,1170,439,227,135,465,584
86,Florida A&M,31,9,22,.290,-18.80,-6.41,,5,11,,6,6,,3,13,,1965,2270,,1245,807,1791,.451,191,571,.335,465,673,.691,418,1184,426,234,81,427,565
87,Florida Atlantic,30,14,16,.467,-4.48,-3.30,,10,8,,9,4,,5,10,,2202,2205,,1225,766,1685,.455,165,406,.406,508,759,.669,364,1154,380,156,125,433,592
88,Florida Gulf Coast,29,8,21,.276,,,,4,14,,5,7,,1,13,,1875,2082,,1165,690,1551,.445,231,642,.360,471,743,.634,378,1026,450,230,92,470,558
89,Florida International,32,7,25,.219,-12.81,-2.74,,4,14,,4,9,,3,15,,2176,2469,,1290,868,1785,.486,255,662,.385,478,678,.705,358,1192,512,237,133,471,586
90,Florida State NCAA,32,22,10,.688,14.64,6.79,,10,6,,13,3,,6,5,,2183,1932,,1285,660,1751,.377,203,618,.328,409,609,.672,385,1044,312,254,78,513,595
91,Fordham,28,2,26,.071,-13.18,2.08,,0,16,,2,10,,0,15,,1793,2220,,1120,786,1729,.455,175,515,.340,473,683,.693,362,1145,433,237,109,344,502
92,Fresno State,33,15,18,.455,0.14,1.31,,7,9,,12,6,,3,11,,2188,2207,,1320,771,1810,.426,247,664,.372,418,618,.676,371,1156,451,219,110,467,598
93,Furman,30,13,17,.433,-7.01,-4.83,,7,11,,8,6,,4,9,,2052,2059,,1205,720,1698,.424,155,463,.335,464,711,.653,356,1067,378,200,95,376,605
94,Gardner-Webb,29,8,21,.276,-20.32,-5.61,,5,13,,5,10,,3,11,,2005,2257,,1175,806,1737,.464,189,538,.351,456,697,.654,376,1136,456,262,106,459,487
95,George Mason,32,17,15,.531,-0.44,0.06,,12,6,,11,5,,5,8,,2145,2161,,1290,775,1817,.427,189,556,.340,422,617,.684,401,1148,424,221,115,421,608
96,George Washington,31,16,15,.516,3.12,0.96,,6,10,,8,7,,7,8,,2180,2113,,1250,700,1691,.414,234,668,.350,479,723,.663,341,1066,429,195,133,470,611
97,Georgetown NCAA,34,23,11,.676,17.03,9.56,,10,8,,12,4,,6,5,,2500,2246,,1360,788,1890,.417,216,646,.334,454,632,.718,380,1053,447,246,132,445,627
98,Georgia,31,14,17,.452,7.33,8.04,,5,11,,12,4,,0,12,,2128,2150,,1245,768,1782,.431,190,568,.335,424,576,.736,356,980,355,255,141,369,546
99,Georgia Southern,32,9,23,.281,-12.57,-1.67,,6,12,,8,6,,1,16,,2260,2529,,1290,903,1762,.512,206,520,.396,517,791,.654,392,1195,484,199,108,573,602
100,Georgia State,32,12,20,.375,-3.74,-1.48,,5,13,,9,5,,1,12,,1993,2039,,1295,692,1630,.425,173,534,.324,482,681,.708,376,1070,399,228,110,458,514
101,Georgia Tech NCAA,36,23,13,.639,14.11,9.02,,7,9,,14,2,,3,8,,2621,2365,,1445,818,2129,.384,240,762,.315,489,734,.666,482,1259,472,284,113,547,687
102,Gonzaga NCAA,34,27,7,.794,12.11,3.83,,12,2,,14,1,,6,3,,2614,2291,,1375,818,2006,.408,216,655,.330,439,677,.648,377,1134,416,224,98,442,724
103,Grambling,28,7,21,.250,-23.05,-12.75,,4,14,,4,7,,2,13,,1784,2048,,1135,686,1515,.453,140,422,.332,536,832,.644,358,1097,369,240,104,443,521
104,Green Bay,35,22,13,.629,0.33,0.75,,11,7,,11,4,,9,7,,2397,2341,,1420,833,1887,.441,207,606,.342,468,675,.693,404,1179,407,215,120,478,673
105,Hampton,32,14,18,.438,-6.75,-8.36,,8,8,,6,6,,6,9,,2102,2050,,1280,723,1755,.412,170,553,.307,434,689,.630,427,1156,363,191,81,516,594
106,Hartford,30,8,22,.267,-13.77,-6.04,,6,10,,5,8,,3,13,,1868,2100,,1205,676,1524,.444,226,585,.386,522,755,.691,333,1136,366,142,102,406,467
107,Harvard,29,21,8,.724,1.59,-3.91,,10,4,,11,2,,10,6,,2145,1928,,1180,656,1565,.419,166,485,.342,450,635,.709,308,906,354,187,108,431,577
108,Hawaii,30,10,20,.333,-4.91,0.33,,3,13,,10,11,,0,9,,2044,2187,,1200,774,1712,.452,196,571,.343,443,635,.698,336,971,394,190,84,330,616
109,High Point,30,15,15,.500,-14.63,-9.30,,10,8,,12,1,,3,14,,2169,2203,,1205,744,1643,.453,162,434,.373,553,793,.697,356,1088,374,223,135,470,553
110,Hofstra,34,19,15,.559,1.65,-0.02,,10,8,,11,6,,6,7,,2406,2320,,1375,745,1879,.396,160,550,.291,640,929,.689,407,1249,415,243,178,461,597
111,Holy Cross,31,9,22,.290,-8.03,-5.57,,5,9,,5,7,,3,14,,2147,2223,,1250,796,1817,.438,218,617,.353,413,594,.695,352,1008,480,222,118,340,591
112,Houston NCAA,35,19,16,.543,6.74,3.48,,7,9,,10,5,,4,9,,2751,2624,,1410,929,2016,.461,197,594,.332,569,797,.714,469,1480,470,158,119,585,644
113,Houston Christian,33,12,21,.364,,,,7,1,,5,7,,3,11,,2347,2604,,1330,903,2031,.445,244,653,.374,554,812,.682,420,1228,508,270,111,481,692
114,Howard,32,7,25,.219,-19.49,-7.27,,6,10,,4,5,,2,15,,1868,2251,,1290,840,1800,.467,169,507,.333,402,597,.673,360,1180,409,227,122,389,597
115,Idaho,31,15,16,.484,-0.19,0.48,,6,10,,8,6,,6,10,,2206,2188,,1245,792,1783,.444,203,577,.352,401,574,.699,339,1036,367,227,100,398,584
116,Idaho State,29,7,22,.241,-10.29,0.13,,4,12,,6,6,,1,16,,1927,2176,,1185,743,1592,.467,232,622,.373,458,648,.707,337,930,461,204,109,321,489
117,Illinois,36,21,15,.583,11.58,9.58,,10,8,,13,5,,7,4,,2547,2406,,1460,838,2094,.400,267,831,.321,463,665,.696,407,1240,461,221,61,433,606
118,Illinois State,33,22,11,.667,5.73,1.16,,11,7,,15,2,,6,8,,2283,2115,,1325,742,1753,.423,225,657,.342,406,550,.738,306,1037,379,194,99,446,617
119,Illinois-Chicago,30,8,22,.267,-7.58,0.94,,3,15,,7,7,,1,15,,1876,2110,,1200,719,1634,.440,203,584,.348,469,667,.703,361,1174,427,175,100,433,540
120,Indiana,31,10,21,.323,0.76,9.37,,4,14,,8,9,,1,8,,2053,2215,,1250,768,1730,.444,186,564,.330,493,712,.692,387,1102,441,220,161,435,628
121,Indiana State,32,17,15,.531,1.11,2.40,,9,9,,11,3,,5,10,,2113,2123,,1300,741,1786,.415,203,606,.335,438,657,.667,385,1146,381,187,74,367,567
122,Iona,31,21,10,.677,2.31,-1.85,,12,6,,11,3,,8,4,,2050,1921,,1245,629,1575,.399,163,500,.326,500,745,.671,352,1113,323,224,145,504,558
123,Iowa,32,10,22,.313,2.12,8.09,,4,14,,9,9,,1,10,,1937,2112,,1285,778,1696,.459,196,574,.341,360,505,.713,293,1019,439,214,109,349,524
124,Iowa State,32,15,17,.469,9.60,8.37,,4,12,,11,7,,3,7,,2250,2174,,1260,801,1916,.418,206,612,.337,366,509,.719,373,1128,385,231,95,394,573
125,IUPUI,36,25,11,.694,1.63,-4.08,,15,3,,11,3,,10,5,,2681,2420,,1465,875,2033,.430,257,730,.352,413,604,.684,414,1128,492,231,107,523,666
126,Jackson State,32,19,13,.594,-13.21,-10.66,,17,1,,9,3,,9,8,,2028,2089,,1290,690,1715,.402,183,570,.321,526,807,.652,365,1132,340,232,123,427,638
127,Jacksonville,33,20,13,.606,-1.71,-2.30,,14,6,,8,3,,10,10,,2304,2228,,1320,749,1735,.432,183,538,.340,547,795,.688,362,1123,389,216,110,538,652
128,Jacksonville State,30,11,19,.367,-8.18,-4.22,,7,11,,10,7,,1,12,,2088,2144,,1205,746,1690,.441,192,514,.374,460,671,.686,358,1063,417,217,90,403,549
129,James Madison,33,13,20,.394,-4.96,-1.52,,4,14,,9,5,,2,13,,2210,2307,,1320,839,1981,.424,200,592,.338,429,617,.695,430,1189,460,254,84,399,576
130,Kansas NCAA,36,33,3,.917,24.68,8.25,,15,1,,18,0,,9,2,,2937,2312,,1450,811,2142,.379,229,691,.331,461,672,.686,460,1211,447,234,133,502,719
131,Kansas City,30,12,18,.400,-13.88,-4.75,,6,12,,7,7,,5,10,,2002,2106,,1200,713,1486,.480,159,436,.365,521,725,.719,254,984,373,175,130,432,579
132,Kansas State NCAA,37,29,8,.784,19.88,10.28,,11,5,,13,3,,7,2,,2949,2584,,1500,853,2037,.419,209,615,.340,669,955,.701,451,1277,440,256,124,624,894
133,Kennesaw State,33,13,20,.394,-10.08,-3.69,,7,13,,8,6,,3,12,,2182,2314,,1330,864,1928,.448,217,622,.349,369,564,.654,453,1236,504,242,90,471,524
134,Kent State,34,24,10,.706,5.28,0.74,,13,3,,14,2,,9,6,,2382,2213,,1370,771,1799,.429,197,617,.319,474,671,.706,348,1181,436,194,117,523,651
135,Kentucky NCAA,38,35,3,.921,21.13,6.82,,14,2,,18,0,,7,2,,3012,2468,,1535,875,2314,.378,245,783,.313,473,688,.688,488,1277,418,261,119,531,795
136,La Salle,30,12,18,.400,-0.28,2.46,,4,12,,6,7,,4,8,,2111,2193,,1200,787,1803,.436,208,604,.344,411,604,.680,374,1034,470,244,114,352,540
137,Lafayette,32,19,13,.594,-7.96,-8.99,,8,6,,13,3,,6,10,,2320,2287,,1285,842,1846,.456,247,639,.387,356,529,.673,391,1134,434,189,74,468,607
138,Lamar,32,14,18,.438,-11.11,-4.22,,5,11,,13,5,,1,13,,2200,2288,,1285,822,1853,.444,194,558,.348,450,669,.673,360,1089,479,265,125,442,695
139,Lehigh NCAA,33,22,11,.667,-3.33,-7.79,,10,4,,15,2,,7,8,,2478,2331,,1330,834,1954,.427,236,681,.347,427,603,.708,360,1159,478,219,113,451,676
140,Liberty,31,15,16,.484,-13.22,-7.25,,10,8,,8,6,,5,9,,2093,2114,,1240,766,1806,.424,215,686,.313,367,580,.633,367,1081,469,227,86,418,610
141,Lipscomb,30,17,13,.567,-2.07,-3.07,,14,6,,9,5,,8,7,,2373,2255,,1210,836,1791,.467,236,625,.378,347,552,.629,336,1020,452,194,103,415,584
142,Little Rock,30,8,22,.267,-10.06,-2.23,,4,14,,8,6,,0,14,,2028,2194,,1210,751,1703,.441,229,648,.353,463,663,.698,338,1061,453,157,102,359,593
143,Long Beach State,33,17,16,.515,-0.42,1.55,,8,8,,8,3,,6,10,,2344,2347,,1335,858,1939,.442,197,623,.316,434,628,.691,404,1238,446,197,105,508,624
144,Long Island University,31,14,17,.452,-11.56,-8.25,,11,7,,10,3,,4,13,,2162,2225,,1265,807,1861,.434,221,624,.354,390,586,.666,371,1152,453,207,140,395,624
145,Longwood,31,12,19,.387,-14.69,-3.74,,,,,9,3,,3,14,,2297,2437,,1240,854,1781,.480,169,461,.367,560,818,.685,360,1186,423,224,136,504,512
146,Louisiana,30,13,17,.433,-4.74,-4.74,,10,8,,10,4,,3,12,,2043,2025,,1200,670,1566,.428,166,476,.349,519,739,.702,352,1042,319,143,62,445,566
147,Louisiana State,31,11,20,.355,0.97,5.93,,2,14,,11,7,,0,9,,1905,2059,,1245,722,1678,.430,204,589,.346,411,618,.665,362,1084,329,215,126,383,534
148,Louisiana Tech,35,24,11,.686,2.89,-0.40,,9,7,,12,2,,9,8,,2557,2442,,1410,900,2062,.436,235,664,.354,407,586,.695,398,1210,442,233,101,475,664
149,Louisiana-Monroe,31,12,19,.387,-10.75,-5.30,,6,12,,8,6,,3,12,,2108,2224,,1240,772,1664,.464,207,548,.378,473,676,.700,326,987,439,216,108,443,644
150,Louisville NCAA,33,20,13,.606,14.08,7.99,,11,7,,15,4,,4,7,,2505,2304,,1335,786,1833,.429,205,590,.347,527,751,.702,432,1156,444,217,70,505,645
151,Loyola (IL),30,14,16,.467,-4.85,0.56,,5,13,,9,6,,5,10,,1945,2017,,1205,723,1675,.432,203,583,.348,368,522,.705,330,995,412,199,94,342,559
152,Loyola (MD),30,13,17,.433,-5.23,-4.09,,6,12,,6,7,,7,9,,1949,1983,,1205,649,1634,.397,153,458,.334,532,748,.711,387,1052,331,214,117,394,575
153,Loyola Marymount,34,18,16,.529,-1.47,1.32,,7,7,,9,6,,6,8,,2578,2581,,1370,878,1995,.440,230,593,.388,595,813,.732,431,1230,461,214,117,466,672
