Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Bobby Collins,Maryland-Eastern Shore,MEAC,,7,25,0.219,,,,,2014-15,49,82,0.374,,,,,,151,220,0.407,1.0,,,
Chris Collins,Northwestern,Big Ten,,15,17,0.469,19.0,,,,2013-14,88,77,0.533,1.0,,,,,88,77,0.533,1.0,,,
Ed Cooley,Providence,Big East,,21,14,0.6,,,Lost First Round,,2011-12,144,94,0.605,5.0,,,,,236,163,0.591,5.0,,,
Ron Cottrell,Houston Christian,Southland,,6,25,0.194,,,,,2008-09,104,206,0.335,,,,,,104,206,0.335,,,,
Tim Craft,Gardner-Webb,Big South,,14,18,0.438,,,,,2013-14,88,78,0.53,,,,,,88,78,0.53,,,,
Mick Cronin,Cincinnati,AAC,,31,5,0.861,12.0,6.0,Lost Second Round,,2006-07,268,140,0.657,8.0,1.0,,,,337,164,0.673,10.0,1.0,,
Scott Cross,UT Arlington,Sun Belt,,21,13,0.618,,,,,2006-07,225,161,0.583,1.0,,,,,225,161,0.583,1.0,,,
Phil Cunningham,Troy,Sun Belt,,16,17,0.485,,,,,2013-14,68,93,0.422,1.0,,,,,68,93,0.422,1.0,,,
Michael Curry,Florida Atlantic,CUSA,,12,19,0.387,,,,,2014-15,39,84,0.317,,,,,,39,84,0.317,,,,
Dennis Cutts,UC Riverside,Big West,,5,9,0.357,,,,,2013-14,51,87,0.37,,,,,,51,87,0.37,,,,
Dan D'Antoni II,Marshall,CUSA,,25,11,0.694,,,Lost Second Round,,2014-15,73,63,0.537,1.0,,,,,73,63,0.537,1.0,,,
Keith Dambrot,Duquesne,A-10,,16,16,0.5,,,,,2017-18,16,16,0.5,,,,,,341,189,0.643,3.0,,,
Linc Darner,Green Bay,Horizon,,13,20,0.394,,,,,2015-16,54,47,0.535,1.0,,,,,54,47,0.535,1.0,,,
Keno Davis,Central Michigan,MAC,,21,15,0.583,,,,,2012-13,98,97,0.503,,,,,,172,152,0.531,1.0,,,
Kermit Davis Jr,Middle Tennessee,CUSA,,25,8,0.758,,,,,2002-03,332,188,0.638,3.0,,,,,403,238,0.629,5.0,,,
Mike Davis,Texas Southern,SWAC,,16,20,0.444,,,Lost First Round,,2012-13,115,89,0.564,4.0,,,,,352,241,0.594,9.0,1.0,1.0,
Nathan Davis,Bucknell,Patriot,,25,10,0.714,,,Lost First Round,,2015-16,68,33,0.673,2.0,,,,,68,33,0.673,2.0,,,
Johnny Dawkins Jr,Central Florida,AAC,,19,13,0.594,,,,,2016-17,43,25,0.632,,,,,,199,140,0.587,1.0,1.0,,
Ed DeChellis,Navy,Patriot,,20,12,0.625,,,,,2011-12,88,131,0.402,,,,,,307,362,0.459,2.0,,,
Travis DeCuire,Montana,Big Sky,,26,8,0.765,,,Lost First Round,,2014-15,83,49,0.629,1.0,,,,,83,49,0.629,1.0,,,
Tommy Dempsey,Binghamton,AEC,,11,20,0.355,,,,,2012-13,47,138,0.254,,,,,,166,243,0.406,,,,
Tracy Dildy,Chicago State,WAC,,3,29,0.094,,,,,2010-11,55,200,0.216,,,,,,55,200,0.216,,,,
Jamie Dixon,TCU,Big 12,,21,12,0.636,,,Lost First Round,,2016-17,45,27,0.625,1.0,,,,,373,150,0.713,12.0,3.0,,
Juan Dixon,Coppin State,MEAC,,5,27,0.156,,,,,2017-18,5,27,0.156,,,,,,5,27,0.156,,,,
Steve Donahue,Pennsylvania,Ivy,,24,9,0.727,,,Lost First Round,,2015-16,48,41,0.539,1.0,,,,,248,255,0.493,4.0,1.0,,
Joe Dooley,Florida Gulf Coast,A-Sun,,23,12,0.657,,,,,2013-14,114,58,0.663,2.0,,,,,171,110,0.609,2.0,,,
Bryce Drew,Vanderbilt,SEC,,12,20,0.375,,,,,2016-17,31,36,0.463,1.0,,,,,155,85,0.646,3.0,,,
Scott Drew,Baylor,Big 12,,19,15,0.559,24.0,,,,2003-04,298,195,0.604,7.0,4.0,,,,318,206,0.607,7.0,4.0,,
Matthew Driscoll,North Florida,A-Sun,,14,19,0.424,,,,,2009-10,147,150,0.495,1.0,,,,,147,150,0.495,1.0,,,
Mike Dunlap,Loyola Marymount,WCC,,11,20,0.355,,,,,2014-15,48,75,0.39,,,,,,48,75,0.39,,,,
Baker Dunleavy,Quinnipiac,MAAC,,12,21,0.364,,,,,2017-18,12,21,0.364,,,,,,12,21,0.364,,,,
Mike Dunleavy Sr,Tulane,AAC,,14,17,0.452,,,,,2016-17,20,42,0.323,,,,,,20,42,0.323,,,,
John Dunne,Saint Peter's,MAAC,,14,18,0.438,,,,,2006-07,153,225,0.405,1.0,,,,,153,225,0.405,1.0,,,
Fran Dunphy,Temple,AAC,,17,16,0.515,,,,,2006-07,247,152,0.619,7.0,,,,,557,315,0.639,16.0,,,
Pat Duquette,Massachusetts-Lowell,AEC,,12,18,0.4,,,,,2013-14,56,91,0.381,,,,,,56,91,0.381,,,,
Tim Duryea,Utah State,MWC,,17,17,0.5,,,,,2015-16,47,49,0.49,,,,,,47,49,0.49,,,,
Brian Dutcher,San Diego State,MWC,,22,11,0.667,,,Lost First Round,,2017-18,22,11,0.667,1.0,,,,,22,11,0.667,1.0,,,
Brian Earl,Cornell,Ivy,,12,16,0.429,,,,,2016-17,20,37,0.351,,,,,,20,37,0.351,,,,
Dan Earl,VMI,Southern,,9,21,0.3,,,,,2015-16,24,66,0.267,,,,,,24,66,0.267,,,,
Allen Edwards,Wyoming,MWC,,20,13,0.606,,,,,2016-17,43,28,0.606,,,,,,43,28,0.606,,,,
Rob Ehsan,UAB,CUSA,,20,13,0.606,,,,,2016-17,37,29,0.561,,,,,,37,29,0.561,,,,
Cliff Ellis,Coastal Carolina,Sun Belt,,14,18,0.438,,,,,2007-08,213,147,0.592,2.0,,,,,749,485,0.607,10.0,3.0,,
Andy Enfield,Southern California,Pac-12,,24,12,0.667,10.0,,,,2013-14,94,76,0.553,2.0,,,,,135,104,0.565,3.0,1.0,,
Jim Engles,Columbia,Ivy,,8,19,0.296,,,,,2016-17,19,35,0.352,,,,,,130,174,0.428,,,,
Larry Eustachy,Colorado State,MWC,,10,14,0.417,,,,,2012-13,121,74,0.621,1.0,,,,,523,332,0.612,5.0,1.0,,
Anthony Evans,Florida International,CUSA,,14,18,0.438,,,,,2013-14,65,94,0.409,,,,,,164,188,0.466,1.0,,,
Bill Evans,Idaho State,Big Sky,,14,16,0.467,,,,,2012-13,59,122,0.326,,,,,,267,345,0.436,1.0,,,
Patrick Ewing,Georgetown,Big East,,15,15,0.5,,,,,2017-18,15,15,0.5,,,,,,15,15,0.5,,,,
Houston Fancher,Charlotte,CUSA,,3,17,0.15,,,,,2017-18,3,17,0.15,,,,,,140,153,0.478,,,,
Dennis Felton,Cleveland State,Horizon,,12,23,0.343,,,,,2017-18,12,23,0.343,,,,,,196,168,0.538,4.0,,,
Mark Few,Gonzaga,WCC,,32,5,0.865,18.0,8.0,Lost Regional Semifinal,,1999-00,535,118,0.819,19.0,8.0,1.0,,,535,118,0.819,19.0,8.0,1.0,
Matt Figger,Austin Peay,OVC,,19,15,0.559,,,,,2017-18,19,15,0.559,,,,,,19,15,0.559,,,,
Brian Fish,Montana State,Big Sky,,13,19,0.406,,,,,2014-15,50,75,0.4,,,,,,50,75,0.4,,,,
Wes Flanigan,Little Rock,Sun Belt,,7,25,0.219,,,,,2016-17,22,42,0.344,,,,,,22,42,0.344,,,,
Tim Floyd *,UTEP,CUSA,,1,5,0.167,,,,,2010-11,138,99,0.582,,,,,,465,280,0.624,8.0,2.0,,
Steve Forbes,East Tennessee State,Southern,,25,9,0.735,,,,,2015-16,76,29,0.724,1.0,,,,,76,29,0.724,1.0,,,
Dana Ford,Tennessee State,OVC,,15,15,0.5,,,,,2014-15,57,65,0.467,,,,,,57,65,0.467,,,,
Travis Ford,Saint Louis,A-10,,17,16,0.515,,,,,2016-17,29,37,0.439,,,,,,307,263,0.539,6.0,,,
Jim Fox,Appalachian State,Sun Belt,,15,18,0.455,,,,,2014-15,45,78,0.366,,,,,,45,78,0.366,,,,
Mark Fox,Georgia,SEC,,18,15,0.545,,,,,2009-10,163,133,0.551,2.0,,,,,286,176,0.619,5.0,,,
John Gallagher,Hartford,AEC,,19,14,0.576,,,,,2010-11,106,148,0.417,,,,,,106,148,0.417,,,,
Eran Ganot,Hawaii,Big West,,17,13,0.567,,,,,2015-16,59,35,0.628,1.0,,,,,62,37,0.626,1.0,,,
Greg Gard,Wisconsin,Big Ten,,15,18,0.455,,,,,2015-16,57,36,0.613,2.0,2.0,,,,57,36,0.613,2.0,2.0,,
Jason Gardner,IUPUI,Horizon,,11,19,0.367,,,,,2014-15,48,77,0.384,,,,,,48,77,0.384,,,,
Murray Garvin,South Carolina State,MEAC,,10,22,0.312,,,,,2012-13,62,107,0.367,,,,,,62,107,0.367,,,,
Jayson Gee,Longwood,Big South,,7,26,0.212,,,,,2013-14,42,120,0.259,,,,,,42,120,0.259,,,,
John Giannini,La Salle,A-10,,13,19,0.406,,,,,2004-05,212,226,0.484,1.0,1.0,,,,337,337,0.5,1.0,1.0,,
Joe Golding,Abilene Christian,Southland,,16,16,0.5,,,,,2013-14,63,91,0.409,,,,,,63,91,0.409,,,,
Anthony Grant,Dayton,A-10,,14,17,0.452,,,,,2017-18,14,17,0.452,,,,,,207,127,0.62,3.0,,,
Earl Grant,College of Charleston,CAA,,26,8,0.765,,,Lost First Round,,2014-15,77,56,0.579,1.0,,,,,77,56,0.579,1.0,,,
Matthew Graves,South Alabama,Sun Belt,,14,18,0.438,,,,,2013-14,65,96,0.404,,,,,,65,96,0.404,,,,
Brian Gregory,South Florida,AAC,,10,22,0.312,,,,,2017-18,10,22,0.312,,,,,,258,202,0.561,2.0,,,
John Groce,Akron,MAC,,14,18,0.438,,,,,2017-18,14,18,0.438,,,,,,194,149,0.566,3.0,1.0,,
Jerod Haase,Stanford,Pac-12,,19,16,0.543,,,,,2016-17,33,33,0.5,,,,,,113,86,0.568,1.0,,,
Frank Haith,Tulsa,AAC,,19,12,0.613,,,,,2014-15,77,52,0.597,1.0,,,,,282,181,0.609,4.0,,,
Leonard Hamilton *,Florida State,ACC,,23,12,0.657,,,Lost Regional Final,,2002-03,327,208,0.611,6.0,2.0,,,,527,418,0.558,9.0,3.0,,
Derrin Hansen,Omaha,Summit,,9,22,0.29,,,,,2012-13,85,102,0.455,,,,,,85,102,0.455,,,,
Ray Harper,Jacksonville State,OVC,,23,13,0.639,,,,,2016-17,43,28,0.606,1.0,,,,,132,92,0.589,3.0,,,
Jon Harris,SIU Edwardsville,OVC,,9,21,0.3,,,,,2015-16,21,67,0.239,,,,,,21,67,0.239,,,,
Steve Hawkins,Western Michigan,MAC,,17,15,0.531,,,,,2003-04,270,219,0.552,2.0,,,,,270,219,0.552,2.0,,,
Jim Hayford,Seattle,WAC,,20,14,0.588,,,,,2017-18,20,14,0.588,,,,,,126,105,0.545,1.0,,,
Mitch Henderson,Princeton,Ivy,,13,16,0.448,,,,,2011-12,132,76,0.635,1.0,,,,,132,76,0.635,1.0,,,
Steve Henson,UTSA,CUSA,,20,15,0.571,,,,,2016-17,34,34,0.5,,,,,,34,34,0.5,,,,
Greg Herenda,Fairleigh Dickinson,NEC,,13,18,0.419,,,,,2013-14,60,94,0.39,1.0,,,,,60,94,0.39,1.0,,,
Jase Herl,Colorado State,MWC,,1,5,0.167,,,,,2017-18,1,5,0.167,,,,,,1,5,0.167,,,,
Bill Herrion,New Hampshire,AEC,,10,21,0.323,,,,,2005-06,167,227,0.424,,,,,,404,396,0.505,3.0,,,
Lew Hill,Texas-Rio Grande Valley,WAC,,15,18,0.455,,,,,2016-17,25,40,0.385,,,,,,25,40,0.385,,,,
Barry Hinson,Southern Illinois,MVC,,20,13,0.606,,,,,2012-13,99,96,0.508,,,,,,304,236,0.563,,,,
Bob Hoffman,Mercer,Southern,,19,15,0.559,,,,,2008-09,198,145,0.577,1.0,,,,,266,222,0.545,1.0,,,
Chris Holtmann,Ohio State,Big Ten,,25,9,0.735,,17.0,Lost Second Round,,2017-18,25,9,0.735,1.0,,,,,139,94,0.597,4.0,1.0,,
Jason Hooten,Sam Houston,Southland,,21,15,0.583,,,,,2010-11,158,113,0.583,,,,,,158,113,0.583,,,,
Mike Hopkins,Washington,Pac-12,,21,13,0.618,,,,,2017-18,21,13,0.618,,,,,,25,18,0.581,,,,
Ben Howland,Mississippi State,SEC,,25,12,0.676,,,,,2015-16,55,45,0.55,,,,,,454,253,0.642,10.0,5.0,3.0,
Michael Huger,Bowling Green State,MAC,,16,16,0.5,,,,,2015-16,45,53,0.459,,,,,,45,53,0.459,,,,
Bob Huggins,West Virginia,Big 12,,26,11,0.703,11.0,15.0,Lost Regional Semifinal,,2007-08,255,130,0.662,9.0,5.0,1.0,,,773,316,0.71,24.0,9.0,2.0,
Larry Hunter,Western Carolina,Southern,,13,19,0.406,,,,,2005-06,193,229,0.457,,,,,,397,377,0.513,1.0,,,
Ron Hunter,Georgia State,Sun Belt,,24,11,0.686,,,Lost First Round,,2011-12,147,85,0.634,2.0,,,,,368,264,0.582,3.0,,,
Bobby Hurley,Arizona State,Pac-12,,20,12,0.625,,,Lost First Four,,2015-16,50,47,0.515,1.0,,,,,92,67,0.579,2.0,,,
Dan Hurley,Rhode Island,A-10,,26,8,0.765,,,Lost Second Round,,2012-13,113,82,0.579,2.0,,,,,151,105,0.59,2.0,,,
Martin Ingelsby,Delaware,CAA,,14,19,0.424,,,,,2016-17,27,39,0.409,,,,,,27,39,0.409,,,,
George Ivory,Arkansas-Pine Bluff,SWAC,,14,21,0.4,,,,,2008-09,119,203,0.37,1.0,,,,,119,203,0.37,1.0,,,
Tom Izzo,Michigan State,Big Ten,,30,5,0.857,2.0,5.0,Lost Second Round,,1995-96,574,225,0.718,21.0,13.0,7.0,1.0,,574,225,0.718,21.0,13.0,7.0,1.0
Donte Jackson,Grambling,SWAC,,17,14,0.548,,,,,2017-18,17,14,0.548,,,,,,17,14,0.548,,,,
Lewis Jackson,Alabama State,SWAC,,8,23,0.258,,,,,2005-06,187,219,0.461,2.0,,,,,187,219,0.461,2.0,,,
Ben Jacobson,Northern Iowa,MVC,,16,16,0.5,,,,,2006-07,250,150,0.625,4.0,1.0,,,,250,150,0.625,4.0,1.0,,
Tim Jankovich,Southern Mississippi,AAC,,17,16,0.515,,,,,2015-16,56,21,0.727,1.0,,,,,213,142,0.6,1.0,,,
Chris Jans,New Mexico State,WAC,,28,6,0.824,,,Lost First Round,,2017-18,28,6,0.824,1.0,,,,,49,18,0.731,1.0,,,
Tony Jasick,Jacksonville,A-Sun,,15,18,0.455,,,,,2014-15,58,72,0.446,,,,,,110,119,0.48,,,,
Avery Johnson,Alabama,SEC,,20,16,0.556,,,Lost Second Round,,2015-16,57,46,0.553,1.0,,,,,57,46,0.553,1.0,,,
Keith Johnson,Delaware State,MEAC,,1,3,0.25,,,,,2017-18,1,3,0.25,,,,,,1,3,0.25,,,,
Phil Johnson,UTEP,CUSA,,10,15,0.4,,,,,2017-18,10,15,0.4,,,,,,41,98,0.295,,,,
Sydney Johnson,Fairfield,MAAC,,17,16,0.515,,,,,2011-12,107,125,0.461,,,,,,173,178,0.493,1.0,,,
Brian Jones,North Dakota,Big Sky,,12,20,0.375,,,,,2009-10,136,155,0.467,1.0,,,,,136,155,0.467,1.0,,,
James Jones,Yale,Ivy,,16,15,0.516,,,,,1999-00,288,265,0.521,1.0,,,,,288,265,0.521,1.0,,,
Jeff Jones,Old Dominion,CUSA,,25,7,0.781,,,,,2013-14,114,58,0.663,,,,,,471,345,0.577,7.0,2.0,,
Joe Jones,Boston University,Patriot,,15,16,0.484,,,,,2011-12,122,102,0.545,,,,,,208,210,0.498,,,,
Mike Jones,Radford,Big South,,23,13,0.639,,,Lost First Round,,2011-12,116,116,0.5,1.0,,,,,116,116,0.5,1.0,,,
Robert Jones,Norfolk State,MEAC,,14,19,0.424,,,,,2013-14,87,82,0.515,,,,,,87,82,0.515,,,,
Wyking Jones,California,Pac-12,,8,24,0.25,,,,,2017-18,8,24,0.25,,,,,,8,24,0.25,,,,
LaVall Jordan,Butler,Big East,,21,14,0.6,,,Lost Second Round,,2017-18,21,14,0.6,1.0,,,,,32,38,0.457,1.0,,,
Maurice Joseph,George Washington,A-10,,15,18,0.455,,,,,2016-17,35,33,0.515,,,,,,35,33,0.515,,,,
Edward Joyner Jr,Hampton,MEAC,,18,16,0.529,,,,,2009-10,152,140,0.521,3.0,,,,,152,140,0.521,3.0,,,
Jay Joyner,North Carolina A&T,MEAC,,20,15,0.571,,,,,2015-16,28,49,0.364,,,,,,28,49,0.364,,,,
Greg Kampe,Oakland,Horizon,,19,14,0.576,,,,,1999-00,338,276,0.55,3.0,,,,,338,276,0.55,3.0,,,
Danny Kaspar,Texas State,Sun Belt,,15,18,0.455,,,,,2013-14,74,88,0.457,,,,,,320,229,0.583,1.0,,,
Brian Katz,Sacramento State,Big Sky,,7,25,0.219,,,,,2008-09,111,190,0.369,,,,,,111,190,0.369,,,,
Kevin Keatts,NC State,ACC,,21,12,0.636,,,Lost First Round,,2017-18,21,12,0.636,1.0,,,,,93,40,0.699,3.0,,,
Kyle Keller *,Stephen F. Austin,Southland,,28,7,0.8,,,Lost First Round,,2016-17,46,22,0.676,1.0,,,,,46,22,0.676,1.0,,,
Derek Kellogg,Long Island University,NEC,,18,17,0.514,,,Lost First Four,,2017-18,18,17,0.514,1.0,,,,,173,154,0.529,2.0,,,
Pat Kelsey,Winthrop,Big South,,19,12,0.613,,,,,2012-13,121,71,0.63,1.0,,,,,121,71,0.63,1.0,,,
Billy Kennedy,Texas A&M,SEC,,22,13,0.629,25.0,,Lost Regional Semifinal,,2011-12,137,98,0.583,2.0,2.0,,,,348,277,0.557,4.0,2.0,,
Brian Kennedy,NJIT,A-Sun,,14,16,0.467,,,,,2016-17,25,36,0.41,,,,,,25,36,0.41,,,,
Ernie Kent,Washington State,Pac-12,,12,19,0.387,,,,,2014-15,47,77,0.379,,,,,,372,330,0.53,6.0,2.0,,
Dustin Kerns,Presbyterian,Big South,,11,21,0.344,,,,,2017-18,11,21,0.344,,,,,,11,21,0.344,,,,
Eric Konkol,Louisiana Tech,CUSA,,17,16,0.515,,,,,2015-16,63,36,0.636,,,,,,63,36,0.636,,,,
Tod Kowalczyk,Toledo,MAC,,23,11,0.676,,,,,2010-11,142,121,0.54,,,,,,278,233,0.544,,,,
Rob Krimmel,Saint Francis (PA),NEC,,18,13,0.581,,,,,2012-13,79,108,0.422,,,,,,79,108,0.422,,,,
Lon Kruger,Oklahoma,Big 12,,18,14,0.562,,,Lost First Round,,2011-12,140,91,0.606,5.0,2.0,1.0,,,619,395,0.61,18.0,5.0,2.0,
Larry Krystkowiak,Utah,Pac-12,,23,12,0.657,,,,,2011-12,138,97,0.587,2.0,1.0,,,,180,117,0.606,4.0,1.0,,
Mike Krzyzewski,Duke,ACC,,29,8,0.784,1.0,9.0,Lost Regional Final,,1980-81,1027,279,0.786,34.0,24.0,12.0,5.0,,1100,338,0.765,34.0,24.0,12.0,5.0
Jay Ladner,Southeastern Louisiana,Southland,,22,12,0.647,,,,,2014-15,59,72,0.45,,,,,,59,72,0.45,,,,
Matt Langel,Colgate,Patriot,,19,14,0.576,,,,,2011-12,90,131,0.407,,,,,,90,131,0.407,,,,
Greg Lansing,Indiana State,MVC,,13,18,0.419,,,,,2010-11,133,126,0.514,1.0,,,,,133,126,0.514,1.0,,,
Jim Larranaga,Miami (FL),ACC,,22,10,0.688,13.0,22.0,Lost First Round,,2011-12,161,79,0.671,4.0,2.0,,,,603,388,0.608,9.0,3.0,1.0,
Anthony Latina,Sacred Heart,NEC,,10,21,0.323,,,,,2013-14,55,101,0.353,,,,,,55,101,0.353,,,,
Jeff Lebo,East Carolina,AAC,,2,4,0.333,,,,,2010-11,116,122,0.487,,,,,,327,278,0.54,,,,
Shantay Legans,Eastern Washington,Big Sky,,20,15,0.571,,,,,2017-18,20,15,0.571,,,,,,20,15,0.571,,,,
Dave Leitao,DePaul,Big East,,11,20,0.355,,,,,2002-03,87,99,0.468,1.0,,,,,172,194,0.47,2.0,,,
Jim Les,UC Davis,Big West,,22,11,0.667,,,,,2011-12,109,115,0.487,1.0,,,,,263,255,0.508,2.0,1.0,,
Jeff Linder,Northern Colorado,Big Sky,,26,12,0.684,,,,,2016-17,37,30,0.552,,,,,,37,30,0.552,,,,
