Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Billy Donlon,Kansas City,Summit,,19,12,0.613,,,,,2019-20,46,39,0.541,,,,,,155,133,0.538,,,,
Joe Dooley,East Carolina,AAC,,15,15,0.5,,,,,1995-96,101,119,0.459,,,,,,215,177,0.548,2.0,,,
Bryce Drew,Grand Canyon,WAC,,23,8,0.742,,,,,2020-21,40,15,0.727,1.0,,,,,204,123,0.624,4.0,,,
Scott Drew,Baylor,Big 12,,27,7,0.794,8.0,4.0,Lost Second Round,,2003-04,399,222,0.643,10.0,5.0,1.0,1.0,,419,233,0.643,10.0,5.0,1.0,1.0
Matthew Driscoll,North Florida,A-Sun,,11,20,0.355,,,,,2009-10,203,214,0.487,1.0,,,,,203,214,0.487,1.0,,,
Baker Dunleavy,Quinnipiac,MAAC,,14,17,0.452,,,,,2017-18,66,81,0.449,,,,,,66,81,0.449,,,,
John Dunne,Marist,MAAC,,14,16,0.467,,,,,2018-19,45,67,0.402,,,,,,198,292,0.404,1.0,,,
Pat Duquette,Massachusetts-Lowell,AEC,,15,16,0.484,,,,,2013-14,110,155,0.415,,,,,,110,155,0.415,,,,
Brian Dutcher,San Diego State,MWC,,23,9,0.719,,,Lost First Round,,2017-18,119,40,0.748,3.0,,,,,119,40,0.748,3.0,,,
Brian Earl,Cornell,Ivy,,15,11,0.577,,,,,2016-17,57,84,0.404,,,,,,57,84,0.404,,,,
Dan Earl,VMI,Southern,,16,16,0.5,,,,,2015-16,73,139,0.344,,,,,,73,139,0.344,,,,
Cliff Ellis,Coastal Carolina,Sun Belt,,19,14,0.576,,,,,2007-08,283,203,0.582,2.0,,,,,819,541,0.602,10.0,3.0,,
Andy Enfield,Southern California,Pac-12,,26,8,0.765,,22.0,Lost First Round,,2013-14,183,118,0.608,4.0,1.0,,,,224,146,0.605,5.0,2.0,,
Dan Engelstad,Mount St. Mary's,NEC,,14,16,0.467,,,,,2018-19,46,70,0.397,1.0,,,,,46,70,0.397,1.0,,,
Jim Engles,Columbia,Ivy,,4,22,0.154,,,,,2016-17,39,99,0.283,,,,,,150,238,0.387,,,,
Kim English,George Mason,A-10,,14,16,0.467,,,,,2021-22,14,16,0.467,,,,,,14,16,0.467,,,,
Patrick Ewing,Georgetown,Big East,,6,25,0.194,,,,,2017-18,68,84,0.447,1.0,,,,,68,84,0.447,1.0,,,
Quinton Ferrell,Presbyterian,Big South,,12,20,0.375,,,,,2019-20,29,57,0.337,,,,,,29,57,0.337,,,,
Jim Ferry,Maryland-Baltimore County,AEC,,18,14,0.562,,,,,2021-22,18,14,0.562,,,,,,239,274,0.466,2.0,,,
Mark Few,Gonzaga,WCC,,28,4,0.875,1.0,1.0,Lost Regional Semifinal,,1999-00,658,129,0.836,22.0,11.0,2.0,,,658,129,0.836,22.0,11.0,2.0,
Matt Figger,Texas-Rio Grande Valley,WAC,,8,23,0.258,,,,,2021-22,8,23,0.258,,,,,,84,74,0.532,,,,
Dane Fischer,William & Mary,CAA,,5,27,0.156,,,,,2019-20,33,48,0.407,,,,,,33,48,0.407,,,,
Michael Fly,Florida Gulf Coast,A-Sun,,22,12,0.647,,,,,2018-19,56,60,0.483,,,,,,56,60,0.483,,,,
Steve Forbes,Wake Forest,ACC,,25,10,0.714,,,,,2020-21,31,26,0.544,,,,,,161,69,0.7,1.0,,,
Dana Ford,Missouri State,MVC,,23,11,0.676,,,,,2018-19,72,51,0.585,,,,,,129,116,0.527,,,,
Geno Ford,Stony Brook,AEC,,18,13,0.581,,,,,2019-20,47,40,0.54,,,,,,161,163,0.497,,,,
Travis Ford,Saint Louis,A-10,,23,12,0.657,,,,,2016-17,112,77,0.593,1.0,,,,,390,303,0.563,7.0,,,
Mark Fox,California,Pac-12,,12,20,0.375,,,,,2019-20,35,58,0.376,,,,,,321,234,0.578,5.0,,,
John Gallagher,Hartford,AEC,,12,20,0.375,,,,,2010-11,169,207,0.449,1.0,,,,,169,207,0.449,1.0,,,
Joe Gallo,Merrimack,NEC,,14,16,0.467,,,,,2019-20,43,36,0.544,,,,,,43,36,0.544,,,,
Eran Ganot,Hawaii,Big West,,17,11,0.607,,,,,2015-16,114,77,0.597,1.0,,,,,117,79,0.597,1.0,,,
Greg Gard,Wisconsin,Big Ten,,25,8,0.758,,14.0,Lost Second Round,,2015-16,144,78,0.649,5.0,2.0,,,,144,78,0.649,5.0,2.0,,
Greg Gary,Mercer,Southern,,16,17,0.485,,,,,2019-20,51,43,0.543,,,,,,67,87,0.435,,,,
Dennis Gates,Cleveland State,Horizon,,20,11,0.645,,,,,2019-20,50,40,0.556,1.0,,,,,50,40,0.556,1.0,,,
Gerald Gillion,Chicago State,WAC,,7,25,0.219,,,,,2021-22,7,25,0.219,,,,,,7,25,0.219,,,,
Billy Gillispie,Tarleton State,WAC,,14,17,0.452,,,,,2020-21,24,27,0.471,,,,,,172,135,0.56,4.0,1.0,,
Todd Golden,San Francisco,WCC,,24,10,0.706,,,Lost First Round,,2019-20,57,36,0.613,1.0,,,,,57,36,0.613,1.0,,,
Joe Golding,UTEP,CUSA,,20,14,0.588,,,,,2021-22,20,14,0.588,,,,,,154,128,0.546,2.0,,,
Anthony Grant,Dayton,A-10,,24,11,0.686,,,,,2017-18,102,52,0.662,,,,,,295,162,0.646,3.0,,,
Earl Grant,Boston College,ACC,,13,20,0.394,,,,,2021-22,13,20,0.394,,,,,,140,109,0.562,1.0,,,
Jared Grasso,Bryant,NEC,,22,10,0.688,,,Lost First Four,,2018-19,62,54,0.534,1.0,,,,,63,76,0.453,1.0,,,
Justin Gray,Western Carolina,Southern,,11,21,0.344,,,,,2021-22,11,21,0.344,,,,,,11,21,0.344,,,,
Brian Gregory,South Florida,AAC,,8,23,0.258,,,,,2017-18,65,89,0.422,,,,,,313,269,0.538,2.0,,,
John Groce,Akron,MAC,,24,10,0.706,,,Lost First Round,,2017-18,94,59,0.614,1.0,,,,,274,190,0.591,4.0,1.0,,
Jerod Haase,Stanford,Pac-12,,16,16,0.5,,,,,2016-17,98,90,0.521,,,,,,178,143,0.555,1.0,,,
Frank Haith,Tulsa,AAC,,11,20,0.355,,,,,2014-15,138,108,0.561,1.0,,,,,343,237,0.591,4.0,,,
A.W. Hamilton,Eastern Kentucky,A-Sun,,13,18,0.419,,,,,2018-19,64,60,0.516,,,,,,64,60,0.516,,,,
Leonard Hamilton *,Florida State,ACC,,17,14,0.548,20.0,,,,2002-03,417,242,0.633,8.0,4.0,,,,617,452,0.577,11.0,5.0,,
Derrin Hansen,Omaha,Summit,,5,25,0.167,,,,,2012-13,132,174,0.431,,,,,,132,174,0.431,,,,
Anfernee Hardaway,Memphis,AAC,,22,11,0.667,12.0,,Lost Second Round,,2018-19,85,43,0.664,1.0,,,,,85,43,0.664,1.0,,,
Tavaras Hardy,Loyola (MD),Patriot,,14,16,0.467,,,,,2018-19,46,65,0.414,,,,,,46,65,0.414,,,,
Ray Harper,Jacksonville State,A-Sun,,21,11,0.656,,,Lost First Round,,2016-17,119,76,0.61,2.0,,,,,208,140,0.598,4.0,,,
Jonas Hayes,Xavier,Big East,,4,0,1.0,,,,,2021-22,4,0,1.0,,,,,,4,0,1.0,,,,
Jim Hayford,Seattle,WAC,,0,0,,,,,,2017-18,64,55,0.538,,,,,,170,146,0.538,1.0,,,
Stan Heath,Eastern Michigan,MAC,,10,21,0.323,,,,,2021-22,10,21,0.323,,,,,,219,228,0.49,4.0,1.0,,
Eric Henderson,South Dakota State,Summit,,30,5,0.857,,,Lost First Round,,2019-20,68,22,0.756,1.0,,,,,68,22,0.756,1.0,,,
Mitch Henderson,Princeton,Ivy,,23,7,0.767,,,,,2011-12,185,108,0.631,1.0,,,,,185,108,0.631,1.0,,,
Steve Henson,UTSA,CUSA,,10,22,0.312,,,,,2016-17,89,101,0.468,,,,,,89,101,0.468,,,,
Greg Herenda,Fairleigh Dickinson,NEC,,4,22,0.154,,,,,2013-14,105,164,0.39,2.0,,,,,105,164,0.39,2.0,,,
Bill Herrion,New Hampshire,AEC,,15,13,0.536,,,,,2005-06,212,288,0.424,,,,,,449,457,0.496,3.0,,,
Fred Hoiberg,Nebraska,Big Ten,,10,22,0.312,,,,,2019-20,24,67,0.264,,,,,,139,123,0.531,4.0,1.0,,
Shaheen Holloway,Saint Peter's,MAAC,,22,12,0.647,,,Lost Regional Final,,2018-19,64,54,0.542,1.0,1.0,,,,64,54,0.542,1.0,1.0,,
Chris Holtmann,Ohio State,Big Ten,,20,12,0.625,17.0,,Lost Second Round,,2017-18,107,56,0.656,4.0,,,,,221,141,0.61,7.0,1.0,,
Jason Hooten,Sam Houston,WAC,,19,14,0.576,,,,,2010-11,235,161,0.593,,,,,,235,161,0.593,,,,
Mike Hopkins,Washington,Pac-12,,17,15,0.531,,,,,2017-18,85,75,0.531,,,,,,89,80,0.527,1.0,,,
Darrin Horn,Northern Kentucky,Horizon,,20,12,0.625,,,,,2019-20,57,32,0.64,,,,,,228,143,0.615,1.0,1.0,,
Ashley Howard,La Salle,A-10,,11,19,0.367,,,,,2018-19,45,71,0.388,,,,,,45,71,0.388,,,,
Dylan Howard,Alabama A&M,SWAC,,12,18,0.4,,,,,2018-19,31,76,0.29,,,,,,31,76,0.29,,,,
Juwan Howard,Michigan,Big Ten,,19,15,0.559,6.0,,Lost Regional Semifinal,,2019-20,61,32,0.656,2.0,2.0,,,,61,32,0.656,2.0,2.0,,
Ben Howland,Mississippi State,SEC,,18,16,0.529,,,,,2015-16,134,98,0.578,1.0,,,,,533,306,0.635,11.0,5.0,3.0,
Michael Huger,Bowling Green State,MAC,,13,18,0.419,,,,,2015-16,115,105,0.523,,,,,,115,105,0.523,,,,
Bob Huggins,West Virginia,Big 12,,16,17,0.485,,,,,2007-08,326,188,0.634,10.0,5.0,1.0,,,844,374,0.693,25.0,9.0,2.0,
Lindsey Hunter Jr,Mississippi Valley State,SWAC,,2,26,0.071,,,,,2019-20,7,75,0.085,,,,,,7,75,0.085,,,,
Ron Hunter,Tulane,AAC,,14,15,0.483,,,,,2019-20,36,46,0.439,,,,,,428,320,0.572,4.0,,,
Bobby Hurley,Arizona State,Pac-12,,14,17,0.452,,,,,2015-16,118,100,0.541,2.0,,,,,160,120,0.571,3.0,,,
Dan Hurley,Connecticut,Big East,,23,10,0.697,24.0,21.0,Lost First Round,,2018-19,73,47,0.608,2.0,,,,,224,152,0.596,4.0,,,
Justin Hutson,Fresno State,MWC,,23,13,0.639,,,,,2018-19,69,53,0.566,,,,,,69,53,0.566,,,,
Martin Ingelsby,Delaware,CAA,,22,13,0.629,,,Lost First Round,,2016-17,95,87,0.522,1.0,,,,,95,87,0.522,1.0,,,
Tom Izzo,Michigan State,Big Ten,,23,13,0.639,,,Lost Second Round,,1995-96,666,267,0.714,24.0,14.0,8.0,1.0,,666,267,0.714,24.0,14.0,8.0,1.0
Donte Jackson,Grambling,SWAC,,12,20,0.375,,,,,2017-18,75,78,0.49,,,,,,75,78,0.49,,,,
Ben Jacobson,Northern Iowa,MVC,,20,12,0.625,,,,,2006-07,321,201,0.615,4.0,1.0,,,,321,201,0.615,4.0,1.0,,
Nate James,Austin Peay,OVC,,12,17,0.414,,,,,2021-22,12,17,0.414,,,,,,12,17,0.414,,,,
Tim Jankovich,Southern Mississippi,AAC,,24,9,0.727,,,,,2015-16,125,64,0.661,1.0,,,,,282,185,0.604,1.0,,,
Chris Jans,New Mexico State,WAC,,27,7,0.794,,,Lost Second Round,,2017-18,122,32,0.792,3.0,,,,,143,44,0.765,3.0,,,
Rob Jeter,Western Illinois,Summit,,16,16,0.5,,,,,2020-21,23,31,0.426,,,,,,207,201,0.507,2.0,,,
Ben Johnson,Minnesota,Big Ten,,13,17,0.433,,,,,2021-22,13,17,0.433,,,,,,13,17,0.433,,,,
Stan Johnson,Loyola Marymount,WCC,,11,18,0.379,,,,,2020-21,24,27,0.471,,,,,,24,27,0.471,,,,
Terrence Johnson,Texas State,Sun Belt,,21,8,0.724,,,,,2020-21,39,15,0.722,,,,,,39,15,0.722,,,,
Trent Johnson,Cal State Northridge,Big West,,7,23,0.233,,,,,2021-22,7,23,0.233,,,,,,283,288,0.496,5.0,2.0,,
Brian Jones,Illinois State,MVC,,2,5,0.286,,,,,2021-22,2,5,0.286,,,,,,150,178,0.457,1.0,,,
Donnie Jones *,Stetson,A-Sun,,11,19,0.367,,,,,2019-20,39,51,0.433,,,,,,194,180,0.519,,,,
James Jones,Yale,Ivy,,19,12,0.613,,,Lost First Round,,1999-00,352,292,0.547,3.0,,,,,352,292,0.547,3.0,,,
Jeff Jones,Old Dominion,CUSA,,13,19,0.406,,,,,2013-14,181,113,0.616,1.0,,,,,538,400,0.574,8.0,2.0,,
Joe Jones,Boston University,Patriot,,22,13,0.629,,,,,2011-12,187,157,0.544,,,,,,273,265,0.507,,,,
Johnny Jones,Texas Southern,SWAC,,19,13,0.594,,,Lost First Round,,2018-19,76,52,0.594,2.0,,,,,371,286,0.565,5.0,,,
Mike Jones,UNC Greensboro,Southern,,17,15,0.531,,,,,2021-22,17,15,0.531,,,,,,191,165,0.537,1.0,,,
Robert Jones,Norfolk State,MEAC,,24,7,0.774,,,Lost First Round,,2013-14,166,126,0.568,2.0,,,,,166,126,0.568,2.0,,,
Willie Jones,North Carolina A&T,Big South,,12,20,0.375,,,,,2019-20,37,35,0.514,,,,,,37,35,0.514,,,,
LaVall Jordan,Butler,Big East,,14,19,0.424,,,,,2017-18,83,74,0.529,1.0,,,,,94,98,0.49,1.0,,,
Edward Joyner Jr,Hampton,Big South,,9,19,0.321,,,,,2009-10,205,209,0.495,3.0,,,,,205,209,0.495,3.0,,,
Jon Judkins,Utah Tech,WAC,,13,18,0.419,,,,,2020-21,21,31,0.404,,,,,,21,31,0.404,,,,
Greg Kampe,Oakland,Horizon,,20,12,0.625,,,,,1999-00,400,342,0.539,3.0,,,,,400,342,0.539,3.0,,,
Kevin Keatts,NC State,ACC,,11,21,0.344,,,,,2017-18,90,68,0.57,1.0,,,,,162,96,0.628,3.0,,,
Kyle Keller *,Stephen F. Austin,WAC,,22,10,0.688,,,,,2016-17,126,56,0.692,1.0,,,,,126,56,0.692,1.0,,,
Derek Kellogg,Long Island University,NEC,,16,14,0.533,,,,,2017-18,74,74,0.5,1.0,,,,,229,211,0.52,2.0,,,
Pat Kelsey,College of Charleston,CAA,,17,15,0.531,,,,,2021-22,17,15,0.531,,,,,,203,110,0.649,2.0,,,
Andy Kennedy,UAB,CUSA,,27,8,0.771,,,Lost First Round,,2020-21,49,15,0.766,1.0,,,,,315,184,0.631,3.0,,,
Brian Kennedy,NJIT,AEC,,11,18,0.379,,,,,2016-17,74,100,0.425,,,,,,74,100,0.425,,,,
Dustin Kerns,Appalachian State,Sun Belt,,19,15,0.559,,,,,2019-20,54,42,0.562,1.0,,,,,85,79,0.518,1.0,,,
David Kiefer,Southeastern Louisiana,Southland,,19,15,0.559,,,,,2019-20,35,56,0.385,,,,,,35,56,0.385,,,,
Dwayne Killings,Albany (NY),AEC,,13,18,0.419,,,,,2021-22,13,18,0.419,,,,,,13,18,0.419,,,,
Eric Konkol,Louisiana Tech,CUSA,,24,10,0.706,,,,,2015-16,153,75,0.671,,,,,,153,75,0.671,,,,
Brad Korn,Southeast Missouri State,OVC,,14,18,0.438,,,,,2020-21,25,34,0.424,,,,,,25,34,0.424,,,,
Tod Kowalczyk,Toledo,MAC,,26,8,0.765,,,,,2010-11,231,161,0.589,,,,,,367,273,0.573,,,,
Rob Krimmel,Saint Francis (PA),NEC,,9,21,0.3,,,,,2012-13,134,170,0.441,,,,,,134,170,0.441,,,,
Kevin Kruger,Nevada-Las Vegas,MWC,,18,14,0.562,,,,,2021-22,18,14,0.562,,,,,,18,14,0.562,,,,
