Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Randy Bennett,Saint Mary's (CA),WCC,,14.0,10.0,0.583,,,,,2001-02,454.0,192.0,0.703,7.0,1.0,,,,454,192,0.703,7.0,1.0,,
Tony Bennett,Virginia,ACC,,18.0,7.0,0.72,4.0,15.0,Lost First Round,,2009-10,295.0,103.0,0.741,8.0,3.0,1.0,1.0,,364,136,0.728,10.0,4.0,1.0,1.0
Rodney Billups,Denver,Summit,,2.0,19.0,0.095,,,,,2016-17,48.0,94.0,0.338,,,,,,48,94,0.338,,,,
Kenneth Blakeney,Howard,MEAC,,1.0,4.0,0.2,,,,,2019-20,5.0,33.0,0.132,,,,,,5,33,0.132,,,,
Jeff Boals,Ohio,MAC,,17.0,8.0,0.68,,,Lost Second Round,,2019-20,34.0,23.0,0.596,1.0,,,,,89,65,0.578,1.0,,,
Jim Boeheim *,Syracuse,ACC,,18.0,10.0,0.643,,,Lost Regional Semifinal,,1976-77,1083.0,409.0,0.726,35.0,20.0,5.0,1.0,,1083,409,0.726,35.0,20.0,5.0,1.0
Anthony Boone,Central Arkansas,Southland,,5.0,19.0,0.208,,,,,2019-20,14.0,31.0,0.311,,,,,,14,31,0.311,,,,
Tad Boyle,Colorado,Pac-12,,23.0,9.0,0.719,,22.0,Lost Second Round,,2010-11,233.0,143.0,0.62,5.0,,,,,289,209,0.58,5.0,,,
Michael Boynton,Oklahoma State,Big 12,,21.0,9.0,0.7,,11.0,Lost Second Round,,2017-18,72.0,58.0,0.554,1.0,,,,,72,58,0.554,1.0,,,
Glenn Braica,St. Francis (NY),NEC,,9.0,10.0,0.474,,,,,2010-11,154.0,180.0,0.461,,,,,,154,180,0.461,,,,
John Brannen,Cincinnati,AAC,,12.0,11.0,0.522,,,,,2019-20,32.0,21.0,0.604,,,,,,114,73,0.61,2.0,,,
Mike Brennan,American,Patriot,,4.0,6.0,0.4,,,,,2013-14,98.0,129.0,0.432,1.0,,,,,98,129,0.432,1.0,,,
Wayne Brent,Jackson State,SWAC,,12.0,6.0,0.667,,,,,2013-14,108.0,137.0,0.441,,,,,,108,137,0.441,,,,
Mike Brey,Notre Dame,ACC,,11.0,15.0,0.423,,,,,2000-01,448.0,248.0,0.644,12.0,3.0,,,,547,300,0.646,14.0,3.0,,
Kevin Broadus,Morgan State,MEAC,,14.0,8.0,0.636,,,,,2019-20,29.0,24.0,0.547,,,,,,66,49,0.574,1.0,,,
Isaac Brown,Wichita State,AAC,,16.0,6.0,0.727,,,Lost First Four,,2020-21,16.0,6.0,0.727,1.0,,,,,16,6,0.727,1.0,,,
Will Brown,Albany (NY),AEC,,7.0,9.0,0.438,,,,,2001-02,315.0,295.0,0.516,5.0,,,,,315,295,0.516,5.0,,,
Brad Brownell,Clemson,ACC,,16.0,8.0,0.667,,,Lost First Round,,2010-11,201.0,150.0,0.573,3.0,1.0,,,,368,235,0.61,6.0,1.0,,
Shane Burcar,Northern Arizona,Big Sky,,6.0,16.0,0.273,,,,,2019-20,22.0,30.0,0.423,,,,,,22,30,0.423,,,,
Brian Burg,Georgia Southern,Sun Belt,,13.0,13.0,0.5,,,,,2020-21,13.0,13.0,0.5,,,,,,13,13,0.5,,,,
Landon Bussie,Alcorn State,SWAC,,6.0,13.0,0.316,,,,,2020-21,6.0,13.0,0.316,,,,,,6,13,0.316,,,,
Mark Byington,James Madison,CAA,,13.0,7.0,0.65,,,,,2020-21,13.0,7.0,0.65,,,,,,144,104,0.581,,,,
Jerrod Calhoun,Youngstown State,Horizon,,15.0,12.0,0.556,,,,,2017-18,53.0,71.0,0.427,,,,,,53,71,0.427,,,,
John Calipari *,Kentucky,SEC,,9.0,16.0,0.36,10.0,,,,2009-10,339.0,93.0,0.785,9.0,8.0,4.0,1.0,,784,233,0.771,20.0,15.0,6.0,1.0
Jeff Capel III *,Pittsburgh,ACC,,10.0,12.0,0.455,,,,,2018-19,40.0,48.0,0.455,,,,,,215,158,0.576,3.0,1.0,,
Jamion Christian,George Washington,A-10,,5.0,12.0,0.294,,,,,2019-20,17.0,32.0,0.347,,,,,,135,143,0.486,2.0,,,
Austin Claunch,Nicholls State,Southland,,18.0,7.0,0.72,,,,,2018-19,53.0,34.0,0.609,,,,,,53,34,0.609,,,,
Zac Claus,Idaho,Big Sky,,1.0,21.0,0.045,,,,,2019-20,9.0,45.0,0.167,,,,,,9,45,0.167,,,,
Bill Coen,Northeastern,CAA,,10.0,9.0,0.526,,,,,2006-07,251.0,222.0,0.531,2.0,,,,,251,222,0.531,2.0,,,
Jon Coffman,Purdue Fort Wayne,Horizon,,8.0,15.0,0.348,,,,,2014-15,118.0,102.0,0.536,,,,,,118,102,0.536,,,,
Brian Collins,Tennessee State,OVC,,4.0,19.0,0.174,,,,,2018-19,31.0,55.0,0.36,,,,,,31,55,0.36,,,,
Chris Collins,Northwestern,Big Ten,,9.0,15.0,0.375,,,,,2013-14,118.0,134.0,0.468,1.0,,,,,118,134,0.468,1.0,,,
Ed Cooley,Providence,Big East,,13.0,13.0,0.5,,,,,2011-12,194.0,135.0,0.59,5.0,,,,,286,204,0.584,5.0,,,
Ron Cottrell,Houston Christian,Southland,,6.0,19.0,0.24,,,,,2008-09,126.0,268.0,0.32,,,,,,126,268,0.32,,,,
David Cox,Rhode Island,A-10,,10.0,15.0,0.4,,,,,2018-19,49.0,39.0,0.557,,,,,,49,39,0.557,,,,
Tim Craft,Gardner-Webb,Big South,,11.0,15.0,0.423,,,,,2013-14,138.0,121.0,0.533,1.0,,,,,138,121,0.533,1.0,,,
Tom Crean,Georgia,SEC,,14.0,12.0,0.538,,,,,2018-19,41.0,49.0,0.456,,,,,,397,280,0.586,9.0,4.0,1.0,
Mick Cronin,UCLA,Pac-12,,22.0,10.0,0.688,22.0,,Lost National Semifinal,,2019-20,41.0,22.0,0.651,1.0,1.0,1.0,,,406,193,0.678,12.0,2.0,1.0,
Scott Cross,Troy,Sun Belt,,11.0,17.0,0.393,,,,,2019-20,20.0,39.0,0.339,,,,,,245,200,0.551,1.0,,,
Rick Croy,California Baptist,WAC,,13.0,10.0,0.565,,,,,2018-19,50.0,35.0,0.588,,,,,,50,35,0.588,,,,
Carson Cunningham,Incarnate Word,Southland,,8.0,14.0,0.364,,,,,2018-19,23.0,61.0,0.274,,,,,,23,61,0.274,,,,
Dan D'Antoni II,Marshall,CUSA,,15.0,7.0,0.682,,,,,2014-15,128.0,99.0,0.564,1.0,,,,,128,99,0.564,1.0,,,
Keith Dambrot,Duquesne,A-10,,9.0,9.0,0.5,,,,,2017-18,65.0,47.0,0.58,,,,,,390,220,0.639,3.0,,,
Scott Davenport,Bellarmine,A-Sun,,14.0,8.0,0.636,,,,,2020-21,14.0,8.0,0.636,,,,,,14,8,0.636,,,,
Keno Davis,Central Michigan,MAC,,7.0,16.0,0.304,,,,,2012-13,142.0,143.0,0.498,,,,,,216,198,0.522,1.0,,,
Kermit Davis Jr,Mississippi,SEC,,16.0,12.0,0.571,,,,,2018-19,51.0,42.0,0.548,1.0,,,,,454,280,0.619,6.0,,,
Mike Davis,Detroit Mercy,Horizon,,12.0,10.0,0.545,,,,,2018-19,31.0,53.0,0.369,,,,,,383,294,0.566,9.0,1.0,1.0,
Nathan Davis,Bucknell,Patriot,,5.0,7.0,0.417,,,,,2015-16,108.0,72.0,0.6,2.0,,,,,108,72,0.6,2.0,,,
Johnny Dawkins Jr,Central Florida,AAC,,11.0,12.0,0.478,,,,,2016-17,94.0,60.0,0.61,1.0,,,,,250,175,0.588,2.0,1.0,,
Ed DeChellis,Navy,Patriot,,15.0,3.0,0.833,,,,,2011-12,129.0,169.0,0.433,,,,,,348,400,0.465,2.0,,,
Travis DeCuire,Montana,Big Sky,,15.0,13.0,0.536,,,,,2014-15,142.0,84.0,0.628,2.0,,,,,142,84,0.628,2.0,,,
Mike DePaoli,Fordham,A-10,,1.0,5.0,0.167,,,,,2020-21,1.0,5.0,0.167,,,,,,1,5,0.167,,,,
Darian DeVries,Drake,MVC,,26.0,5.0,0.839,,,Lost First Round,,2018-19,70.0,29.0,0.707,1.0,,,,,70,29,0.707,1.0,,,
Tommy Dempsey,Binghamton,AEC,,4.0,14.0,0.222,,,,,2012-13,71.0,194.0,0.268,,,,,,190,299,0.389,,,,
Dave Dickerson,South Carolina Upstate,Big South,,5.0,18.0,0.217,,,,,2018-19,24.0,64.0,0.273,,,,,,92,148,0.383,,,,
Jamie Dixon,TCU,Big 12,,12.0,14.0,0.462,,,,,2016-17,96.0,71.0,0.575,1.0,,,,,424,194,0.686,12.0,3.0,,
Juan Dixon,Coppin State,MEAC,,9.0,13.0,0.409,,,,,2017-18,33.0,85.0,0.28,,,,,,33,85,0.28,,,,
Steve Donahue,Pennsylvania,Ivy,,0.0,0.0,,,,,,2015-16,83.0,64.0,0.565,1.0,,,,,283,278,0.504,4.0,1.0,,
Billy Donlon,Kansas City,Summit,,11.0,13.0,0.458,,,,,2019-20,27.0,27.0,0.5,,,,,,136,121,0.529,,,,
Joe Dooley,East Carolina,AAC,,8.0,11.0,0.421,,,,,1995-96,86.0,104.0,0.453,,,,,,200,162,0.552,2.0,,,
Bryce Drew,Grand Canyon,WAC,,17.0,7.0,0.708,,,Lost First Round,,2020-21,17.0,7.0,0.708,1.0,,,,,181,115,0.611,4.0,,,
Scott Drew,Baylor,Big 12,,28.0,2.0,0.933,2.0,3.0,Won National Final,,2003-04,372.0,215.0,0.634,9.0,5.0,1.0,1.0,,392,226,0.634,9.0,5.0,1.0,1.0
Matthew Driscoll,North Florida,A-Sun,,8.0,15.0,0.348,,,,,2009-10,192.0,194.0,0.497,1.0,,,,,192,194,0.497,1.0,,,
Baker Dunleavy,Quinnipiac,MAAC,,9.0,13.0,0.409,,,,,2017-18,52.0,64.0,0.448,,,,,,52,64,0.448,,,,
John Dunne,Marist,MAAC,,12.0,9.0,0.571,,,,,2018-19,31.0,51.0,0.378,,,,,,184,276,0.4,1.0,,,
Pat Duquette,Massachusetts-Lowell,AEC,,11.0,12.0,0.478,,,,,2013-14,95.0,139.0,0.406,,,,,,95,139,0.406,,,,
Brian Dutcher,San Diego State,MWC,,23.0,5.0,0.821,,16.0,Lost First Round,,2017-18,96.0,31.0,0.756,2.0,,,,,96,31,0.756,2.0,,,
Brian Earl,Cornell,Ivy,,0.0,0.0,,,,,,2016-17,42.0,73.0,0.365,,,,,,42,73,0.365,,,,
Dan Earl,VMI,Southern,,13.0,12.0,0.52,,,,,2015-16,57.0,123.0,0.317,,,,,,57,123,0.317,,,,
Cliff Ellis,Coastal Carolina,Sun Belt,,18.0,8.0,0.692,,,,,2007-08,264.0,189.0,0.583,2.0,,,,,800,527,0.603,10.0,3.0,,
Andy Enfield,Southern California,Pac-12,,25.0,8.0,0.758,,24.0,Lost Regional Final,,2013-14,157.0,110.0,0.588,3.0,1.0,,,,198,138,0.589,4.0,2.0,,
Dan Engelstad,Mount St. Mary's,NEC,,12.0,11.0,0.522,,,Lost First Four,,2018-19,32.0,54.0,0.372,1.0,,,,,32,54,0.372,1.0,,,
Jim Engles,Columbia,Ivy,,0.0,0.0,,,,,,2016-17,35.0,77.0,0.312,,,,,,146,216,0.403,,,,
Patrick Ewing,Georgetown,Big East,,13.0,13.0,0.5,,,Lost First Round,,2017-18,62.0,59.0,0.512,1.0,,,,,62,59,0.512,1.0,,,
Quinton Ferrell,Presbyterian,Big South,,7.0,15.0,0.318,,,,,2019-20,17.0,37.0,0.315,,,,,,17,37,0.315,,,,
Jim Ferry,Penn State,Big Ten,,11.0,14.0,0.44,,,,,2020-21,11.0,14.0,0.44,,,,,,221,260,0.459,2.0,,,
Mark Few,Gonzaga,WCC,,31.0,1.0,0.969,1.0,1.0,Lost National Final,,1999-00,630.0,125.0,0.834,21.0,10.0,2.0,,,630,125,0.834,21.0,10.0,2.0,
Matt Figger,Austin Peay,OVC,,14.0,13.0,0.519,,,,,2017-18,76.0,51.0,0.598,,,,,,76,51,0.598,,,,
Dane Fischer,William & Mary,CAA,,7.0,10.0,0.412,,,,,2019-20,28.0,21.0,0.571,,,,,,28,21,0.571,,,,
Michael Fly,Florida Gulf Coast,A-Sun,,10.0,8.0,0.556,,,,,2018-19,34.0,48.0,0.415,,,,,,34,48,0.415,,,,
Steve Forbes,Wake Forest,ACC,,6.0,16.0,0.273,,,,,2020-21,6.0,16.0,0.273,,,,,,136,59,0.697,1.0,,,
Dana Ford,Missouri State,MVC,,17.0,7.0,0.708,,,,,2018-19,49.0,40.0,0.551,,,,,,106,105,0.502,,,,
Geno Ford,Stony Brook,AEC,,9.0,14.0,0.391,,,,,2019-20,29.0,27.0,0.518,,,,,,143,150,0.488,,,,
Travis Ford,Saint Louis,A-10,,14.0,7.0,0.667,,,,,2016-17,89.0,65.0,0.578,1.0,,,,,367,291,0.558,7.0,,,
Mark Fox,California,Pac-12,,9.0,20.0,0.31,,,,,2019-20,23.0,38.0,0.377,,,,,,309,214,0.591,5.0,,,
John Gallagher,Hartford,AEC,,15.0,9.0,0.625,,,Lost First Round,,2010-11,157.0,187.0,0.456,1.0,,,,,157,187,0.456,1.0,,,
Joe Gallo,Merrimack,NEC,,9.0,9.0,0.5,,,,,2019-20,29.0,20.0,0.592,,,,,,29,20,0.592,,,,
Eran Ganot,Hawaii,Big West,,11.0,10.0,0.524,,,,,2015-16,97.0,66.0,0.595,1.0,,,,,100,68,0.595,1.0,,,
Greg Gard,Wisconsin,Big Ten,,18.0,13.0,0.581,7.0,,Lost Second Round,,2015-16,119.0,70.0,0.63,4.0,2.0,,,,119,70,0.63,4.0,2.0,,
Murray Garvin,South Carolina State,MEAC,,1.0,17.0,0.056,,,,,2012-13,82.0,168.0,0.328,,,,,,82,168,0.328,,,,
Greg Gary,Mercer,Southern,,18.0,11.0,0.621,,,,,2019-20,35.0,26.0,0.574,,,,,,51,70,0.421,,,,
Dennis Gates,Cleveland State,Horizon,,19.0,8.0,0.704,,,Lost First Round,,2019-20,30.0,29.0,0.508,1.0,,,,,30,29,0.508,1.0,,,
Billy Gillispie,Tarleton State,WAC,,10.0,10.0,0.5,,,,,2020-21,10.0,10.0,0.5,,,,,,158,118,0.572,4.0,1.0,,
Todd Golden,San Francisco,WCC,,11.0,14.0,0.44,,,,,2019-20,33.0,26.0,0.559,,,,,,33,26,0.559,,,,
Joe Golding,Abilene Christian,Southland,,24.0,5.0,0.828,,,Lost Second Round,,2013-14,134.0,114.0,0.54,2.0,,,,,134,114,0.54,2.0,,,
Mark Gottfried,Cal State Northridge,Big West,,9.0,13.0,0.409,,,,,2018-19,37.0,51.0,0.42,,,,,,438,292,0.6,11.0,3.0,,
Anthony Grant,Dayton,A-10,,14.0,10.0,0.583,,,,,2017-18,78.0,41.0,0.655,,,,,,271,151,0.642,3.0,,,
Earl Grant,College of Charleston,CAA,,9.0,10.0,0.474,,,,,2014-15,127.0,89.0,0.588,1.0,,,,,127,89,0.588,1.0,,,
Jared Grasso,Bryant,NEC,,15.0,7.0,0.682,,,,,2018-19,40.0,44.0,0.476,,,,,,41,66,0.383,,,,
Brian Gregory,South Florida,AAC,,9.0,13.0,0.409,,,,,2017-18,57.0,66.0,0.463,,,,,,305,246,0.554,2.0,,,
John Groce,Akron,MAC,,15.0,8.0,0.652,,,,,2017-18,70.0,49.0,0.588,,,,,,250,180,0.581,3.0,1.0,,
Jerod Haase,Stanford,Pac-12,,14.0,13.0,0.519,,,,,2016-17,82.0,74.0,0.526,,,,,,162,127,0.561,1.0,,,
Frank Haith,Tulsa,AAC,,11.0,12.0,0.478,,,,,2014-15,127.0,88.0,0.591,1.0,,,,,332,217,0.605,4.0,,,
A.W. Hamilton,Eastern Kentucky,OVC,,22.0,7.0,0.759,,,,,2018-19,51.0,42.0,0.548,,,,,,51,42,0.548,,,,
Leonard Hamilton *,Florida State,ACC,,18.0,7.0,0.72,21.0,14.0,Lost Regional Semifinal,,2002-03,400.0,228.0,0.637,8.0,4.0,,,,600,438,0.578,11.0,5.0,,
Derrin Hansen,Omaha,Summit,,5.0,20.0,0.2,,,,,2012-13,127.0,149.0,0.46,,,,,,127,149,0.46,,,,
Anfernee Hardaway,Memphis,AAC,,20.0,8.0,0.714,,,,,2018-19,63.0,32.0,0.663,,,,,,63,32,0.663,,,,
Tavaras Hardy,Loyola (MD),Patriot,,6.0,11.0,0.353,,,,,2018-19,32.0,49.0,0.395,,,,,,32,49,0.395,,,,
Ray Harper,Jacksonville State,OVC,,18.0,9.0,0.667,,,,,2016-17,98.0,65.0,0.601,1.0,,,,,187,129,0.592,3.0,,,
Jim Hayford,Seattle,WAC,,12.0,11.0,0.522,,,,,2017-18,64.0,55.0,0.538,,,,,,170,146,0.538,1.0,,,
Eric Henderson,South Dakota State,Summit,,16.0,7.0,0.696,,,,,2019-20,38.0,17.0,0.691,,,,,,38,17,0.691,,,,
Mitch Henderson,Princeton,Ivy,,0.0,0.0,,,,,,2011-12,162.0,101.0,0.616,1.0,,,,,162,101,0.616,1.0,,,
Steve Henson,UTSA,CUSA,,15.0,11.0,0.577,,,,,2016-17,79.0,79.0,0.5,,,,,,79,79,0.5,,,,
Greg Herenda,Fairleigh Dickinson,NEC,,9.0,15.0,0.375,,,,,2013-14,101.0,142.0,0.416,2.0,,,,,101,142,0.416,2.0,,,
Bill Herrion,New Hampshire,AEC,,10.0,9.0,0.526,,,,,2005-06,197.0,275.0,0.417,,,,,,434,444,0.494,3.0,,,
Fred Hoiberg,Nebraska,Big Ten,,7.0,20.0,0.259,,,,,2019-20,14.0,45.0,0.237,,,,,,129,101,0.561,4.0,1.0,,
Shaheen Holloway,Saint Peter's,MAAC,,14.0,11.0,0.56,,,,,2018-19,42.0,42.0,0.5,,,,,,42,42,0.5,,,,
Chris Holtmann,Ohio State,Big Ten,,21.0,10.0,0.677,23.0,7.0,Lost First Round,,2017-18,87.0,44.0,0.664,3.0,,,,,201,129,0.609,6.0,1.0,,
Jason Hooten,Sam Houston,Southland,,19.0,9.0,0.679,,,,,2010-11,216.0,147.0,0.595,,,,,,216,147,0.595,,,,
Mike Hopkins,Washington,Pac-12,,5.0,21.0,0.192,,,,,2017-18,68.0,60.0,0.531,,,,,,72,65,0.526,1.0,,,
Darrin Horn,Northern Kentucky,Horizon,,14.0,11.0,0.56,,,,,2019-20,37.0,20.0,0.649,,,,,,208,131,0.614,1.0,1.0,,
Ashley Howard,La Salle,A-10,,9.0,16.0,0.36,,,,,2018-19,34.0,52.0,0.395,,,,,,34,52,0.395,,,,
Dylan Howard,Alabama A&M,SWAC,,6.0,9.0,0.4,,,,,2018-19,19.0,58.0,0.247,,,,,,19,58,0.247,,,,
Juwan Howard,Michigan,Big Ten,,23.0,5.0,0.821,25.0,4.0,Lost Regional Final,,2019-20,42.0,17.0,0.712,1.0,1.0,,,,42,17,0.712,1.0,1.0,,
Ben Howland,Mississippi State,SEC,,18.0,15.0,0.545,,,,,2015-16,116.0,82.0,0.586,1.0,,,,,515,290,0.64,11.0,5.0,3.0,
Michael Huger,Bowling Green State,MAC,,14.0,12.0,0.538,,,,,2015-16,102.0,87.0,0.54,,,,,,102,87,0.54,,,,
Bob Huggins,West Virginia,Big 12,,19.0,10.0,0.655,15.0,13.0,Lost Second Round,,2007-08,310.0,171.0,0.644,10.0,5.0,1.0,,,828,357,0.699,25.0,9.0,2.0,
Lindsey Hunter Jr,Mississippi Valley State,SWAC,,2.0,22.0,0.083,,,,,2019-20,5.0,49.0,0.093,,,,,,5,49,0.093,,,,
Ron Hunter,Tulane,AAC,,10.0,13.0,0.435,,,,,2019-20,22.0,31.0,0.415,,,,,,414,305,0.576,4.0,,,
Bobby Hurley,Arizona State,Pac-12,,11.0,14.0,0.44,18.0,,,,2015-16,104.0,83.0,0.556,2.0,,,,,146,103,0.586,3.0,,,
Dan Hurley,Connecticut,Big East,,15.0,8.0,0.652,,,Lost First Round,,2018-19,50.0,37.0,0.575,1.0,,,,,201,142,0.586,3.0,,,
Justin Hutson,Fresno State,MWC,,12.0,12.0,0.5,,,,,2018-19,46.0,40.0,0.535,,,,,,46,40,0.535,,,,
Martin Ingelsby,Delaware,CAA,,7.0,8.0,0.467,,,,,2016-17,73.0,74.0,0.497,,,,,,73,74,0.497,,,,
Lance Irvin,Chicago State,WAC,,0.0,9.0,0.0,,,,,2018-19,7.0,63.0,0.1,,,,,,7,63,0.1,,,,
George Ivory,Arkansas-Pine Bluff,SWAC,,4.0,21.0,0.16,,,,,2008-09,140.0,269.0,0.342,1.0,,,,,140,269,0.342,1.0,,,
Tom Izzo,Michigan State,Big Ten,,15.0,13.0,0.536,13.0,,Lost First Four,,1995-96,643.0,254.0,0.717,23.0,14.0,8.0,1.0,,643,254,0.717,23.0,14.0,8.0,1.0
Donte Jackson,Grambling,SWAC,,12.0,12.0,0.5,,,,,2017-18,63.0,58.0,0.521,,,,,,63,58,0.521,,,,
Ben Jacobson,Northern Iowa,MVC,,10.0,15.0,0.4,,,,,2006-07,301.0,189.0,0.614,4.0,1.0,,,,301,189,0.614,4.0,1.0,,
Tim Jankovich,Southern Mississippi,AAC,,11.0,6.0,0.647,,,,,2015-16,101.0,55.0,0.647,1.0,,,,,258,176,0.594,1.0,,,
Chris Jans,New Mexico State,WAC,,12.0,8.0,0.6,,,,,2017-18,95.0,25.0,0.792,2.0,,,,,116,37,0.758,2.0,,,
Tony Jasick,Jacksonville,A-Sun,,11.0,13.0,0.458,,,,,2014-15,95.0,123.0,0.436,,,,,,147,170,0.464,,,,
Rob Jeter,Western Illinois,Summit,,7.0,15.0,0.318,,,,,2020-21,7.0,15.0,0.318,,,,,,191,185,0.508,2.0,,,
Ben Johnson,Portland,WCC,,0.0,4.0,0.0,,,,,2020-21,0.0,4.0,0.0,,,,,,0,4,0.0,,,,
Stan Johnson,Loyola Marymount,WCC,,13.0,9.0,0.591,,,,,2020-21,13.0,9.0,0.591,,,,,,13,9,0.591,,,,
Terrence Johnson,Texas State,Sun Belt,,18.0,7.0,0.72,,,,,2020-21,18.0,7.0,0.72,,,,,,18,7,0.72,,,,
Donnie Jones *,Stetson,A-Sun,,12.0,15.0,0.444,,,,,2019-20,28.0,32.0,0.467,,,,,,183,161,0.532,,,,
James Jones,Yale,Ivy,,0.0,0.0,,,,,,1999-00,333.0,280.0,0.543,2.0,,,,,333,280,0.543,2.0,,,
Jeff Jones,Old Dominion,CUSA,,15.0,8.0,0.652,,,,,2013-14,168.0,94.0,0.641,1.0,,,,,525,381,0.579,8.0,2.0,,
Joe Jones,Boston University,Patriot,,7.0,11.0,0.389,,,,,2011-12,165.0,144.0,0.534,,,,,,251,252,0.499,,,,
Johnny Jones,Texas Southern,SWAC,,17.0,9.0,0.654,,,Lost First Round,,2018-19,57.0,39.0,0.594,1.0,,,,,352,273,0.563,4.0,,,
Mike Jones,Radford,Big South,,15.0,12.0,0.556,,,,,2011-12,174.0,150.0,0.537,1.0,,,,,174,150,0.537,1.0,,,
Robert Jones,Norfolk State,MEAC,,17.0,8.0,0.68,,,Lost First Round,,2013-14,142.0,119.0,0.544,1.0,,,,,142,119,0.544,1.0,,,
Willie Jones,North Carolina A&T,MEAC,,11.0,10.0,0.524,,,,,2019-20,25.0,15.0,0.625,,,,,,25,15,0.625,,,,
LaVall Jordan,Butler,Big East,,10.0,15.0,0.4,,,,,2017-18,69.0,55.0,0.556,1.0,,,,,80,79,0.503,1.0,,,
Edward Joyner Jr,Hampton,Big South,,11.0,14.0,0.44,,,,,2009-10,196.0,190.0,0.508,3.0,,,,,196,190,0.508,3.0,,,
Jon Judkins,Utah Tech,WAC,,8.0,13.0,0.381,,,,,2020-21,8.0,13.0,0.381,,,,,,8,13,0.381,,,,
Greg Kampe,Oakland,Horizon,,12.0,18.0,0.4,,,,,1999-00,380.0,330.0,0.535,3.0,,,,,380,330,0.535,3.0,,,
Brian Katz,Sacramento State,Big Sky,,8.0,12.0,0.4,,,,,2008-09,150.0,232.0,0.393,,,,,,150,232,0.393,,,,
