Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
14,Arkansas State,32,19,13,.594,-0.44,-3.18,,10,8,,11,4,,7,8,,2432,2299,,1315,811,1886,.430,200,615,.325,477,665,.717,362,1172,360,195,91,421,650
15,Arkansas-Pine Bluff,31,13,18,.419,-15.39,-6.90,,11,7,,6,3,,6,12,,1957,2188,,1240,727,1559,.466,203,566,.359,531,776,.684,325,1082,453,233,131,514,567
16,Army,31,15,16,.484,-6.16,-4.66,,10,8,,7,7,,7,8,,2244,2269,,1250,807,1755,.460,208,541,.384,447,621,.720,343,1088,413,227,103,424,562
17,Auburn,30,14,16,.467,5.11,5.47,,6,12,,12,6,,2,8,,2144,2155,,1201,695,1615,.430,219,566,.387,546,787,.694,343,1053,417,174,108,381,613
18,Austin Peay,30,12,18,.400,-10.50,-5.78,,6,10,,8,6,,3,11,,2287,2368,,1215,838,1817,.461,234,651,.359,458,622,.736,364,1052,475,235,99,430,637
19,Ball State,30,5,25,.167,-10.17,0.65,,2,16,,5,9,,0,16,,1967,2214,,1225,769,1671,.460,158,476,.332,518,738,.702,302,996,412,258,110,339,577
20,Baylor NCAA,38,26,12,.684,15.80,10.11,,9,9,,13,4,,5,5,,2843,2577,,1540,927,2179,.425,258,731,.353,465,688,.676,432,1200,566,203,108,394,728
21,Belmont,36,26,10,.722,3.29,-1.88,,14,2,,13,1,,10,8,,2876,2661,,1440,914,1989,.460,248,709,.350,585,839,.697,396,1177,458,260,112,517,740
22,Bethune-Cookman,32,7,25,.219,-16.86,-7.53,,5,11,,5,6,,2,18,,2032,2252,,1290,728,1604,.454,193,545,.354,603,850,.709,372,1121,421,196,147,406,554
23,Binghamton,30,7,23,.233,-16.15,-6.15,,4,12,,3,10,,4,12,,1840,2140,,1215,724,1601,.452,244,634,.385,448,654,.685,315,1074,442,222,104,394,605
24,Boise State,34,21,13,.618,8.83,3.86,,9,9,,12,4,,5,7,,2591,2347,,1380,809,1814,.446,218,629,.347,511,727,.703,274,1025,385,156,114,397,639
25,Boston College,32,8,24,.250,3.01,8.62,,4,14,,4,9,,3,11,,2197,2354,,1305,824,1771,.465,182,493,.369,524,719,.729,357,1067,393,177,92,303,589
26,Boston University,35,24,11,.686,1.77,-2.40,,15,3,,11,6,,11,4,,2492,2346,,1420,844,1924,.439,229,647,.354,429,607,.707,351,1203,447,179,107,478,563
27,Bowling Green State,32,12,20,.375,-3.45,-0.20,,6,12,,7,8,,4,11,,2007,2055,,1290,716,1740,.411,199,570,.349,424,650,.652,353,1138,403,268,108,451,567
28,Bradley,32,12,20,.375,-2.72,-0.31,,7,11,,11,6,,1,11,,2036,2113,,1279,704,1614,.436,206,631,.326,499,700,.713,319,1066,399,187,107,413,575
29,Brigham Young NCAA,35,23,12,.657,11.63,5.72,,13,5,,14,1,,5,7,,2931,2706,,1425,935,2175,.430,259,764,.339,577,810,.712,382,1253,515,213,147,441,800
30,Brown,29,15,14,.517,-1.44,-4.04,,7,7,,8,6,,7,8,,2065,1951,,1170,671,1703,.394,163,544,.300,446,627,.711,315,1068,343,184,128,343,536
31,Bryant,32,18,14,.563,-4.25,-4.89,,10,6,,11,4,,7,9,,2351,2304,,1290,819,1888,.434,243,675,.360,423,622,.680,402,1165,415,216,143,404,585
32,Bucknell,30,16,14,.533,-1.30,-3.14,,11,7,,8,6,,8,8,,1977,1922,,1200,697,1644,.424,182,537,.339,346,522,.663,252,953,342,167,143,274,469
33,Buffalo,29,19,10,.655,3.58,-2.13,,13,5,,13,1,,6,6,,2132,1952,,1165,693,1640,.423,163,526,.310,403,591,.682,329,986,354,198,79,385,582
34,Butler,31,14,17,.452,7.04,6.98,,4,14,,8,7,,4,7,,2125,2064,,1275,767,1714,.447,163,529,.308,367,531,.691,290,1058,380,169,111,365,580
35,Cal Poly NCAA,34,14,20,.412,-1.34,1.69,,6,10,,6,6,,3,12,,2141,2163,,1360,739,1703,.434,183,541,.338,502,694,.723,341,1150,418,153,120,383,539
36,Cal State Bakersfield,32,13,19,.406,-4.86,-4.31,,5,11,,6,7,,5,10,,2215,2189,,1290,710,1642,.432,180,576,.313,589,847,.695,326,1046,382,214,113,406,621
37,Cal State Fullerton,31,11,20,.355,-5.08,-1.12,,6,10,,8,5,,3,12,,2092,2215,,1245,758,1656,.458,163,480,.340,536,760,.705,296,1086,402,152,111,353,584
38,Cal State Northridge,35,17,18,.486,-4.89,-3.29,,7,9,,11,3,,2,14,,2689,2712,,1441,924,2033,.455,268,769,.349,596,847,.704,386,1154,513,210,119,431,724
39,California,35,21,14,.600,10.70,7.44,,10,8,,15,4,,5,7,,2533,2419,,1416,850,2044,.416,216,612,.353,503,688,.731,380,1220,431,158,115,354,623
40,Campbell,32,12,20,.375,-14.04,-7.33,,6,10,,9,7,,3,12,,2164,2291,,1295,828,1807,.458,184,536,.343,451,659,.684,388,1123,400,231,83,343,493
41,Canisius,34,21,13,.618,1.24,-1.95,,14,6,,9,4,,8,7,,2661,2570,,1350,879,1952,.450,230,689,.334,499,690,.723,428,1204,509,198,92,453,633
42,Central Arkansas,29,8,21,.276,-16.25,-5.54,,5,13,,7,8,,1,13,,2165,2360,,1168,801,1718,.466,165,470,.351,593,832,.713,385,1182,453,210,85,436,550
43,Central Connecticut State,30,11,19,.367,-13.10,-6.06,,7,9,,5,8,,6,10,,2117,2318,,1210,831,1849,.449,227,624,.364,429,625,.686,411,1187,378,201,141,392,497
44,Central Florida,31,13,18,.419,2.35,5.14,,4,14,,10,7,,2,10,,2253,2281,,1260,835,1818,.459,191,548,.349,420,644,.652,358,1085,455,236,150,369,606
45,Central Michigan,31,10,21,.323,-8.82,-2.72,,3,15,,8,8,,2,13,,2246,2288,,1260,806,1643,.491,215,605,.355,461,626,.736,291,1057,428,177,110,420,587
46,Charleston Southern,31,13,18,.419,-5.27,-5.75,,6,10,,8,6,,4,12,,2523,2242,,1265,767,1773,.433,242,627,.386,466,671,.694,317,1075,384,161,123,394,559
47,Charlotte,31,17,14,.548,-0.69,-0.50,,7,9,,10,5,,3,8,,2215,2221,,1250,795,1827,.435,207,632,.328,424,659,.643,341,1084,375,214,100,379,638
48,Chattanooga,33,18,15,.545,-10.83,-7.90,,12,4,,11,2,,5,11,,2489,2439,,1330,891,1928,.462,173,507,.341,484,714,.678,374,1174,422,203,131,456,672
49,Chicago State,32,13,19,.406,-10.47,-2.44,,8,8,,9,5,,4,13,,2232,2439,,1305,788,1732,.455,223,635,.351,640,916,.699,392,1285,432,173,130,511,596
50,Cincinnati NCAA,34,27,7,.794,15.26,5.28,,15,3,,18,1,,7,3,,2325,1986,,1360,690,1745,.395,182,568,.320,424,628,.675,366,1078,374,177,120,485,634
51,Clemson,36,23,13,.639,11.08,5.97,,10,8,,16,3,,4,7,,2287,2103,,1471,778,1970,.395,172,603,.285,375,564,.665,418,1199,373,195,104,380,594
52,Cleveland State,33,21,12,.636,4.38,-0.52,,12,4,,12,3,,9,8,,2410,2186,,1340,730,1745,.418,201,612,.328,525,738,.711,358,1055,438,178,123,424,568
53,Coastal Carolina NCAA,34,21,13,.618,-5.21,-6.31,,11,5,,14,5,,6,7,,2458,2326,,1375,778,1934,.402,264,822,.321,506,730,.693,372,1175,397,240,136,440,649
54,Colgate,31,13,18,.419,-2.51,-4.08,,6,12,,7,8,,6,10,,2158,2083,,1260,747,1673,.447,190,567,.335,399,580,.688,288,989,358,176,68,323,470
55,College of Charleston,32,14,18,.438,-2.02,-1.89,,6,10,,9,7,,4,8,,2016,2006,,1300,689,1685,.409,158,462,.342,470,721,.652,313,1038,272,184,120,308,533
56,Colorado NCAA,35,23,12,.657,10.80,8.80,,10,8,,16,2,,5,6,,2457,2387,,1415,856,1986,.431,251,706,.356,424,603,.703,319,1098,465,230,118,422,711
57,Colorado State,32,16,16,.500,3.29,2.16,,7,11,,14,6,,2,9,,2347,2230,,1280,769,1741,.442,230,616,.373,462,648,.713,294,1049,397,155,110,352,697
58,Columbia,34,21,13,.618,2.21,-1.92,,8,6,,14,4,,5,8,,2313,2151,,1384,749,1751,.428,165,470,.351,488,706,.691,295,1015,333,183,117,360,617
59,Connecticut NCAA,40,32,8,.800,17.23,8.63,,12,6,,14,3,,6,4,,2873,2529,,1610,878,2241,.392,241,731,.330,532,801,.664,492,1378,454,228,127,518,731
60,Coppin State,32,12,20,.375,-11.09,-4.99,,7,9,,5,7,,5,10,,2231,2403,,1285,858,1852,.463,248,696,.356,439,662,.663,407,1255,516,177,141,433,650
61,Cornell,28,2,26,.071,-15.60,0.03,,1,13,,2,11,,0,15,,1795,2195,,1130,740,1493,.496,208,508,.409,507,701,.723,279,1011,412,166,99,290,460
62,Creighton NCAA,35,27,8,.771,18.03,7.17,,14,4,,16,0,,7,4,,2756,2376,,1400,844,1983,.426,234,685,.342,454,654,.694,347,1112,428,169,98,338,647
63,Dartmouth,28,12,16,.429,-4.85,-3.24,,5,9,,8,7,,4,9,,1905,1864,,1125,602,1356,.444,168,461,.364,492,658,.748,230,869,292,155,107,366,538
64,Davidson,33,20,13,.606,0.81,-3.73,,15,1,,8,4,,10,4,,2591,2404,,1340,835,1783,.468,167,473,.353,567,804,.705,302,1085,355,188,110,412,678
65,Dayton NCAA,37,26,11,.703,10.55,5.34,,10,6,,13,4,,7,4,,2671,2478,,1490,843,1936,.435,203,612,.332,589,832,.708,353,1158,431,183,166,459,704
66,Delaware NCAA,35,25,10,.714,2.73,-1.10,,14,2,,10,2,,11,7,,2782,2648,,1405,936,2115,.443,219,670,.327,557,803,.694,429,1365,414,171,132,418,736
67,Delaware State,30,9,21,.300,-12.64,-6.11,,5,11,,7,7,,2,12,,1847,1946,,1215,664,1544,.430,167,559,.299,451,636,.709,339,1023,385,172,114,340,526
68,Denver,31,16,15,.516,0.84,-0.42,,8,6,,9,4,,5,8,,2044,1999,,1260,688,1437,.479,145,416,.349,478,695,.688,288,972,347,159,88,388,500
69,DePaul,33,12,21,.364,1.50,7.47,,3,15,,8,9,,3,9,,2290,2487,,1340,848,1768,.480,210,561,.374,581,825,.704,335,1130,440,219,155,430,662
70,Detroit Mercy,32,13,19,.406,-3.25,-0.25,,6,10,,8,7,,5,12,,2275,2267,,1305,738,1725,.428,216,598,.361,575,832,.691,338,1108,447,185,119,438,621
71,Drake,31,15,16,.484,-0.77,1.03,,6,12,,9,5,,4,9,,2116,2115,,1245,734,1647,.446,206,599,.344,441,634,.696,272,977,356,201,118,344,586
72,Drexel,30,16,14,.533,1.23,-0.24,,8,8,,8,4,,6,8,,2064,2020,,1245,682,1606,.425,151,490,.308,505,749,.674,319,1093,313,118,104,338,586
73,Duke NCAA,35,26,9,.743,19.51,8.48,,13,5,,17,0,,4,5,,2745,2359,,1405,848,1860,.456,138,449,.307,525,758,.693,357,1137,380,174,117,425,655
74,Duquesne,30,13,17,.433,0.66,1.03,,5,11,,6,8,,7,6,,2200,2211,,1200,780,1712,.456,264,671,.393,387,576,.672,299,1058,508,151,120,361,563
75,East Carolina,34,17,17,.500,-4.08,-2.41,,5,11,,10,7,,3,10,,2477,2411,,1360,892,1977,.451,220,680,.324,407,609,.668,414,1206,503,207,121,410,657
76,East Tennessee State,35,19,16,.543,-5.93,-6.08,,10,8,,14,6,,5,10,,2689,2663,,1410,903,2044,.442,269,811,.332,588,853,.689,422,1339,507,196,138,491,721
77,Eastern Illinois,30,11,19,.367,-11.53,-4.21,,7,9,,7,7,,4,11,,2030,2206,,1200,745,1591,.468,205,524,.391,511,721,.709,305,988,397,219,107,361,575
78,Eastern Kentucky NCAA,34,24,10,.706,0.60,-4.34,,11,5,,12,2,,8,6,,2677,2411,,1365,793,1631,.486,204,577,.354,621,880,.706,325,1110,454,185,113,574,671
79,Eastern Michigan,37,22,15,.595,1.79,0.67,,10,8,,16,3,,4,11,,2423,2270,,1495,739,2001,.369,249,796,.313,543,783,.693,510,1428,463,224,155,564,753
80,Eastern Washington,31,15,16,.484,-5.32,-4.15,,10,10,,10,4,,3,11,,2362,2329,,1245,809,1815,.446,200,580,.345,511,726,.704,329,1088,435,208,129,331,598
81,Elon,32,18,14,.563,-4.02,-4.50,,11,5,,11,4,,7,6,,2392,2281,,1290,806,1837,.439,174,520,.335,495,728,.680,358,1113,332,205,78,364,603
82,Evansville,33,14,19,.424,-3.12,1.20,,6,12,,10,7,,3,11,,2290,2383,,1330,831,1862,.446,238,668,.356,483,684,.706,372,1126,438,210,147,411,665
83,Fairfield,32,7,25,.219,-7.37,-0.81,,4,16,,4,9,,2,13,,2030,2240,,1285,699,1649,.424,154,445,.346,688,967,.711,320,1133,339,243,120,358,606
84,Fairleigh Dickinson,31,10,21,.323,-11.24,-4.07,,6,10,,6,6,,4,14,,2157,2358,,1250,769,1714,.449,216,583,.370,604,826,.731,410,1177,416,180,127,395,547
85,Florida NCAA,39,36,3,.923,20.69,8.54,,18,0,,17,0,,10,2,,2727,2253,,1560,806,2004,.402,207,628,.330,434,626,.693,370,1191,386,219,120,526,739
86,Florida A&M,32,14,18,.438,-12.31,-7.58,,8,8,,9,3,,3,14,,2281,2370,,1290,772,1809,.427,170,515,.330,656,973,.674,435,1282,399,230,148,478,587
87,Florida Atlantic,32,10,22,.313,-5.12,-0.42,,5,11,,7,8,,3,11,,2120,2192,,1280,752,1787,.421,165,505,.327,523,743,.704,384,1134,346,196,99,350,570
88,Florida Gulf Coast,35,22,13,.629,-1.97,-5.76,,14,4,,16,2,,6,10,,2504,2339,,1409,821,1989,.413,239,691,.346,458,701,.653,367,1184,378,224,87,444,632
89,Florida International,31,15,16,.484,-5.40,-1.58,,7,9,,9,6,,5,8,,2128,2170,,1250,766,1780,.430,189,579,.326,449,653,.688,370,1071,426,189,116,388,569
90,Florida State,36,22,14,.611,12.63,8.13,,9,9,,12,5,,6,6,,2554,2392,,1450,824,2065,.399,228,694,.329,516,747,.691,482,1216,402,239,129,453,746
91,Fordham,31,10,21,.323,-3.16,3.14,,2,14,,7,8,,2,12,,2224,2419,,1245,829,1793,.462,224,628,.357,537,760,.707,390,1208,458,202,106,387,591
92,Fresno State,39,21,18,.538,3.59,3.75,,9,9,,13,6,,7,10,,2837,2749,,1590,950,2217,.429,226,728,.310,623,907,.687,446,1435,506,185,123,444,717
93,Furman,30,9,21,.300,-17.44,-7.40,,3,13,,6,8,,3,12,,1955,2196,,1205,794,1724,.461,230,611,.376,378,535,.707,340,1038,427,210,100,329,566
94,Gardner-Webb,33,18,15,.545,-7.33,-6.90,,10,6,,8,5,,7,9,,2425,2309,,1360,832,1846,.451,170,525,.324,475,681,.698,341,1131,391,195,142,465,651
95,George Mason,31,11,20,.355,2.03,4.58,,5,12,,6,8,,4,8,,2154,2233,,1255,746,1677,.445,188,561,.335,553,794,.696,313,1044,381,216,106,378,593
96,George Washington NCAA,33,24,9,.727,10.60,4.42,,11,5,,14,1,,6,5,,2415,2211,,1324,788,1895,.416,214,685,.312,421,632,.666,383,1113,412,224,117,442,717
97,Georgetown,33,18,15,.545,10.96,8.27,,8,10,,13,3,,2,9,,2344,2255,,1330,715,1703,.420,203,610,.333,622,893,.697,361,1079,394,189,90,395,696
98,Georgia,34,20,14,.588,7.90,5.78,,12,6,,15,3,,4,7,,2343,2271,,1369,748,1855,.403,207,648,.319,568,805,.706,365,1101,329,235,142,357,730
99,Georgia Southern,34,15,19,.441,-11.44,-8.60,,6,10,,7,6,,5,11,,2406,2395,,1375,861,1923,.448,240,703,.341,433,623,.695,349,1200,446,172,102,438,619
100,Georgia State,34,25,9,.735,6.04,-2.56,,17,1,,13,0,,10,7,,2641,2330,,1380,804,1909,.421,267,784,.341,455,670,.679,413,1233,422,144,91,451,640
101,Georgia Tech,33,16,17,.485,5.12,5.24,,6,12,,10,7,,5,7,,2200,2204,,1335,761,1815,.419,197,594,.332,485,688,.705,328,1097,399,205,121,334,576
102,Gonzaga NCAA,36,29,7,.806,15.56,5.36,,15,3,,15,0,,8,4,,2761,2372,,1421,806,2027,.398,203,639,.318,557,784,.710,399,1178,380,210,112,422,716
103,Grambling,29,5,24,.172,-24.61,-9.05,,3,15,,3,8,,1,15,,1903,2316,,1160,833,1627,.512,203,542,.375,447,677,.660,322,1036,465,215,96,379,523
104,Grand Canyon,30,15,15,.500,-6.40,-3.51,,10,6,,8,4,,5,9,,2163,2152,,1205,749,1724,.434,178,510,.349,476,687,.693,311,1026,355,196,98,303,661
105,Green Bay,31,24,7,.774,7.18,0.11,,14,2,,13,4,,9,2,,2304,1999,,1250,701,1780,.394,188,590,.319,409,575,.711,366,1041,353,194,100,428,606
106,Hampton,31,18,13,.581,-5.17,-7.91,,13,4,,9,3,,8,7,,2262,2177,,1275,687,1728,.398,188,534,.352,615,929,.662,411,1206,310,187,116,498,703
107,Hartford,33,17,16,.515,-6.63,-6.18,,10,6,,9,3,,7,9,,2162,2177,,1325,763,1665,.458,182,530,.343,469,687,.683,319,1048,357,214,79,430,636
108,Harvard NCAA,32,27,5,.844,10.79,-0.47,,13,1,,11,1,,11,3,,2343,1952,,1300,680,1664,.409,164,509,.322,428,603,.710,318,1004,342,185,114,459,666
109,Hawaii,31,20,11,.645,3.43,-1.68,,9,7,,14,5,,6,4,,2479,2270,,1255,783,1752,.447,197,586,.336,507,697,.727,322,978,371,172,114,412,632
110,High Point,31,16,15,.516,-8.23,-5.23,,12,4,,10,3,,6,11,,2203,2253,,1245,800,1715,.466,225,636,.354,428,603,.710,333,1012,444,203,84,373,531
111,Hofstra,33,10,23,.303,-6.56,-1.89,,5,11,,7,8,,1,13,,2260,2414,,1325,828,1829,.453,242,642,.377,516,754,.684,347,1108,434,203,115,331,655
112,Holy Cross,34,20,14,.588,-1.58,-3.28,,12,6,,8,5,,10,7,,2277,2219,,1371,800,1817,.440,213,569,.374,404,549,.736,304,1075,431,182,113,411,637
113,Houston,33,17,16,.515,2.68,4.62,,8,10,,12,4,,3,9,,2345,2409,,1325,866,1939,.447,209,599,.349,468,670,.699,403,1180,456,218,123,365,599
114,Houston Christian,31,6,25,.194,-17.39,-5.39,,2,16,,5,8,,1,15,,2091,2373,,1250,825,1833,.450,181,549,.330,542,784,.691,372,1153,395,229,143,368,586
115,Howard,33,8,25,.242,-16.77,-5.22,,5,11,,4,6,,2,17,,2020,2344,,1335,739,1716,.431,217,651,.333,649,937,.693,409,1206,443,229,140,487,675
116,Idaho,34,16,18,.471,-6.42,-3.72,,7,9,,7,6,,5,9,,2461,2536,,1375,893,1935,.461,211,628,.336,539,791,.681,358,1148,453,164,111,354,698
117,Idaho State,29,11,18,.379,-6.42,-4.72,,8,12,,9,4,,2,13,,2054,2036,,1175,706,1562,.452,254,670,.379,370,540,.685,298,922,384,153,114,374,571
118,Illinois,35,20,15,.571,10.33,8.28,,7,11,,10,6,,6,7,,2248,2176,,1405,771,1833,.421,221,645,.343,413,590,.700,334,1162,390,171,124,412,575
119,Illinois State,34,18,16,.529,1.08,1.77,,9,9,,14,3,,3,11,,2323,2329,,1375,779,1854,.420,239,679,.352,532,791,.673,381,1272,468,185,115,470,646
120,Illinois-Chicago,31,6,25,.194,-7.17,0.63,,1,15,,2,12,,2,11,,2071,2248,,1240,752,1616,.465,201,525,.383,543,780,.696,282,1037,422,184,135,360,598
121,Incarnate Word,27,21,6,.778,-8.47,-10.74,,9,5,,14,1,,7,5,,2216,1935,,1085,682,1689,.404,176,520,.338,395,568,.695,321,954,344,203,90,359,565
122,Indiana,32,17,15,.531,11.32,6.64,,7,11,,14,4,,2,8,,2312,2162,,1285,757,1837,.412,182,609,.299,466,653,.714,329,998,331,238,153,393,673
123,Indiana State,34,23,11,.676,3.29,1.19,,12,6,,11,2,,8,7,,2416,2328,,1360,789,1805,.437,213,602,.354,537,773,.695,309,1113,425,202,115,395,656
124,Iona,33,22,11,.667,5.96,-0.10,,17,3,,11,2,,9,8,,2760,2560,,1325,959,2111,.454,218,640,.341,424,620,.684,446,1261,480,158,117,392,587
125,Iowa NCAA,33,20,13,.606,18.58,7.43,,9,9,,13,4,,4,6,,2689,2321,,1339,804,1938,.415,229,722,.317,484,686,.706,361,1101,423,209,112,439,717
126,Iowa State NCAA,36,28,8,.778,18.52,9.88,,11,7,,15,1,,4,6,,2989,2678,,1465,954,2272,.420,259,760,.341,511,698,.732,403,1329,476,197,124,418,698
127,IUPUI,32,6,26,.188,-14.33,-1.36,,1,13,,5,10,,1,13,,2126,2383,,1283,868,1845,.470,190,530,.358,457,607,.753,321,1134,468,198,102,330,556
128,Jackson State,31,11,20,.355,-11.62,-8.72,,7,11,,6,6,,5,13,,2041,2131,,1251,674,1563,.431,198,571,.347,585,874,.669,315,1047,354,222,111,448,593
129,Jacksonville,30,12,18,.400,-11.86,-4.86,,8,10,,10,5,,2,13,,2231,2385,,1200,846,1754,.482,233,611,.381,460,663,.694,362,1105,454,205,95,404,611
130,Jacksonville State,31,10,21,.323,-11.97,-5.14,,4,12,,7,6,,2,14,,2014,2176,,1240,746,1559,.479,164,432,.380,520,729,.713,309,1046,387,179,108,376,606
131,James Madison,31,11,20,.355,-7.65,-2.20,,6,10,,5,5,,4,12,,1961,2130,,1245,697,1650,.422,226,643,.351,510,733,.696,341,1088,361,174,78,370,621
132,Kansas NCAA,35,25,10,.714,20.25,11.40,,14,4,,14,1,,5,6,,2764,2454,,1410,815,1961,.416,219,617,.355,605,892,.678,373,1073,418,232,111,396,742
133,Kansas City,30,10,20,.333,-9.00,-1.93,,7,9,,5,9,,5,10,,2085,2295,,1200,783,1692,.463,207,595,.348,522,729,.716,315,1124,428,188,128,418,600
134,Kansas State NCAA,33,20,13,.606,12.14,8.47,,10,8,,15,2,,2,7,,2280,2159,,1335,723,1774,.408,162,553,.293,551,805,.684,385,1149,380,212,128,416,621
135,Kennesaw State,31,6,25,.194,-16.16,-4.05,,3,15,,4,11,,2,14,,2016,2304,,1240,777,1699,.457,168,502,.335,582,786,.740,364,1108,355,253,116,400,552
136,Kent State,32,16,16,.500,-1.81,-1.94,,7,11,,11,7,,5,9,,2228,2188,,1290,717,1667,.430,182,538,.338,572,792,.722,328,1105,388,191,109,427,571
137,Kentucky NCAA,40,29,11,.725,18.07,9.90,,12,6,,16,2,,5,5,,2992,2665,,1615,933,2271,.411,222,689,.322,577,836,.690,437,1231,416,232,123,428,883
138,La Salle,31,15,16,.484,4.10,4.75,,7,9,,8,5,,4,8,,2100,2120,,1261,772,1772,.436,161,486,.331,415,569,.729,352,1100,427,182,159,362,544
139,Lafayette,31,11,20,.355,-7.64,-3.38,,6,12,,6,7,,5,13,,2212,2315,,1250,809,1718,.471,239,641,.373,458,630,.727,341,1033,421,192,93,372,554
140,Lamar,30,4,26,.133,-16.61,-6.04,,3,15,,2,11,,1,14,,2001,2318,,1200,845,1729,.489,195,515,.379,433,666,.650,347,1075,469,222,119,386,562
141,Lehigh,32,14,18,.438,-6.52,-3.83,,7,11,,9,5,,4,11,,2121,2207,,1301,795,1872,.425,211,621,.340,406,582,.698,380,1175,484,187,129,359,547
142,Liberty,32,11,21,.344,-10.26,-7.47,,5,11,,7,8,,2,12,,2250,2234,,1280,767,1772,.433,236,684,.345,464,644,.720,320,980,388,207,124,333,560
143,Lipscomb,30,15,15,.500,-8.20,-5.13,,10,8,,7,5,,8,10,,2276,2355,,1210,782,1662,.471,235,665,.353,556,795,.699,318,1124,413,186,98,428,644
144,Little Rock,32,15,17,.469,-5.39,-1.09,,9,9,,7,6,,6,9,,2288,2371,,1320,759,1775,.428,251,717,.350,602,869,.693,347,1136,435,215,119,419,636
145,Long Beach State,32,15,17,.469,1.44,2.71,,10,6,,9,4,,5,9,,2236,2255,,1295,785,1796,.437,216,648,.333,469,665,.705,363,1133,413,173,108,406,571
146,Long Island University,29,9,20,.310,-13.66,-5.55,,4,12,,5,6,,4,11,,2080,2315,,1165,844,1771,.477,247,633,.390,380,547,.695,346,1068,493,198,110,312,535
147,Longwood,32,8,24,.250,-20.31,-5.56,,3,13,,5,9,,3,12,,2235,2570,,1280,863,1826,.473,260,706,.368,584,786,.743,382,1193,524,190,145,420,526
148,Louisiana NCAA,35,23,12,.657,2.91,-0.28,,11,7,,13,2,,6,9,,2835,2633,,1430,907,2032,.446,205,614,.334,614,885,.694,400,1214,412,212,184,483,744
149,Louisiana State,34,20,14,.588,10.05,6.61,,9,9,,13,3,,4,9,,2540,2423,,1375,833,2010,.414,212,593,.358,545,778,.701,412,1240,389,235,126,433,607
150,Louisiana Tech,37,29,8,.784,12.44,-1.20,,13,3,,14,1,,10,5,,2998,2460,,1485,871,2099,.415,180,577,.312,538,807,.667,415,1351,379,205,127,606,761
151,Louisiana-Monroe,27,10,17,.370,-5.21,0.02,,7,11,,6,6,,4,10,,1738,1851,,1100,652,1516,.430,177,543,.326,370,562,.658,297,944,343,193,108,296,470
152,Louisville NCAA,37,31,6,.838,24.69,4.80,,15,3,,16,2,,9,2,,2998,2262,,1480,786,1983,.396,170,594,.286,518,761,.681,434,1285,387,169,103,638,755
