Coach,School,Conference,Unnamed: 3,W,L,W-L%,AP Pre,AP Post,NCAA Tournament,Unnamed: 10,Since,W.1,L.1,W-L%.1,NCAA,S16,FF,Chmp,Unnamed: 19,W.2,L.2,W-L%.2,NCAA.1,S16.1,FF.1,Chmp.1
Jim Boeheim *,Syracuse,ACC,,20,14,0.588,16.0,,Lost First Round,,1976-77,1047,385,0.731,34.0,19.0,5.0,1.0,,1047,385,0.731,34.0,19.0,5.0,1.0
Tad Boyle,Colorado,Pac-12,,23,13,0.639,,,,,2010-11,189,123,0.606,4.0,,,,,245,189,0.565,4.0,,,
Michael Boynton,Oklahoma State,Big 12,,12,20,0.375,,,,,2017-18,33,35,0.485,,,,,,33,35,0.485,,,,
Todd Bozeman *,Morgan State,MEAC,,9,21,0.3,,,,,2006-07,195,217,0.473,2.0,,,,,258,252,0.506,5.0,1.0,,
Glenn Braica,St. Francis (NY),NEC,,17,16,0.515,,,,,2010-11,132,152,0.465,,,,,,132,152,0.465,,,,
John Brannen,Northern Kentucky,Horizon,,26,9,0.743,,,Lost First Round,,2015-16,81,51,0.614,2.0,,,,,82,52,0.612,2.0,,,
Mike Brennan,American,Patriot,,15,15,0.5,,,,,2013-14,78,109,0.417,1.0,,,,,78,109,0.417,1.0,,,
Wayne Brent,Jackson State,SWAC,,13,19,0.406,,,,,2013-14,81,114,0.415,,,,,,81,114,0.415,,,,
Mike Brey,Notre Dame,ACC,,14,19,0.424,,,,,2000-01,417,221,0.654,12.0,3.0,,,,516,273,0.654,14.0,3.0,,
Horace Broadnax *,Savannah State,MEAC,,11,20,0.355,,,,,2005-06,182,248,0.423,,,,,,224,336,0.4,,,,
Will Brown,Albany (NY),AEC,,12,20,0.375,,,,,2001-02,294,268,0.523,5.0,,,,,294,268,0.523,5.0,,,
Brad Brownell,Clemson,ACC,,20,14,0.588,22.0,,,,2010-11,169,127,0.571,2.0,1.0,,,,336,212,0.613,5.0,1.0,,
Mark Byington,Georgia Southern,Sun Belt,,21,12,0.636,,,,,2013-14,111,84,0.569,,,,,,111,84,0.569,,,,
Rick Byrd,Belmont,OVC,,27,6,0.818,,,Lost First Round,,1999-00,415,220,0.654,8.0,,,,,415,220,0.654,8.0,,,
Jerrod Calhoun,Youngstown State,Horizon,,12,20,0.375,,,,,2017-18,20,44,0.312,,,,,,20,44,0.312,,,,
John Calipari *,Kentucky,SEC,,30,7,0.811,2.0,7.0,Lost Regional Final,,2009-10,305,71,0.811,9.0,8.0,4.0,1.0,,750,211,0.78,20.0,15.0,6.0,1.0
Joe Callero,Cal Poly,Big West,,6,23,0.207,,,,,2009-10,126,184,0.406,1.0,,,,,126,184,0.406,1.0,,,
Jeff Capel III *,Pittsburgh,ACC,,14,19,0.424,,,,,2018-19,14,19,0.424,,,,,,189,129,0.594,3.0,1.0,,
Bill Carmody,Holy Cross,Patriot,,16,17,0.485,,,,,2015-16,58,73,0.443,1.0,,,,,342,308,0.526,3.0,,,
Chris Casey,Niagara,MAAC,,13,19,0.406,,,,,2013-14,64,129,0.332,,,,,,64,129,0.332,,,,
Patrick Chambers,Penn State,Big Ten,,14,18,0.438,,,,,2011-12,127,140,0.476,,,,,,169,168,0.501,1.0,,,
Jamion Christian,Siena,MAAC,,17,16,0.515,,,,,2018-19,17,16,0.515,,,,,,118,111,0.515,2.0,,,
Jim Christian,Boston College,ACC,,14,17,0.452,,,,,2014-15,62,100,0.383,,,,,,304,254,0.545,2.0,,,
Austin Claunch,Nicholls State,Southland,,14,17,0.452,,,,,2018-19,14,17,0.452,,,,,,14,17,0.452,,,,
Tim Cluess,Iona,MAAC,,17,16,0.515,,,Lost First Round,,2010-11,199,108,0.648,6.0,,,,,199,108,0.648,6.0,,,
Bill Coen,Northeastern,CAA,,23,11,0.676,,,Lost First Round,,2006-07,224,197,0.532,2.0,,,,,224,197,0.532,2.0,,,
Jon Coffman,Purdue Fort Wayne,Summit,,18,15,0.545,,,,,2014-15,96,68,0.585,,,,,,96,68,0.585,,,,
Brian Collins,Tennessee State,OVC,,9,21,0.3,,,,,2018-19,9,21,0.3,,,,,,9,21,0.3,,,,
Chris Collins,Northwestern,Big Ten,,13,19,0.406,,,,,2013-14,101,96,0.513,1.0,,,,,101,96,0.513,1.0,,,
Ed Cooley,Providence,Big East,,18,16,0.529,,,,,2011-12,162,110,0.596,5.0,,,,,254,179,0.587,5.0,,,
Ron Cottrell,Houston Christian,Southland,,12,18,0.4,,,,,2008-09,116,224,0.341,,,,,,116,224,0.341,,,,
David Cox,Rhode Island,A-10,,18,15,0.545,,,,,2018-19,18,15,0.545,,,,,,18,15,0.545,,,,
Tim Craft,Gardner-Webb,Big South,,23,12,0.657,,,Lost First Round,,2013-14,111,90,0.552,1.0,,,,,111,90,0.552,1.0,,,
Tom Crean,Georgia,SEC,,11,21,0.344,,,,,2018-19,11,21,0.344,,,,,,367,252,0.593,9.0,4.0,1.0,
Mick Cronin,Cincinnati,AAC,,28,7,0.8,,22.0,Lost First Round,,2006-07,296,147,0.668,9.0,1.0,,,,365,171,0.681,11.0,1.0,,
Rick Croy,California Baptist,WAC,,16,15,0.516,,,,,2018-19,16,15,0.516,,,,,,16,15,0.516,,,,
Carson Cunningham,Incarnate Word,Southland,,6,25,0.194,,,,,2018-19,6,25,0.194,,,,,,6,25,0.194,,,,
Phil Cunningham,Troy,Sun Belt,,12,18,0.4,,,,,2013-14,80,111,0.419,1.0,,,,,80,111,0.419,1.0,,,
Dan D'Antoni II,Marshall,CUSA,,23,14,0.622,,,,,2014-15,96,77,0.555,1.0,,,,,96,77,0.555,1.0,,,
Keith Dambrot,Duquesne,A-10,,19,13,0.594,,,,,2017-18,35,29,0.547,,,,,,360,202,0.641,3.0,,,
Linc Darner,Green Bay,Horizon,,21,17,0.553,,,,,2015-16,75,64,0.54,1.0,,,,,75,64,0.54,1.0,,,
Keno Davis,Central Michigan,MAC,,23,12,0.657,,,,,2012-13,121,109,0.526,,,,,,195,164,0.543,1.0,,,
Kermit Davis Jr,Mississippi,SEC,,20,13,0.606,,,Lost First Round,,2018-19,20,13,0.606,1.0,,,,,423,251,0.628,6.0,,,
Mike Davis,Detroit Mercy,Horizon,,11,20,0.355,,,,,2018-19,11,20,0.355,,,,,,363,261,0.582,9.0,1.0,1.0,
Nathan Davis,Bucknell,Patriot,,21,12,0.636,,,,,2015-16,89,45,0.664,2.0,,,,,89,45,0.664,2.0,,,
Johnny Dawkins Jr,Central Florida,AAC,,24,9,0.727,,,Lost Second Round,,2016-17,67,34,0.663,1.0,,,,,223,149,0.599,2.0,1.0,,
Ed DeChellis,Navy,Patriot,,12,19,0.387,,,,,2011-12,100,150,0.4,,,,,,319,381,0.456,2.0,,,
Travis DeCuire,Montana,Big Sky,,26,9,0.743,,,Lost First Round,,2014-15,109,58,0.653,2.0,,,,,109,58,0.653,2.0,,,
Darian DeVries,Drake,MVC,,24,10,0.706,,,,,2018-19,24,10,0.706,,,,,,24,10,0.706,,,,
Tommy Dempsey,Binghamton,AEC,,10,23,0.303,,,,,2012-13,57,161,0.261,,,,,,176,266,0.398,,,,
Dave Dickerson,South Carolina Upstate,Big South,,6,26,0.188,,,,,2018-19,6,26,0.188,,,,,,74,110,0.402,,,,
Jamie Dixon,TCU,Big 12,,23,14,0.622,20.0,,,,2016-17,68,41,0.624,1.0,,,,,396,164,0.707,12.0,3.0,,
Juan Dixon,Coppin State,MEAC,,8,25,0.242,,,,,2017-18,13,52,0.2,,,,,,13,52,0.2,,,,
Steve Donahue,Pennsylvania,Ivy,,19,12,0.613,,,,,2015-16,67,53,0.558,1.0,,,,,267,267,0.5,4.0,1.0,,
Joe Dooley,East Carolina,AAC,,10,21,0.323,,,,,1995-96,67,73,0.479,,,,,,181,131,0.58,2.0,,,
Bryce Drew,Vanderbilt,SEC,,9,23,0.281,,,,,2016-17,40,59,0.404,1.0,,,,,164,108,0.603,3.0,,,
Scott Drew,Baylor,Big 12,,20,14,0.588,,,Lost Second Round,,2003-04,318,209,0.603,8.0,4.0,,,,338,220,0.606,8.0,4.0,,
Matthew Driscoll,North Florida,A-Sun,,16,17,0.485,,,,,2009-10,163,167,0.494,1.0,,,,,163,167,0.494,1.0,,,
Mike Dunlap,Loyola Marymount,WCC,,22,12,0.647,,,,,2014-15,70,87,0.446,,,,,,70,87,0.446,,,,
Baker Dunleavy,Quinnipiac,MAAC,,16,15,0.516,,,,,2017-18,28,36,0.438,,,,,,28,36,0.438,,,,
Mike Dunleavy Sr,Tulane,AAC,,4,27,0.129,,,,,2016-17,24,69,0.258,,,,,,24,69,0.258,,,,
John Dunne,Marist,MAAC,,12,19,0.387,,,,,2018-19,12,19,0.387,,,,,,165,244,0.403,1.0,,,
Fran Dunphy,Temple,AAC,,23,10,0.697,,,Lost First Four,,2006-07,270,162,0.625,8.0,,,,,580,325,0.641,17.0,,,
Pat Duquette,Massachusetts-Lowell,AEC,,15,17,0.469,,,,,2013-14,71,108,0.397,,,,,,71,108,0.397,,,,
Brian Dutcher,San Diego State,MWC,,21,13,0.618,,,,,2017-18,43,24,0.642,1.0,,,,,43,24,0.642,1.0,,,
Brian Earl,Cornell,Ivy,,15,16,0.484,,,,,2016-17,35,53,0.398,,,,,,35,53,0.398,,,,
Dan Earl,VMI,Southern,,11,21,0.344,,,,,2015-16,35,87,0.287,,,,,,35,87,0.287,,,,
Allen Edwards,Wyoming,MWC,,8,24,0.25,,,,,2016-17,51,52,0.495,,,,,,51,52,0.495,,,,
Rob Ehsan,UAB,CUSA,,20,15,0.571,,,,,2016-17,57,44,0.564,,,,,,57,44,0.564,,,,
Cliff Ellis,Coastal Carolina,Sun Belt,,17,17,0.5,,,,,2007-08,230,164,0.584,2.0,,,,,766,502,0.604,10.0,3.0,,
Andy Enfield,Southern California,Pac-12,,16,17,0.485,,,,,2013-14,110,93,0.542,2.0,,,,,151,121,0.555,3.0,1.0,,
Dan Engelstad,Mount St. Mary's,NEC,,9,22,0.29,,,,,2018-19,9,22,0.29,,,,,,9,22,0.29,,,,
Jim Engles,Columbia,Ivy,,10,18,0.357,,,,,2016-17,29,53,0.354,,,,,,140,192,0.422,,,,
Bill Evans,Idaho State,Big Sky,,11,19,0.367,,,,,2012-13,70,141,0.332,,,,,,278,364,0.433,1.0,,,
Patrick Ewing,Georgetown,Big East,,19,14,0.576,,,,,2017-18,34,29,0.54,,,,,,34,29,0.54,,,,
Dennis Felton,Cleveland State,Horizon,,10,21,0.323,,,,,2017-18,22,44,0.333,,,,,,206,189,0.522,4.0,,,
Mark Few,Gonzaga,WCC,,33,4,0.892,3.0,4.0,Lost Regional Final,,1999-00,568,122,0.823,20.0,9.0,1.0,,,568,122,0.823,20.0,9.0,1.0,
Matt Figger,Austin Peay,OVC,,22,11,0.667,,,,,2017-18,41,26,0.612,,,,,,41,26,0.612,,,,
Brian Fish,Montana State,Big Sky,,15,17,0.469,,,,,2014-15,65,92,0.414,,,,,,65,92,0.414,,,,
Michael Fly,Florida Gulf Coast,A-Sun,,14,18,0.438,,,,,2018-19,14,18,0.438,,,,,,14,18,0.438,,,,
Steve Forbes,East Tennessee State,Southern,,24,10,0.706,,,,,2015-16,100,39,0.719,1.0,,,,,100,39,0.719,1.0,,,
Dana Ford,Missouri State,MVC,,16,16,0.5,,,,,2018-19,16,16,0.5,,,,,,73,81,0.474,,,,
Travis Ford,Saint Louis,A-10,,23,13,0.639,,,Lost First Round,,2016-17,52,50,0.51,1.0,,,,,330,276,0.545,7.0,,,
Jim Fox,Appalachian State,Sun Belt,,11,21,0.344,,,,,2014-15,56,99,0.361,,,,,,56,99,0.361,,,,
John Gallagher,Hartford,AEC,,18,15,0.545,,,,,2010-11,124,163,0.432,,,,,,124,163,0.432,,,,
Eran Ganot,Hawaii,Big West,,18,13,0.581,,,,,2015-16,77,48,0.616,1.0,,,,,80,50,0.615,1.0,,,
Greg Gard,Wisconsin,Big Ten,,23,11,0.676,,21.0,Lost First Round,,2015-16,80,47,0.63,3.0,2.0,,,,80,47,0.63,3.0,2.0,,
Jason Gardner,IUPUI,Horizon,,16,17,0.485,,,,,2014-15,64,94,0.405,,,,,,64,94,0.405,,,,
Murray Garvin,South Carolina State,MEAC,,8,26,0.235,,,,,2012-13,70,133,0.345,,,,,,70,133,0.345,,,,
Joe Golding,Abilene Christian,Southland,,27,7,0.794,,,Lost First Round,,2013-14,90,98,0.479,1.0,,,,,90,98,0.479,1.0,,,
Mark Gottfried,Cal State Northridge,Big West,,13,21,0.382,,,,,2018-19,13,21,0.382,,,,,,414,262,0.612,11.0,3.0,,
Anthony Grant,Dayton,A-10,,21,12,0.636,,,,,2017-18,35,29,0.547,,,,,,228,139,0.621,3.0,,,
Earl Grant,College of Charleston,CAA,,24,9,0.727,,,,,2014-15,101,65,0.608,1.0,,,,,101,65,0.608,1.0,,,
Jared Grasso,Bryant,NEC,,10,20,0.333,,,,,2018-19,10,20,0.333,,,,,,11,42,0.208,,,,
Brian Gregory,South Florida,AAC,,24,14,0.632,,,,,2017-18,34,36,0.486,,,,,,282,216,0.566,2.0,,,
John Groce,Akron,MAC,,17,16,0.515,,,,,2017-18,31,34,0.477,,,,,,211,165,0.561,3.0,1.0,,
Jerod Haase,Stanford,Pac-12,,15,16,0.484,,,,,2016-17,48,49,0.495,,,,,,128,102,0.557,1.0,,,
Frank Haith,Tulsa,AAC,,18,14,0.562,,,,,2014-15,95,66,0.59,1.0,,,,,300,195,0.606,4.0,,,
A.W. Hamilton,Eastern Kentucky,OVC,,13,18,0.419,,,,,2018-19,13,18,0.419,,,,,,13,18,0.419,,,,
Leonard Hamilton *,Florida State,ACC,,29,8,0.784,17.0,10.0,Lost Regional Semifinal,,2002-03,356,216,0.622,7.0,3.0,,,,556,426,0.566,10.0,4.0,,
Derrin Hansen,Omaha,Summit,,21,11,0.656,,,,,2012-13,106,113,0.484,,,,,,106,113,0.484,,,,
Anfernee Hardaway,Memphis,AAC,,22,14,0.611,,,,,2018-19,22,14,0.611,,,,,,22,14,0.611,,,,
Tavaras Hardy,Loyola (MD),Patriot,,11,21,0.344,,,,,2018-19,11,21,0.344,,,,,,11,21,0.344,,,,
Ray Harper,Jacksonville State,OVC,,24,9,0.727,,,,,2016-17,67,37,0.644,1.0,,,,,156,101,0.607,3.0,,,
Jon Harris,SIU Edwardsville,OVC,,10,21,0.323,,,,,2015-16,31,88,0.261,,,,,,31,88,0.261,,,,
Steve Hawkins,Western Michigan,MAC,,8,24,0.25,,,,,2003-04,278,243,0.534,2.0,,,,,278,243,0.534,2.0,,,
Jim Hayford,Seattle,WAC,,18,15,0.545,,,,,2017-18,38,29,0.567,,,,,,144,120,0.545,1.0,,,
Mitch Henderson,Princeton,Ivy,,16,12,0.571,,,,,2011-12,148,88,0.627,1.0,,,,,148,88,0.627,1.0,,,
Steve Henson,UTSA,CUSA,,17,15,0.531,,,,,2016-17,51,49,0.51,,,,,,51,49,0.51,,,,
Greg Herenda,Fairleigh Dickinson,NEC,,21,14,0.6,,,Lost First Round,,2013-14,81,108,0.429,2.0,,,,,81,108,0.429,2.0,,,
Bill Herrion,New Hampshire,AEC,,5,24,0.172,,,,,2005-06,172,251,0.407,,,,,,409,420,0.493,3.0,,,
Lew Hill,Texas-Rio Grande Valley,WAC,,20,17,0.541,,,,,2016-17,45,57,0.441,,,,,,45,57,0.441,,,,
Barry Hinson,Southern Illinois,MVC,,17,15,0.531,,,,,2012-13,116,111,0.511,,,,,,321,251,0.561,,,,
Bob Hoffman,Mercer,Southern,,11,20,0.355,,,,,2008-09,209,165,0.559,1.0,,,,,277,242,0.534,1.0,,,
Shaheen Holloway,Saint Peter's,MAAC,,10,22,0.312,,,,,2018-19,10,22,0.312,,,,,,10,22,0.312,,,,
Chris Holtmann,Ohio State,Big Ten,,20,15,0.571,,,Lost Second Round,,2017-18,45,24,0.652,2.0,,,,,159,109,0.593,5.0,1.0,,
Jason Hooten,Sam Houston,Southland,,21,12,0.636,,,,,2010-11,179,125,0.589,,,,,,179,125,0.589,,,,
Mike Hopkins,Washington,Pac-12,,27,9,0.75,25.0,,Lost Second Round,,2017-18,48,22,0.686,,,,,,52,27,0.658,1.0,,,
Ashley Howard,La Salle,A-10,,10,21,0.323,,,,,2018-19,10,21,0.323,,,,,,10,21,0.323,,,,
Dylan Howard,Alabama A&M,SWAC,,5,27,0.156,,,,,2018-19,5,27,0.156,,,,,,5,27,0.156,,,,
Ben Howland,Mississippi State,SEC,,23,11,0.676,18.0,,Lost First Round,,2015-16,78,56,0.582,1.0,,,,,477,264,0.644,11.0,5.0,3.0,
Michael Huger,Bowling Green State,MAC,,22,12,0.647,,,,,2015-16,67,65,0.508,,,,,,67,65,0.508,,,,
Bob Huggins,West Virginia,Big 12,,15,21,0.417,13.0,,,,2007-08,270,151,0.641,9.0,5.0,1.0,,,788,337,0.7,24.0,9.0,2.0,
Ron Hunter,Georgia State,Sun Belt,,24,10,0.706,,,Lost First Round,,2011-12,171,95,0.643,3.0,,,,,392,274,0.589,4.0,,,
Bobby Hurley,Arizona State,Pac-12,,23,11,0.676,,,Lost First Round,,2015-16,73,58,0.557,2.0,,,,,115,78,0.596,3.0,,,
Dan Hurley,Connecticut,AAC,,16,17,0.485,,,,,2018-19,16,17,0.485,,,,,,167,122,0.578,2.0,,,
Justin Hutson,Fresno State,MWC,,23,9,0.719,,,,,2018-19,23,9,0.719,,,,,,23,9,0.719,,,,
Martin Ingelsby,Delaware,CAA,,17,16,0.515,,,,,2016-17,44,55,0.444,,,,,,44,55,0.444,,,,
Lance Irvin,Chicago State,WAC,,3,29,0.094,,,,,2018-19,3,29,0.094,,,,,,3,29,0.094,,,,
George Ivory,Arkansas-Pine Bluff,SWAC,,13,19,0.406,,,,,2008-09,132,222,0.373,1.0,,,,,132,222,0.373,1.0,,,
Tom Izzo,Michigan State,Big Ten,,32,7,0.821,10.0,5.0,Lost National Semifinal,,1995-96,606,232,0.723,22.0,14.0,8.0,1.0,,606,232,0.723,22.0,14.0,8.0,1.0
Donte Jackson,Grambling,SWAC,,17,17,0.5,,,,,2017-18,34,31,0.523,,,,,,34,31,0.523,,,,
Lewis Jackson,Alabama State,SWAC,,12,19,0.387,,,,,2005-06,199,238,0.455,2.0,,,,,199,238,0.455,2.0,,,
Ben Jacobson,Northern Iowa,MVC,,16,18,0.471,,,,,2006-07,266,168,0.613,4.0,1.0,,,,266,168,0.613,4.0,1.0,,
Tim Jankovich,Southern Methodist,AAC,,15,17,0.469,,,,,2015-16,71,38,0.651,1.0,,,,,228,159,0.589,1.0,,,
Chris Jans,New Mexico State,WAC,,30,5,0.857,,,Lost First Round,,2017-18,58,11,0.841,2.0,,,,,79,23,0.775,2.0,,,
Tony Jasick,Jacksonville,A-Sun,,12,20,0.375,,,,,2014-15,70,92,0.432,,,,,,122,139,0.467,,,,
Avery Johnson,Alabama,SEC,,18,16,0.529,,,,,2015-16,75,62,0.547,1.0,,,,,75,62,0.547,1.0,,,
Sydney Johnson,Fairfield,MAAC,,9,22,0.29,,,,,2011-12,116,147,0.441,,,,,,182,200,0.476,1.0,,,
Brian Jones,North Dakota,Summit,,12,18,0.4,,,,,2009-10,148,173,0.461,1.0,,,,,148,173,0.461,1.0,,,
James Jones,Yale,Ivy,,22,8,0.733,,,Lost First Round,,1999-00,310,273,0.532,2.0,,,,,310,273,0.532,2.0,,,
Jeff Jones,Old Dominion,CUSA,,26,9,0.743,,,Lost First Round,,2013-14,140,67,0.676,1.0,,,,,497,354,0.584,8.0,2.0,,
Joe Jones,Boston University,Patriot,,15,18,0.455,,,,,2011-12,137,120,0.533,,,,,,223,228,0.494,,,,
Johnny Jones,Texas Southern,SWAC,,24,14,0.632,,,,,2018-19,24,14,0.632,,,,,,319,248,0.563,3.0,,,
Mike Jones,Radford,Big South,,22,11,0.667,,,,,2011-12,138,127,0.521,1.0,,,,,138,127,0.521,1.0,,,
Robert Jones,Norfolk State,MEAC,,22,14,0.611,,,,,2013-14,109,96,0.532,,,,,,109,96,0.532,,,,
Wyking Jones,California,Pac-12,,8,23,0.258,,,,,2017-18,16,47,0.254,,,,,,16,47,0.254,,,,
LaVall Jordan,Butler,Big East,,16,17,0.485,,,,,2017-18,37,31,0.544,1.0,,,,,48,55,0.466,1.0,,,
Maurice Joseph,George Washington,A-10,,9,24,0.273,,,,,2016-17,44,57,0.436,,,,,,44,57,0.436,,,,
Edward Joyner Jr,Hampton,Big South,,18,17,0.514,,,,,2009-10,170,157,0.52,3.0,,,,,170,157,0.52,3.0,,,
Jay Joyner,North Carolina A&T,MEAC,,19,13,0.594,,,,,2015-16,47,62,0.431,,,,,,47,62,0.431,,,,
Greg Kampe,Oakland,Horizon,,16,17,0.485,,,,,1999-00,354,293,0.547,3.0,,,,,354,293,0.547,3.0,,,
Danny Kaspar,Texas State,Sun Belt,,24,10,0.706,,,,,2013-14,98,98,0.5,,,,,,344,239,0.59,1.0,,,
Brian Katz,Sacramento State,Big Sky,,15,16,0.484,,,,,2008-09,126,206,0.38,,,,,,126,206,0.38,,,,
Kevin Keatts,NC State,ACC,,24,12,0.667,,,,,2017-18,45,24,0.652,1.0,,,,,117,52,0.692,3.0,,,
Kyle Keller *,Stephen F. Austin,Southland,,14,16,0.467,,,,,2016-17,60,38,0.612,1.0,,,,,60,38,0.612,1.0,,,
Derek Kellogg,Long Island University,NEC,,16,16,0.5,,,,,2017-18,34,33,0.507,1.0,,,,,189,170,0.526,2.0,,,
Pat Kelsey,Winthrop,Big South,,18,12,0.6,,,,,2012-13,139,83,0.626,1.0,,,,,139,83,0.626,1.0,,,
Billy Kennedy,Texas A&M,SEC,,14,18,0.438,,,,,2011-12,151,116,0.566,2.0,2.0,,,,362,295,0.551,4.0,2.0,,
Brian Kennedy,NJIT,A-Sun,,22,13,0.629,,,,,2016-17,47,49,0.49,,,,,,47,49,0.49,,,,
Ernie Kent,Washington State,Pac-12,,11,21,0.344,,,,,2014-15,58,98,0.372,,,,,,383,351,0.522,6.0,2.0,,
Dustin Kerns,Presbyterian,Big South,,20,16,0.556,,,,,2017-18,31,37,0.456,,,,,,31,37,0.456,,,,
Eric Konkol,Louisiana Tech,CUSA,,20,13,0.606,,,,,2015-16,83,49,0.629,,,,,,83,49,0.629,,,,
Tod Kowalczyk,Toledo,MAC,,25,8,0.758,,,,,2010-11,167,129,0.564,,,,,,303,241,0.557,,,,
Rob Krimmel,Saint Francis (PA),NEC,,18,15,0.545,,,,,2012-13,97,123,0.441,,,,,,97,123,0.441,,,,
Lon Kruger,Oklahoma,Big 12,,20,14,0.588,,,Lost Second Round,,2011-12,160,105,0.604,6.0,2.0,1.0,,,639,409,0.61,19.0,5.0,2.0,
Larry Krystkowiak,Utah,Pac-12,,17,14,0.548,,,,,2011-12,155,111,0.583,2.0,1.0,,,,197,131,0.601,4.0,1.0,,
Mike Krzyzewski,Duke,ACC,,32,6,0.842,4.0,1.0,Lost Regional Final,,1980-81,1059,285,0.788,35.0,25.0,12.0,5.0,,1132,344,0.767,35.0,25.0,12.0,5.0
Jay Ladner,Southeastern Louisiana,Southland,,17,16,0.515,,,,,2014-15,76,88,0.463,,,,,,76,88,0.463,,,,
Matt Langel,Colgate,Patriot,,24,11,0.686,,,Lost First Round,,2011-12,114,142,0.445,1.0,,,,,114,142,0.445,1.0,,,
Greg Lansing,Indiana State,MVC,,15,16,0.484,,,,,2010-11,148,142,0.51,1.0,,,,,148,142,0.51,1.0,,,
Jim Larranaga,Miami (FL),ACC,,14,18,0.438,,,,,2011-12,175,97,0.643,4.0,2.0,,,,617,406,0.603,9.0,3.0,1.0,
Anthony Latina,Sacred Heart,NEC,,15,17,0.469,,,,,2013-14,70,118,0.372,,,,,,70,118,0.372,,,,
Todd Lee,South Dakota,Summit,,13,17,0.433,,,,,2018-19,13,17,0.433,,,,,,13,17,0.433,,,,
Shantay Legans,Eastern Washington,Big Sky,,16,18,0.471,,,,,2017-18,36,33,0.522,,,,,,36,33,0.522,,,,
