Id,Year,Game,GameNum,Result
2022.E5,2022,E5,32,Game E5 - Texas beats Virginia Tech by 2.790997601322085
2022.S7,2022,S7,33,Game S7 - Loyola (IL) beats Ohio State by 0.2463954140237222
2022.W5,2022,W5,34,Game W5 - Notre Dame beats Alabama by 1.1003912511846248
2022.MW5,2022,MW5,35,Game MW5 - Louisiana State beats Iowa State by 0.6136982444702762
2022.S2,2022,S2,36,Game S2 - TCU beats Seton Hall by 5.209565402910012
2022.MW9,2022,MW9,37,Game MW9 - Kansas beats Creighton by 13.85364681902719
2022.E10,2022,E10,38,Game E10 - UCLA beats Saint Mary's (CA) by 4.082985993718778
2022.W9,2022,W9,39,Game W9 - Gonzaga beats Memphis by 11.038307804744846
2022.E9,2022,E9,40,Game E9 - Baylor beats North Carolina by 19.565311034377363
2022.S11,2022,S11,41,Game S11 - Tennessee beats Michigan by 11.07110893544838
2022.E12,2022,E12,42,Game E12 - Kentucky beats San Francisco by 7.257736273581491
2022.MW10,2022,MW10,43,Game MW10 - Iowa beats Providence by 3.6388418988148743
2022.W10,2022,W10,44,Game W10 - Arkansas beats Connecticut by 3.3417391581532763
2022.W12,2022,W12,45,Game W12 - Duke beats Michigan State by 7.895196984914464
2022.S9,2022,S9,46,Game S9 - Arizona beats TCU by 13.57875242633479
2022.S12,2022,S12,47,Game S12 - Villanova beats Loyola (IL) by 17.648406757395076
2022.MW12,2022,MW12,48,Game MW12 - Auburn beats Miami (FL) by 9.0495233451287
2022.E11,2022,E11,49,Game E11 - Purdue beats Texas by 4.32449130524326
2022.W11,2022,W11,50,Game W11 - Texas Tech beats Notre Dame by 8.743751083773898
2022.MW11,2022,MW11,51,Game MW11 - Wisconsin beats Louisiana State by 0.8646005118291821
2022.S10,2022,S10,52,Game S10 - Houston beats Illinois by 14.98534888338699
2022.MW13,2022,MW13,53,Game MW13 - Kansas beats Iowa by 8.86930673281355
2022.E13,2022,E13,54,Game E13 - Baylor beats UCLA by 3.906039023955328
2022.W13,2022,W13,55,Game W13 - Gonzaga beats Arkansas by 13.059132232588063
2022.S14,2022,S14,56,Game S14 - Villanova beats Tennessee by 0.1493295663167753
2022.E14,2022,E14,57,Game E14 - Kentucky beats Purdue by 3.9482063960837483
2022.W14,2022,W14,58,Game W14 - Duke beats Texas Tech by 1.8449518608252562
2022.S13,2022,S13,59,Game S13 - Arizona beats Houston by 1.198828713874351
2022.MW14,2022,MW14,60,Game MW14 - Auburn beats Wisconsin by 9.153704394035522
2022.MW15,2022,MW15,61,Game MW15 - Kansas beats Auburn by 10.666634153407287
2022.E15,2022,E15,62,Game E15 - Baylor beats Kentucky by 1.3514553757836196
2022.W15,2022,W15,63,Game W15 - Gonzaga beats Duke by 6.787117886800647
2022.S15,2022,S15,64,Game S15 - Villanova beats Arizona by 2.460512480778304
2022.F2,2022,F2,65,Game F2 - Kansas beats Villanova by 1.4255330088424354
2022.F1,2022,F1,66,Game F1 - Baylor beats Gonzaga by 2.335403247322658
2022.Final,2022,Final,67,Game Final - Kansas beats Baylor by 5.541198696443526
