Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
22,Binghamton,31,2,29,.065,-20.14,-6.24,,1,15,,1,13,,0,15,,1762,2193,,1245,776,1645,.472,209,568,.368,432,620,.697,298,1057,393,232,76,395,497
23,Boise State,30,13,17,.433,3.52,3.14,,3,11,,11,5,,1,11,,2050,1988,,1205,687,1511,.455,215,569,.378,399,592,.674,231,922,378,155,92,398,561
24,Boston College,31,9,22,.290,-4.54,4.89,,4,12,,8,9,,0,10,,1833,2125,,1255,775,1777,.436,211,604,.349,364,505,.721,341,1111,410,231,108,365,503
25,Boston University,32,16,16,.500,-3.74,-4.09,,12,4,,7,5,,8,9,,2045,2034,,1285,724,1744,.415,203,617,.329,383,549,.698,358,1110,400,186,103,415,555
26,Bowling Green State,32,16,16,.500,1.23,0.07,,9,7,,12,4,,4,12,,2125,2046,,1285,735,1656,.444,179,515,.348,397,597,.665,338,1038,427,216,87,479,502
27,Bradley,32,7,25,.219,-5.79,3.62,,2,16,,6,10,,1,12,,1955,2256,,1280,821,1810,.454,219,607,.361,395,585,.675,345,1190,512,210,87,414,575
28,Brigham Young NCAA,35,26,9,.743,11.25,1.55,,12,4,,13,3,,8,3,,2727,2358,,1400,841,2029,.414,229,734,.312,447,671,.666,348,1213,484,222,94,554,667
29,Brown,31,8,23,.258,-12.52,-3.62,,2,12,,6,9,,1,12,,1907,2154,,1240,795,1751,.454,224,572,.392,340,483,.704,317,1162,438,176,95,362,498
30,Bryant,30,2,28,.067,-17.90,-4.27,,1,17,,1,10,,0,17,,1852,2261,,1205,816,1716,.476,229,612,.374,400,575,.696,343,1110,495,224,71,350,501
31,Bucknell,35,25,10,.714,3.57,-3.08,,12,2,,14,3,,11,7,,2410,2147,,1400,730,1840,.397,226,661,.342,461,648,.711,277,1011,383,197,85,366,630
32,Buffalo,31,20,11,.645,4.15,0.15,,12,4,,12,2,,8,8,,2262,2090,,1245,728,1852,.393,219,655,.334,415,594,.699,358,1033,421,233,78,358,592
33,Butler,37,22,15,.595,2.86,1.14,,11,7,,13,6,,7,9,,2352,2245,,1495,754,1835,.411,189,617,.306,548,811,.676,332,1176,393,216,110,521,725
34,Cal Poly,33,18,15,.545,-0.58,-3.78,,8,8,,10,4,,5,10,,2136,1998,,1320,681,1557,.437,168,502,.335,468,674,.694,255,958,370,145,127,373,485
35,Cal State Bakersfield,31,16,15,.516,-7.15,-3.65,,,,,10,3,,6,12,,2121,2154,,1245,711,1527,.466,190,557,.341,542,747,.726,302,959,421,214,81,480,543
36,Cal State Fullerton,31,21,10,.677,-1.18,-5.32,,12,4,,13,1,,7,7,,2417,2205,,1240,770,1762,.437,211,572,.369,454,661,.687,333,990,387,149,101,429,591
37,Cal State Northridge,28,7,21,.250,-12.65,-2.61,,3,13,,4,8,,3,13,,1908,2101,,1125,683,1479,.462,213,581,.367,522,748,.698,322,1021,418,179,108,426,520
38,California NCAA,34,24,10,.706,13.79,4.53,,13,5,,17,1,,5,6,,2419,2104,,1360,786,1893,.415,186,568,.327,346,505,.685,315,1037,386,169,84,438,599
39,Campbell,32,17,15,.531,-6.06,-4.80,,11,7,,11,2,,6,12,,2370,2361,,1285,796,1846,.431,217,669,.324,552,784,.704,378,1092,464,221,94,395,661
40,Canisius,30,5,25,.167,-14.73,-4.53,,1,17,,3,10,,2,14,,1965,2271,,1210,801,1765,.454,224,649,.345,445,617,.721,387,1110,527,217,112,375,482
41,Central Arkansas,29,8,21,.276,-17.26,-4.83,,3,13,,6,7,,2,14,,2058,2371,,1180,864,1750,.494,169,485,.348,474,743,.638,377,1204,520,242,119,462,512
42,Central Connecticut State,29,13,16,.448,-5.36,-5.05,,10,8,,10,3,,3,12,,2029,2038,,1175,739,1630,.453,183,519,.353,377,550,.685,363,1054,413,181,106,494,521
43,Central Florida,33,22,11,.667,4.33,2.98,,10,6,,16,1,,3,9,,2166,2096,,1320,764,1814,.421,190,608,.313,378,573,.660,368,1105,432,187,106,410,651
44,Central Michigan,32,11,21,.344,-6.74,-1.62,,5,11,,6,6,,3,13,,1980,2134,,1290,702,1632,.430,220,594,.370,510,746,.684,367,1172,423,175,103,465,576
45,Charleston Southern,31,19,12,.613,-2.19,-4.33,,11,7,,12,2,,5,10,,2383,2242,,1245,809,1735,.466,214,593,.361,410,600,.683,309,1062,360,169,115,501,567
46,Charlotte,30,13,17,.433,0.99,2.86,,5,11,,7,7,,6,10,,2010,2066,,1210,723,1694,.427,211,630,.335,409,579,.706,325,1104,409,199,124,434,553
47,Chattanooga,32,11,21,.344,-6.99,-3.54,,5,13,,11,6,,0,14,,2260,2204,,1295,771,1895,.407,300,926,.324,362,556,.651,342,1162,464,237,114,427,620
48,Chicago State,30,4,26,.133,-19.30,-3.13,,2,8,,3,9,,1,17,,1884,2313,,1204,781,1730,.451,241,670,.360,510,713,.715,344,1145,507,244,95,428,507
49,Cincinnati NCAA,37,26,11,.703,12.93,6.28,,12,6,,14,4,,7,5,,2522,2276,,1500,849,2063,.412,207,641,.323,371,542,.685,443,1324,465,200,120,518,572
50,Clemson,31,16,15,.516,7.31,3.41,,8,8,,11,5,,4,7,,2001,1880,,1250,683,1585,.431,178,495,.360,336,478,.703,293,994,354,184,84,451,506
51,Cleveland State,33,22,11,.667,5.27,0.12,,12,6,,10,4,,11,5,,2177,1983,,1320,648,1564,.414,158,498,.317,529,800,.661,366,1053,348,230,127,542,469
52,Coastal Carolina,31,19,12,.613,-2.64,-4.56,,12,6,,12,4,,7,7,,2248,2042,,1250,707,1756,.403,213,603,.353,415,603,.688,349,994,338,210,83,381,537
53,Colgate,30,8,22,.267,-14.91,-4.38,,2,12,,5,8,,3,14,,1893,2209,,1210,772,1699,.454,222,586,.379,443,622,.712,302,1013,384,230,82,300,531
54,College of Charleston,31,19,12,.613,-0.16,-2.54,,10,8,,10,4,,7,6,,2191,2117,,1260,793,1890,.420,198,618,.320,333,486,.685,421,1230,386,195,85,447,579
55,Colorado NCAA,36,24,12,.667,7.91,5.73,,11,7,,14,2,,4,7,,2429,2269,,1445,812,2009,.404,229,703,.326,416,642,.648,366,1182,392,227,137,444,642
56,Colorado State NCAA,32,20,12,.625,6.58,5.23,,8,6,,14,1,,3,9,,2243,2177,,1295,738,1696,.435,230,648,.355,471,669,.704,309,971,396,168,106,383,601
57,Columbia,30,15,15,.500,-2.90,-3.18,,4,10,,8,6,,5,9,,1955,1863,,1210,651,1564,.416,161,447,.360,400,564,.709,263,960,325,164,93,364,486
58,Connecticut NCAA,34,20,14,.588,12.27,8.07,,8,10,,13,4,,3,7,,2336,2193,,1375,785,2034,.386,245,713,.344,378,514,.735,457,1185,408,220,90,372,584
59,Coppin State,30,14,16,.467,-9.07,-5.96,,9,7,,7,5,,6,9,,2213,2257,,1205,838,1845,.454,256,742,.345,325,520,.625,396,1152,487,178,102,397,539
60,Cornell,28,12,16,.429,-4.05,-0.98,,7,7,,10,3,,2,13,,1833,1898,,1140,633,1514,.418,172,561,.307,460,624,.737,309,1069,364,177,95,433,472
61,Creighton NCAA,35,29,6,.829,12.92,3.41,,14,4,,14,2,,10,3,,2772,2439,,1410,903,2049,.441,228,631,.361,405,600,.675,328,1068,461,224,110,361,652
62,Dartmouth,30,5,25,.167,-10.07,-3.56,,1,13,,4,9,,1,14,,1727,1904,,1205,649,1533,.423,183,498,.367,423,581,.728,265,982,366,197,110,364,542
63,Davidson NCAA,33,25,8,.758,7.26,-1.68,,16,2,,13,2,,8,5,,2571,2238,,1330,781,1830,.427,170,498,.341,506,758,.668,315,1072,342,199,116,409,656
64,Dayton,33,20,13,.606,8.48,4.30,,9,7,,14,4,,3,8,,2369,2231,,1340,801,1786,.448,186,556,.335,443,666,.665,347,1060,431,176,115,424,586
65,Delaware,32,18,14,.563,-1.61,-2.18,,12,6,,11,3,,6,10,,2206,2188,,1305,777,1978,.393,182,562,.324,452,638,.708,435,1238,332,216,111,342,650
66,Delaware State,29,15,14,.517,-8.07,-6.78,,12,4,,8,5,,7,8,,1917,1868,,1185,675,1568,.430,145,444,.327,373,552,.676,389,1074,372,132,97,406,467
67,Denver,31,22,9,.710,6.14,-1.47,,11,5,,14,2,,7,6,,2112,1876,,1255,649,1486,.437,139,383,.363,439,604,.727,302,944,264,154,95,453,505
68,DePaul,31,12,19,.387,1.99,4.57,,3,15,,7,9,,3,8,,2298,2378,,1245,868,1802,.482,155,438,.354,487,737,.661,412,1229,426,232,127,485,509
69,Detroit Mercy NCAA,36,22,14,.611,2.40,-0.01,,11,7,,13,4,,6,8,,2597,2432,,1445,842,1915,.440,244,666,.366,504,719,.701,381,1160,472,209,96,544,714
70,Drake,34,18,16,.529,2.44,2.96,,9,9,,13,3,,3,10,,2279,2271,,1380,771,1794,.430,168,550,.305,561,796,.705,320,1179,387,210,104,466,651
71,Drexel,36,29,7,.806,7.37,-1.80,,16,2,,15,1,,11,3,,2350,2020,,1440,704,1794,.392,160,551,.290,452,671,.674,322,1057,308,195,140,402,651
72,Duke NCAA,34,27,7,.794,17.05,8.40,,13,3,,13,3,,8,1,,2628,2334,,1370,864,1996,.433,153,482,.317,453,657,.689,395,1159,380,194,89,434,708
73,Duquesne,31,16,15,.516,4.09,3.96,,7,9,,9,5,,4,9,,2252,2232,,1245,810,1768,.458,206,566,.364,406,572,.710,414,1186,469,159,139,533,596
74,East Carolina,31,15,16,.484,2.42,2.53,,5,11,,10,7,,3,8,,2136,2019,,1250,733,1688,.434,160,505,.317,393,591,.665,337,1071,419,216,113,457,571
75,East Tennessee State,31,17,14,.548,-0.41,-1.78,,10,8,,10,3,,6,10,,2098,2017,,1240,703,1609,.437,253,715,.354,358,550,.651,349,1048,414,182,116,532,564
76,Eastern Illinois,29,12,17,.414,-11.48,-6.48,,5,11,,7,7,,5,10,,1896,1984,,1175,714,1572,.454,188,505,.372,368,532,.692,334,979,411,178,87,392,472
77,Eastern Kentucky,32,16,16,.500,-8.47,-5.93,,7,9,,11,3,,4,11,,2123,2117,,1300,741,1619,.458,168,530,.317,467,683,.684,326,1073,423,171,106,431,496
78,Eastern Michigan,32,14,18,.438,-7.90,-1.68,,9,7,,9,4,,5,13,,1704,1878,,1290,642,1555,.413,195,623,.313,399,603,.662,374,1086,434,200,98,453,493
79,Eastern Washington,32,15,17,.469,-3.87,-3.23,,8,8,,9,4,,6,13,,2326,2284,,1285,721,1617,.446,203,553,.367,639,925,.691,333,1171,427,194,136,498,609
80,Elon,31,15,16,.484,-7.41,-3.03,,9,9,,10,4,,4,11,,2175,2226,,1255,804,1889,.426,202,611,.331,416,631,.659,382,1213,383,233,96,403,571
81,Evansville,32,16,16,.500,3.46,3.56,,9,9,,11,7,,4,8,,2351,2327,,1315,807,1660,.486,219,572,.383,492,720,.683,337,1095,496,185,125,549,669
82,Fairfield,37,22,15,.595,2.94,-1.34,,12,6,,12,4,,5,8,,2417,2259,,1480,784,1910,.410,183,532,.344,508,721,.705,415,1214,374,251,120,583,622
83,Fairleigh Dickinson,29,3,26,.103,-16.99,-5.06,,2,16,,2,11,,1,15,,1762,2108,,1160,718,1653,.434,207,559,.370,465,636,.731,343,1065,404,221,70,372,496
84,Florida NCAA,37,26,11,.703,18.25,7.33,,10,6,,14,2,,4,7,,2808,2404,,1495,875,2068,.423,226,661,.342,428,618,.693,391,1217,451,189,110,464,666
85,Florida A&M,33,10,23,.303,-15.58,-6.29,,6,10,,5,8,,3,12,,2175,2416,,1330,846,1902,.445,198,572,.346,526,794,.662,459,1300,437,243,154,502,559
86,Florida Atlantic,30,11,19,.367,-2.58,0.77,,7,9,,6,5,,4,11,,1977,2046,,1230,706,1593,.443,138,377,.366,496,685,.724,334,1064,316,150,140,415,490
87,Florida Gulf Coast,32,15,17,.469,-2.41,-1.96,,8,10,,9,5,,5,11,,2306,2306,,1290,794,1840,.432,258,714,.361,460,703,.654,420,1131,496,224,105,456,562
88,Florida International,29,8,21,.276,-5.07,-1.10,,5,11,,2,9,,5,9,,1836,1951,,1175,654,1495,.437,184,559,.329,459,709,.647,352,1001,377,191,129,406,536
89,Florida State NCAA,35,25,10,.714,14.53,7.62,,12,4,,15,2,,5,5,,2443,2201,,1420,749,1965,.381,221,715,.309,482,674,.715,430,1168,370,269,114,531,643
90,Fordham,29,10,19,.345,-7.63,1.92,,3,13,,9,6,,1,13,,1797,2074,,1165,718,1685,.426,221,615,.359,417,594,.702,371,1118,453,215,122,374,496
91,Fresno State,33,13,20,.394,-0.91,0.77,,3,11,,9,5,,3,12,,2170,2181,,1355,746,1666,.448,186,557,.334,503,737,.682,351,1178,401,138,106,471,605
92,Furman,31,15,16,.484,-6.04,-3.90,,8,10,,9,5,,5,10,,2006,2022,,1240,711,1639,.434,156,509,.306,444,622,.714,313,994,368,201,78,382,600
93,Gardner-Webb,32,12,20,.375,-7.99,-4.82,,6,12,,9,4,,3,15,,2103,2138,,1295,751,1716,.438,177,553,.320,459,698,.658,337,1096,425,205,108,429,558
94,George Mason,33,24,9,.727,3.81,-1.67,,14,4,,15,1,,7,6,,2323,2142,,1340,732,1864,.393,194,602,.322,484,700,.691,409,1125,374,248,105,473,650
95,George Washington,31,10,21,.323,-0.63,4.15,,5,11,,6,8,,2,12,,1921,2069,,1240,733,1632,.449,185,490,.378,418,592,.706,350,1041,398,192,116,425,497
96,Georgetown NCAA,33,24,9,.727,16.81,7.69,,12,6,,15,1,,6,5,,2278,1959,,1340,683,1766,.387,164,587,.279,429,631,.680,360,1017,381,217,89,424,613
97,Georgia,32,15,17,.469,5.92,7.95,,5,11,,11,6,,2,9,,1950,2015,,1295,681,1625,.419,191,579,.330,462,667,.693,322,1115,330,146,112,371,510
98,Georgia Southern,30,15,15,.500,-6.70,-3.78,,12,6,,10,2,,4,12,,2002,2033,,1215,722,1587,.455,174,558,.312,415,603,.688,307,985,389,188,62,459,525
99,Georgia State,34,22,12,.647,5.69,-2.99,,11,7,,13,3,,8,6,,2298,2003,,1380,702,1847,.380,218,691,.315,381,559,.682,386,1196,406,190,138,513,577
100,Georgia Tech,31,11,20,.355,1.74,4.13,,4,12,,7,8,,3,9,,1866,1940,,1245,669,1658,.403,199,573,.347,403,560,.720,306,980,375,211,103,347,490
101,Gonzaga NCAA,33,26,7,.788,13.86,3.25,,13,3,,15,1,,6,4,,2436,2086,,1325,771,1867,.413,198,637,.311,346,514,.673,332,1011,373,231,83,428,675
102,Grambling,28,4,24,.143,-26.82,-9.39,,4,14,,1,9,,3,15,,1513,2001,,1125,746,1653,.451,157,486,.323,352,516,.682,361,1082,404,237,107,325,488
103,Green Bay,30,15,15,.500,-2.32,1.04,,10,8,,12,2,,3,13,,1935,1982,,1205,708,1657,.427,180,483,.373,386,551,.701,330,1024,374,230,107,392,518
104,Hampton,33,12,21,.364,-10.08,-7.93,,6,10,,6,5,,1,13,,2134,2205,,1330,739,1869,.395,223,628,.355,504,699,.721,438,1272,367,184,85,498,636
105,Hartford,31,9,22,.290,-13.41,-6.19,,7,9,,4,8,,4,12,,1860,2084,,1260,711,1581,.450,197,540,.365,465,678,.686,314,1115,386,209,91,477,577
106,Harvard NCAA,31,26,5,.839,7.84,-1.56,,12,2,,11,1,,12,3,,2033,1724,,1245,637,1555,.410,143,422,.339,307,467,.657,273,877,305,169,96,388,569
107,Hawaii,32,16,16,.500,-2.79,-0.52,,6,8,,8,7,,3,7,,2356,2387,,1295,838,1954,.429,217,632,.343,494,696,.710,405,1119,464,218,112,409,681
108,High Point,31,13,18,.419,-5.92,-4.13,,8,10,,10,6,,3,12,,2203,2176,,1260,747,1716,.435,219,656,.334,463,685,.676,370,1094,418,201,92,373,563
109,Hofstra,32,10,22,.313,-2.98,-1.10,,3,15,,8,9,,1,11,,2091,2151,,1280,755,1651,.457,187,534,.350,454,654,.694,319,1078,476,220,140,493,671
110,Holy Cross,29,15,14,.517,-6.02,-4.23,,9,5,,11,3,,4,11,,1886,1938,,1160,697,1657,.421,177,580,.305,367,511,.718,321,994,391,179,97,338,489
111,Houston,30,15,15,.500,0.04,0.21,,7,9,,13,5,,1,8,,2152,2147,,1215,793,1809,.438,197,546,.361,364,537,.678,371,1024,397,227,103,356,509
112,Houston Christian,30,10,20,.333,-16.07,-6.10,,3,7,,9,5,,0,13,,2208,2344,,1210,813,1729,.470,192,527,.364,526,772,.681,367,1167,439,233,121,515,592
113,Howard,31,10,21,.323,-14.59,-4.16,,6,10,,6,5,,3,14,,1881,2174,,1245,703,1611,.436,175,532,.329,593,853,.695,348,1069,400,206,132,442,578
114,Idaho,33,19,14,.576,0.77,-0.43,,9,5,,11,4,,8,8,,2298,2240,,1330,807,1879,.429,223,638,.350,403,594,.678,379,1059,415,188,95,357,599
115,Idaho State,30,9,21,.300,-11.05,-2.77,,7,9,,5,8,,4,13,,1979,2192,,1230,739,1548,.477,216,553,.391,498,683,.729,300,1028,375,189,98,456,588
116,Illinois,32,17,15,.531,9.33,7.99,,6,12,,13,4,,2,8,,2098,2055,,1295,712,1659,.429,208,549,.379,423,601,.704,298,1002,379,200,78,425,548
117,Illinois State,35,21,14,.600,6.33,2.64,,9,9,,14,3,,4,9,,2439,2310,,1425,817,1971,.415,254,709,.358,422,610,.692,342,1147,426,198,87,392,659
118,Illinois-Chicago,30,8,22,.267,-9.16,-1.30,,3,15,,7,7,,1,15,,1826,2033,,1210,710,1565,.454,165,452,.365,448,678,.661,300,1012,375,209,134,351,529
119,Indiana NCAA,36,27,9,.750,18.63,7.80,,11,7,,18,1,,5,6,,2782,2392,,1440,847,1988,.426,219,628,.349,479,682,.702,391,1094,376,241,146,482,730
120,Indiana State,33,18,15,.545,2.08,3.08,,8,10,,11,4,,4,9,,2120,2141,,1335,758,1763,.430,204,554,.368,421,571,.737,290,1098,412,192,82,408,621
121,Iona NCAA,33,25,8,.758,8.36,-1.82,,15,3,,10,1,,11,4,,2736,2400,,1335,885,1962,.451,237,669,.354,393,565,.696,379,1126,474,181,105,530,584
122,Iowa,35,18,17,.514,7.04,6.53,,8,10,,14,6,,3,9,,2555,2537,,1400,910,1993,.457,244,707,.345,473,648,.730,381,1193,515,193,111,473,650
123,Iowa State NCAA,34,23,11,.676,13.32,7.32,,12,6,,16,2,,4,7,,2490,2286,,1360,864,1977,.437,193,630,.306,365,523,.698,316,1092,448,193,109,395,627
124,IUPUI,32,14,18,.438,-3.85,-1.75,,7,11,,9,5,,3,12,,2319,2329,,1295,835,1765,.473,176,499,.353,483,665,.726,356,1082,450,188,77,430,585
125,Jackson State,31,7,24,.226,-17.50,-7.00,,5,13,,4,7,,2,16,,1737,2042,,1260,724,1624,.446,169,495,.341,425,670,.634,369,1086,390,235,125,424,501
126,Jacksonville,30,8,22,.267,-7.30,0.10,,6,12,,5,6,,3,15,,1951,2173,,1210,719,1538,.467,171,480,.356,564,832,.678,337,1032,395,217,112,424,537
127,Jacksonville State,33,15,18,.455,-4.86,-5.23,,8,8,,9,4,,3,10,,2143,2106,,1330,701,1624,.432,139,434,.320,565,800,.706,337,1105,403,211,120,494,633
128,James Madison,32,12,20,.375,-5.86,-2.11,,5,13,,5,9,,5,9,,2115,2235,,1290,765,1751,.437,195,537,.363,510,742,.687,399,1181,412,218,117,434,554
129,Kansas NCAA,39,32,7,.821,21.72,9.93,,16,2,,16,0,,8,2,,2867,2407,,1565,826,2176,.380,236,694,.340,519,721,.720,419,1256,436,253,137,533,718
130,Kansas City,31,10,21,.323,-8.82,-1.75,,4,14,,6,8,,2,13,,1998,2204,,1250,784,1639,.478,161,450,.358,475,664,.715,325,1059,417,188,116,390,493
131,Kansas State NCAA,33,22,11,.667,14.47,7.53,,10,8,,11,4,,6,4,,2343,2114,,1335,716,1750,.409,178,547,.325,504,731,.689,385,1070,373,240,107,526,732
132,Kennesaw State,31,3,28,.097,-15.02,-0.49,,0,18,,1,11,,1,16,,1920,2330,,1265,856,1713,.500,222,601,.369,396,580,.683,353,1120,528,231,108,399,499
133,Kent State,33,21,12,.636,2.77,-0.95,,10,6,,12,3,,7,7,,2322,2178,,1325,789,1856,.425,211,620,.340,389,569,.684,409,1153,437,237,114,525,580
134,Kentucky NCAA,40,38,2,.950,24.73,7.93,,16,0,,18,0,,8,1,,3095,2423,,1600,889,2379,.374,219,689,.318,426,614,.694,487,1286,420,218,133,464,750
135,La Salle,34,21,13,.618,8.56,1.83,,9,7,,14,3,,6,8,,2478,2249,,1370,801,1919,.417,164,520,.315,483,664,.727,415,1233,440,203,136,535,559
136,Lafayette,31,13,18,.419,-7.20,-4.01,,7,7,,6,7,,7,11,,2161,2260,,1240,795,1697,.468,210,547,.384,460,643,.715,329,1086,389,190,89,378,559
137,Lamar NCAA,35,23,12,.657,2.41,-3.77,,11,5,,12,2,,8,9,,2573,2296,,1405,838,1989,.421,177,516,.343,443,659,.672,385,1202,420,185,132,495,653
138,Lehigh NCAA,35,27,8,.771,4.27,-5.14,,11,3,,12,1,,12,6,,2648,2288,,1410,808,1952,.414,206,631,.326,466,661,.705,369,1202,450,190,132,504,658
139,Liberty,32,14,18,.438,-9.67,-4.81,,9,9,,9,7,,5,9,,2201,2283,,1285,838,1834,.457,223,634,.352,384,558,.688,336,1058,434,188,100,375,559
140,Lipscomb,31,13,18,.419,-4.70,-1.23,,8,10,,6,7,,5,11,,2242,2303,,1260,843,1873,.450,225,679,.331,392,583,.672,396,1207,432,253,138,473,584
141,Little Rock,31,15,16,.484,-1.94,0.03,,12,4,,9,6,,6,8,,1974,1990,,1260,668,1590,.420,189,570,.332,465,707,.658,326,1112,359,151,125,447,603
142,Long Beach State NCAA,34,25,9,.735,9.52,0.87,,15,1,,12,0,,8,7,,2510,2175,,1370,804,1909,.421,207,616,.336,360,519,.694,373,1109,422,197,100,513,653
143,Long Island University NCAA,34,25,9,.735,-1.34,-5.10,,16,2,,15,0,,7,8,,2769,2641,,1365,1039,2313,.449,209,637,.328,354,510,.694,470,1233,532,291,131,469,795
144,Longwood,31,10,21,.323,-20.47,-5.99,,,,,7,5,,2,14,,2276,2617,,1245,962,1981,.486,302,760,.397,391,600,.652,344,1226,557,229,92,353,511
145,Louisiana,32,16,16,.500,-3.25,-2.28,,10,6,,10,5,,5,9,,2189,2155,,1305,741,1842,.402,172,509,.338,501,732,.684,367,1135,306,210,120,454,657
146,Louisiana State,33,18,15,.545,6.66,5.51,,7,9,,11,4,,4,9,,2157,2119,,1340,745,1775,.420,174,545,.319,455,660,.689,357,1178,337,249,132,483,592
147,Louisiana Tech,34,18,16,.529,-2.65,-1.19,,6,8,,11,4,,4,10,,2358,2355,,1380,828,1864,.444,171,525,.326,528,780,.677,393,1261,400,192,110,511,591
148,Louisiana-Monroe,29,3,26,.103,-12.56,-0.95,,2,14,,0,13,,3,13,,1750,2078,,1165,714,1563,.457,232,603,.385,418,595,.703,291,1019,444,180,122,319,424
149,Louisville NCAA,40,30,10,.750,16.19,9.02,,10,8,,16,4,,6,5,,2727,2440,,1620,857,2233,.384,218,720,.303,508,766,.663,509,1441,453,284,144,621,745
150,Loyola (IL),30,7,23,.233,-8.43,-1.77,,1,17,,4,9,,3,14,,1717,1887,,1215,681,1526,.446,182,519,.351,343,496,.692,288,916,365,209,150,361,524
151,Loyola (MD) NCAA,33,24,9,.727,0.37,-2.72,,13,5,,10,2,,11,6,,2222,2120,,1320,739,1723,.429,168,466,.361,474,688,.689,363,1062,372,203,128,473,633
152,Loyola Marymount,34,21,13,.618,2.20,1.17,,11,5,,12,8,,9,4,,2402,2301,,1380,810,1953,.415,209,692,.302,472,654,.722,414,1220,432,208,110,491,617
